Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,purpose_of_ww_sampling,purpose_of_ww_sequencing,ww_endog_control_1_conc,ww_endog_control_1_protocol,ww_endog_control_1,ww_endog_control_1_units,ww_endog_control_2_units,ww_flow,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_site,ww_sample_type,ww_surv_jurisdiction,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_extract,ww_surv_target_1_extract_unit,ww_surv_target_1_gene,ww_surv_target_1_known_present,ww_surv_target_1_protocol,ww_surv_target_1,ww_surv_target_2_conc_unit,ww_surv_target_2_extract_unit,collected_by,sequenced_by,ww_pre_treatment,ww_temperature,ww_sample_salinity,ww_endog_control_2_conc,ww_endog_control_2_protocol,ww_endog_control_2,ww_ph,lat_lon,secondary_sample_name,samp_rep_tech,collected_by (run),collection_date (run),filename2,Filename,geo_loc_name (run),isolation_source (run),organism (run),purpose_of_ww_sampling (run),purpose_of_ww_sequencing (run),sample_ID (run),Sample_id,sequenced_by[1] (run),sequenced_by[1],sequenced_by[2] (run),sequenced_by[2],ww_endog_control_1_conc (run),ww_endog_control_1_protocol (run),ww_endog_control_1 (run),ww_endog_control_1_units (run),ww_endog_control_2_units (run),ww_flow (run),ww_population (run),ww_sample_duration (run),ww_sample_matrix (run),ww_sample_site (run),ww_sample_type (run),ww_surv_jurisdiction (run),ww_surv_target_1_conc (run),ww_surv_target_1_conc_unit (run),ww_surv_target_1_extract (run),ww_surv_target_1_extract_unit (run),ww_surv_target_1_gene (run),ww_surv_target_1_known_present (run),ww_surv_target_1_protocol (run),ww_surv_target_1 (run),ww_surv_target_2_conc_unit (run),ww_surv_target_2_extract_unit (run),filename3,filename4,ww_temperature (run),ww_sample_salinity (run),ww_ph (run)
SRR24706753,RNA-Seq,302,8571627042,PRJNA946141,SAMN35330837,Metagenome or environmental,2825500049,UNIVERSITY OF MIAMI,2021-04-20,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX20485472,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,WC0Dc-210420-14_B05,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:03:00Z,1,SL505986,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,WC0Dc-210420-14_B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706754,RNA-Seq,302,14335551628,PRJNA946141,SAMN35330899,Metagenome or environmental,4730117651,UNIVERSITY OF MIAMI,missing,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX20485471,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,A1600-10-14_B05,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:07:00Z,1,SL506048,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,A1600-10-14_B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706755,RNA-Seq,302,9223790002,PRJNA946141,SAMN35330901,Metagenome or environmental,3069257549,UNIVERSITY OF MIAMI,missing,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX20485474,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,A1900-13-14_B05,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:12:00Z,1,SL506050,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,A1900-13-14_B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706756,RNA-Seq,302,9778922174,PRJNA946141,SAMN35330898,Metagenome or environmental,3223340639,UNIVERSITY OF MIAMI,missing,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX20485470,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,A1500-9-14_B05,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:06:00Z,1,SL506047,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,A1500-9-14_B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706757,RNA-Seq,302,9664647488,PRJNA946141,SAMN35330897,Metagenome or environmental,3193462090,UNIVERSITY OF MIAMI,missing,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX20485469,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,A1400-8-14_B05,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:10:00Z,1,SL506046,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,A1400-8-14_B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706758,RNA-Seq,302,12186864512,PRJNA946141,SAMN35330896,Metagenome or environmental,4014994097,UNIVERSITY OF MIAMI,missing,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX20485468,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,A1300-7-14_B05,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:12:00Z,1,SL506045,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,A1300-7-14_B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706759,RNA-Seq,302,10911065814,PRJNA946141,SAMN35330895,Metagenome or environmental,3593778767,UNIVERSITY OF MIAMI,missing,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX20485467,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,A1200-6-14_B05,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:13:00Z,1,SL506044,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,A1200-6-14_B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706760,RNA-Seq,302,7848623640,PRJNA946141,SAMN35330893,Metagenome or environmental,2589699032,UNIVERSITY OF MIAMI,missing,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX20485465,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,A1000-4-14_B05,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:24:00Z,1,SL506042,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,A1000-4-14_B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706761,RNA-Seq,302,9804923166,PRJNA946141,SAMN35330892,Metagenome or environmental,3229966134,UNIVERSITY OF MIAMI,missing,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX20485464,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,A0900-3-14_B05,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:23:00Z,1,SL506041,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,A0900-3-14_B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706762,RNA-Seq,302,8997047798,PRJNA946141,SAMN35330891,Metagenome or environmental,2961092546,UNIVERSITY OF MIAMI,missing,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX20485463,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,A0800-2-14_B05,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:13:00Z,1,SL506040,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,A0800-2-14_B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706763,RNA-Seq,302,22944661098,PRJNA946141,SAMN35330894,Metagenome or environmental,7530446511,UNIVERSITY OF MIAMI,missing,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX20485466,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,A1100-5-14_B05,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:49:00Z,1,SL506043,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,A1100-5-14_B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706764,RNA-Seq,302,9912971216,PRJNA946141,SAMN35330890,Metagenome or environmental,3266211044,UNIVERSITY OF MIAMI,missing,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX20485462,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,A0700-1-14_B05,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:09:00Z,1,SL506039,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,A0700-1-14_B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706765,RNA-Seq,302,7904879898,PRJNA946141,SAMN35330836,Metagenome or environmental,2600943337,UNIVERSITY OF MIAMI,2021-04-20,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX20485461,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,WG0P-210420-14_B05,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:07:00Z,1,SL505985,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,WG0P-210420-14_B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706766,RNA-Seq,302,9886985022,PRJNA946141,SAMN35330889,Metagenome or environmental,3259205566,UNIVERSITY OF MIAMI,missing,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX20485460,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,Positive-Control_Extraction_Batch05,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:10:00Z,1,SL506038,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,Positive-Control_Extraction_Batch05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706767,RNA-Seq,302,8960067596,PRJNA946141,SAMN35330888,Metagenome or environmental,2968801084,UNIVERSITY OF MIAMI,2021-05-18,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX20485459,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,WC0Dg-210518-14_B05,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:10:00Z,1,SL506037,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,WC0Dg-210518-14_B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706768,RNA-Seq,302,11605235162,PRJNA946141,SAMN35330887,Metagenome or environmental,3831341889,UNIVERSITY OF MIAMI,2021-05-18,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX20485458,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,WC0Dc-210518-14_B05,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:20:00Z,1,SL506036,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,WC0Dc-210518-14_B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706769,RNA-Seq,302,7138785928,PRJNA946141,SAMN35330886,Metagenome or environmental,2362617647,UNIVERSITY OF MIAMI,2021-05-18,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX20485457,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,WG0P-210518-14_B05,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:08:00Z,1,SL506035,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,WG0P-210518-14_B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706770,RNA-Seq,302,8943879188,PRJNA946141,SAMN35330885,Metagenome or environmental,2962093356,UNIVERSITY OF MIAMI,2021-05-18,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX20485456,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,WG0L-210518-14_B05,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:13:00Z,1,SL506034,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,WG0L-210518-14_B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706771,RNA-Seq,302,8155252998,PRJNA946141,SAMN35330884,Metagenome or environmental,2692734424,UNIVERSITY OF MIAMI,2021-05-11,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX20485455,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,WM06-210511-14_B05,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:19:00Z,1,SL506033,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,WM06-210511-14_B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706772,RNA-Seq,302,7821510382,PRJNA946141,SAMN35330883,Metagenome or environmental,2580988450,UNIVERSITY OF MIAMI,2021-05-11,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX20485454,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,WC0Dg-210511-14_B05,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:16:00Z,1,SL506032,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,WC0Dg-210511-14_B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706773,RNA-Seq,302,7648261740,PRJNA946141,SAMN35331158,Metagenome or environmental,2509657448,UNIVERSITY OF MIAMI,2021-04-06,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX20485453,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,WG02g-210406-14_B04,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:02:00Z,1,SL506414,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,WG02g-210406-14_B04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706774,RNA-Seq,302,18601934016,PRJNA946141,SAMN35331157,Metagenome or environmental,6080697226,UNIVERSITY OF MIAMI,2021-04-06,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX20485452,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,WG01-210406-14_B04,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:30:00Z,1,SL506413,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,WG01-210406-14_B04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706775,RNA-Seq,302,8870142264,PRJNA946141,SAMN35330863,Metagenome or environmental,2927053646,UNIVERSITY OF MIAMI,2021-05-04,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX20485451,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,WG0Hp-210504-14_B05,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:10:00Z,1,SL506012,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,WG0Hp-210504-14_B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706776,RNA-Seq,302,8762152500,PRJNA946141,SAMN35331156,Metagenome or environmental,2877224103,UNIVERSITY OF MIAMI,2021-03-30,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX20485450,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,WC0Dg-210330-14_B04,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:08:00Z,1,SL506412,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,WC0Dg-210330-14_B04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706777,RNA-Seq,302,7116267902,PRJNA946141,SAMN35331155,Metagenome or environmental,2347999197,UNIVERSITY OF MIAMI,2021-03-30,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX20485449,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,WC0Dc-210330-14_B04,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:10:00Z,1,SL506411,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,WC0Dc-210330-14_B04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706778,RNA-Seq,302,8094639484,PRJNA946141,SAMN35331154,Metagenome or environmental,2665668220,UNIVERSITY OF MIAMI,2021-03-30,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX20485448,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,WG0P-210330-14_B04,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:12:00Z,1,SL506410,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,WG0P-210330-14_B04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706779,RNA-Seq,302,10023260710,PRJNA946141,SAMN35331153,Metagenome or environmental,3301035902,UNIVERSITY OF MIAMI,2021-03-30,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX20485447,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,WG0L-210330-14_B04,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:18:00Z,1,SL506409,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,WG0L-210330-14_B04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706780,RNA-Seq,302,7277508722,PRJNA946141,SAMN35331152,Metagenome or environmental,2397010144,UNIVERSITY OF MIAMI,2021-03-30,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX20485446,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,WG0N-210330-14_B04,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:05:00Z,1,SL506408,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,WG0N-210330-14_B04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706781,RNA-Seq,302,5109981638,PRJNA946141,SAMN35331151,Metagenome or environmental,1690483896,UNIVERSITY OF MIAMI,2021-03-30,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX20485445,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,WG0Hp-210330-14_B04,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:06:00Z,1,SL506407,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,WG0Hp-210330-14_B04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706782,RNA-Seq,302,8596839814,PRJNA946141,SAMN35331150,Metagenome or environmental,2842789400,UNIVERSITY OF MIAMI,2021-03-30,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX20485444,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,WG0Hm-210330-14_B04,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:10:00Z,1,SL506406,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,WG0Hm-210330-14_B04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706783,RNA-Seq,302,8363858290,PRJNA946141,SAMN35331149,Metagenome or environmental,2738009434,UNIVERSITY OF MIAMI,2021-03-30,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX20485443,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,WG0W-210330-14_B04,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:03:00Z,1,SL506405,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,WG0W-210330-14_B04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706784,RNA-Seq,302,9304171530,PRJNA946141,SAMN35331148,Metagenome or environmental,3082325603,UNIVERSITY OF MIAMI,2021-03-30,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX20485442,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,WG0A-210330-14_B04,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:39:00Z,1,SL506404,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,WG0A-210330-14_B04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706785,RNA-Seq,302,10517811380,PRJNA946141,SAMN35331147,Metagenome or environmental,3461749164,UNIVERSITY OF MIAMI,2021-03-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX20485441,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,WG0R-210330-14_B04,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:14:00Z,1,SL506403,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,WG0R-210330-14_B04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24706786,RNA-Seq,302,6922717612,PRJNA946141,SAMN35330862,Metagenome or environmental,2287421297,UNIVERSITY OF MIAMI,2021-05-04,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX20485440,USA,North America,USA: Miami Dade County,Illumina NovaSeq 6000,wastewater,WG0Hm-210504-14_B05,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2023-10-23T00:00:00Z,2023-05-23T16:05:00Z,1,SL506011,SRP427995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7174 N 80.2781 W,WG0Hm-210504-14_B05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
