Run,Assay Type,BioProject,BioSample,Center Name,collection_date,Consent,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),INSDC_center_name,INSDC_status,Instrument,isolation_source,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,scientific_name,SRA Study,Submitter_Id,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,create_date,version
ERR13743843,OTHER,PRJEB76651,SAMEA115752462,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-12-19,public,2025-01-14,2025-01-14,2025-01-14,ERX12663422,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752462,Waste016.2022-12-19_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-12-19_Bergen,,,,,,,,
ERR13743844,OTHER,PRJEB76651,SAMEA115752463,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-12-19,public,2025-01-14,2025-01-14,2025-01-14,ERX12663423,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752463,Waste016.2022-12-19_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-12-19_Oslo,,,,,,,,
ERR13743845,OTHER,PRJEB76651,SAMEA115752464,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-12-19,public,2025-01-14,2025-01-14,2025-01-14,ERX12663424,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752464,Waste016.2022-12-19_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-12-19_Trondheim,,,,,,,,
ERR13743846,OTHER,PRJEB76651,SAMEA115752465,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-12-19,public,2025-01-14,2025-01-14,2025-01-14,ERX12663425,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752465,Waste016.2022-12-19_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-12-19_Ullensaker,,,,,,,,
ERR13743847,OTHER,PRJEB76651,SAMEA115752466,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-12-26,public,2025-01-14,2025-01-14,2025-01-14,ERX12663426,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752466,Waste016.2022-12-26_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-12-26_Bergen,,,,,,,,
ERR13743848,OTHER,PRJEB76651,SAMEA115752467,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-12-26,public,2025-01-14,2025-01-14,2025-01-14,ERX12663427,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752467,Waste016.2022-12-26_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-12-26_Oslo,,,,,,,,
ERR13743849,OTHER,PRJEB76651,SAMEA115752468,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-12-26,public,2025-01-14,2025-01-14,2025-01-14,ERX12663428,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752468,Waste016.2022-12-26_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-12-26_Trondheim,,,,,,,,
ERR13743850,OTHER,PRJEB76651,SAMEA115752469,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-12-26,public,2025-01-14,2025-01-14,2025-01-14,ERX12663429,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752469,Waste016.2022-12-26_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste016.2022-12-26_Ullensaker,,,,,,,,
ERR13743851,OTHER,PRJEB76651,SAMEA115752470,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-01-03,public,2025-01-14,2025-01-14,2025-01-14,ERX12663430,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752470,Waste017.2022-01-03_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste017.2022-01-03_Bergen,,,,,,,,
ERR13743852,OTHER,PRJEB76651,SAMEA115752471,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-01-03,public,2025-01-14,2025-01-14,2025-01-14,ERX12663431,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752471,Waste017.2022-01-03_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste017.2022-01-03_Oslo,,,,,,,,
ERR13743853,OTHER,PRJEB76651,SAMEA115752472,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-01-03,public,2025-01-14,2025-01-14,2025-01-14,ERX12663432,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752472,Waste017.2022-01-03_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste017.2022-01-03_Trondheim,,,,,,,,
ERR13743854,OTHER,PRJEB76651,SAMEA115752473,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-01-03,public,2025-01-14,2025-01-14,2025-01-14,ERX12663433,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752473,Waste017.2022-01-03_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste017.2022-01-03_Ullensaker,,,,,,,,
ERR13743855,OTHER,PRJEB76651,SAMEA115752474,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-01-10,public,2025-01-14,2025-01-14,2025-01-14,ERX12663434,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752474,Waste017.2022-01-10_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste017.2022-01-10_Bergen,,,,,,,,
ERR13743856,OTHER,PRJEB76651,SAMEA115752475,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-01-10,public,2025-01-14,2025-01-14,2025-01-14,ERX12663435,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752475,Waste017.2022-01-10_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste017.2022-01-10_Oslo,,,,,,,,
ERR13743857,OTHER,PRJEB76651,SAMEA115752476,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-01-10,public,2025-01-14,2025-01-14,2025-01-14,ERX12663436,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752476,Waste017.2022-01-10_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste017.2022-01-10_Trondheim,,,,,,,,
ERR13743858,OTHER,PRJEB76651,SAMEA115752477,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-01-10,public,2025-01-14,2025-01-14,2025-01-14,ERX12663437,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752477,Waste017.2022-01-10_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste017.2022-01-10_Ullensaker,,,,,,,,
ERR13743859,OTHER,PRJEB76651,SAMEA115752478,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-07-25,public,2025-01-14,2025-01-14,2025-01-14,ERX12663438,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752478,Waste017.2022-07-25_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste017.2022-07-25_Oslo,,,,,,,,
ERR13743860,OTHER,PRJEB76651,SAMEA115752479,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-08-01,public,2025-01-14,2025-01-14,2025-01-14,ERX12663439,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752479,Waste017.2022-08-01_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste017.2022-08-01_Bergen,,,,,,,,
ERR13743861,OTHER,PRJEB76651,SAMEA115752480,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-08-01,public,2025-01-14,2025-01-14,2025-01-14,ERX12663440,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752480,Waste017.2022-08-01_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste017.2022-08-01_Oslo,,,,,,,,
ERR13743862,OTHER,PRJEB76651,SAMEA115752481,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-08-01,public,2025-01-14,2025-01-14,2025-01-14,ERX12663441,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752481,Waste017.2022-08-01_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste017.2022-08-01_Trondheim,,,,,,,,
ERR13743863,OTHER,PRJEB76651,SAMEA115752482,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-08-01,public,2025-01-14,2025-01-14,2025-01-14,ERX12663442,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752482,Waste017.2022-08-01_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste017.2022-08-01_Ullensaker,,,,,,,,
ERR13743864,OTHER,PRJEB76651,SAMEA115752483,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-09-12,public,2025-01-14,2025-01-14,2025-01-14,ERX12663443,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752483,Waste018.2022-09-12_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste018.2022-09-12_Trondheim,,,,,,,,
ERR13743865,OTHER,PRJEB76651,SAMEA115752485,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-10-03,public,2025-01-14,2025-01-14,2025-01-14,ERX12663445,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752485,Waste018.2022-10-03_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste018.2022-10-03_Oslo,,,,,,,,
ERR13743866,OTHER,PRJEB76651,SAMEA115752486,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-10-03,public,2025-01-14,2025-01-14,2025-01-14,ERX12663446,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752486,Waste018.2022-10-03_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste018.2022-10-03_Ullensaker,,,,,,,,
ERR13743867,OTHER,PRJEB76651,SAMEA115752487,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-10-24,public,2025-01-14,2025-01-14,2025-01-14,ERX12663447,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752487,Waste018.2022-10-24_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste018.2022-10-24_Bergen,,,,,,,,
ERR13743868,OTHER,PRJEB76651,SAMEA115752488,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-10-24,public,2025-01-14,2025-01-14,2025-01-14,ERX12663448,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752488,Waste018.2022-10-24_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste018.2022-10-24_Oslo,,,,,,,,
ERR13743869,OTHER,PRJEB76651,SAMEA115752490,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-10-24,public,2025-01-14,2025-01-14,2025-01-14,ERX12663450,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752490,Waste018.2022-10-24_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste018.2022-10-24_Trondheim,,,,,,,,
ERR13743870,OTHER,PRJEB76651,SAMEA115752491,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-10-31,public,2025-01-14,2025-01-14,2025-01-14,ERX12663451,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752491,Waste018.2022-10-31_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste018.2022-10-31_Bergen,,,,,,,,
ERR13743871,OTHER,PRJEB76651,SAMEA115752492,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-10-31,public,2025-01-14,2025-01-14,2025-01-14,ERX12663452,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752492,Waste018.2022-10-31_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste018.2022-10-31_Oslo,,,,,,,,
ERR13743872,OTHER,PRJEB76651,SAMEA115752494,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-10-31,public,2025-01-14,2025-01-14,2025-01-14,ERX12663454,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752494,Waste018.2022-10-31_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste018.2022-10-31_Trondheim,,,,,,,,
ERR13743873,OTHER,PRJEB76651,SAMEA115752495,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2022-10-31,public,2025-01-14,2025-01-14,2025-01-14,ERX12663455,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752495,Waste018.2022-10-31_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste018.2022-10-31_Ullensaker,,,,,,,,
ERR13743874,OTHER,PRJEB76651,SAMEA115752496,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-01-16,public,2025-01-14,2025-01-14,2025-01-14,ERX12663456,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752496,Waste018.2023-01-16_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste018.2023-01-16_Bergen,,,,,,,,
ERR13743875,OTHER,PRJEB76651,SAMEA115752497,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-01-16,public,2025-01-14,2025-01-14,2025-01-14,ERX12663457,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752497,Waste018.2023-01-16_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste018.2023-01-16_Oslo,,,,,,,,
ERR13743876,OTHER,PRJEB76651,SAMEA115752498,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-01-16,public,2025-01-14,2025-01-14,2025-01-14,ERX12663458,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752498,Waste018.2023-01-16_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste018.2023-01-16_Trondheim,,,,,,,,
ERR13743877,OTHER,PRJEB76651,SAMEA115752499,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-01-16,public,2025-01-14,2025-01-14,2025-01-14,ERX12663459,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752499,Waste018.2023-01-16_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste018.2023-01-16_Ullensaker,,,,,,,,
ERR13743878,OTHER,PRJEB76651,SAMEA115752500,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-01-23,public,2025-01-14,2025-01-14,2025-01-14,ERX12663460,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752500,Waste018.2023-01-23_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste018.2023-01-23_Bergen,,,,,,,,
ERR13743879,OTHER,PRJEB76651,SAMEA115752501,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-01-23,public,2025-01-14,2025-01-14,2025-01-14,ERX12663461,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752501,Waste018.2023-01-23_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste018.2023-01-23_Oslo,,,,,,,,
ERR13743880,OTHER,PRJEB76651,SAMEA115752502,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-01-23,public,2025-01-14,2025-01-14,2025-01-14,ERX12663462,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752502,Waste018.2023-01-23_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste018.2023-01-23_Trondheim,,,,,,,,
ERR13743881,OTHER,PRJEB76651,SAMEA115752503,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-01-23,public,2025-01-14,2025-01-14,2025-01-14,ERX12663463,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752503,Waste018.2023-01-23_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste018.2023-01-23_Ullensaker,,,,,,,,
ERR13743882,OTHER,PRJEB76651,SAMEA115752504,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-01-30,public,2025-01-14,2025-01-14,2025-01-14,ERX12663464,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752504,Waste019.2023-01-30_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste019.2023-01-30_Bergen,,,,,,,,
ERR13743883,OTHER,PRJEB76651,SAMEA115752505,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-01-30,public,2025-01-14,2025-01-14,2025-01-14,ERX12663465,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752505,Waste019.2023-01-30_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste019.2023-01-30_Oslo,,,,,,,,
ERR13743884,OTHER,PRJEB76651,SAMEA115752506,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-01-30,public,2025-01-14,2025-01-14,2025-01-14,ERX12663466,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752506,Waste019.2023-01-30_Ullensaker,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste019.2023-01-30_Ullensaker,,,,,,,,
ERR13743885,OTHER,PRJEB76651,SAMEA115752507,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-02-06,public,2025-01-14,2025-01-14,2025-01-14,ERX12663467,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752507,Waste019.2023-02-06_Bergen,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste019.2023-02-06_Bergen,,,,,,,,
ERR13743886,OTHER,PRJEB76651,SAMEA115752508,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-02-06,public,2025-01-14,2025-01-14,2025-01-14,ERX12663468,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-15T00:00:00Z,SAMEA115752508,Waste019.2023-02-06_Oslo,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste019.2023-02-06_Oslo,,,,,,,,
ERR13743887,OTHER,PRJEB76651,SAMEA115752509,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,2023-02-06,public,2025-01-14,2025-01-14,2025-01-14,ERX12663469,Norway,Europe,Norway,NORWEGIAN INSTITUTE OF PUBLIC HEALTH,public,GridION,METAGENOMIC,SINGLE,RANDOM,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2025-01-14T00:00:00Z,SAMEA115752509,Waste019.2023-02-06_Trondheim,Severe acute respiratory syndrome coronavirus 2,ERP161157,Waste019.2023-02-06_Trondheim,,,,,,,,
