Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,purpose_of_ww_sampling,purpose_of_ww_sequencing,ReleaseDate,create_date,version,Sample Name,sequenced_by,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_jurisdiction,ww_surv_target_1_known_present,ww_surv_target_1
SRR25210084,AMPLICON,272,9808657,PRJNA992940,SAMN36377428,SARS-CoV-2: wastewater surveillance,2914481,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-24,public,"fastq,sra,run.zq,activ_sars2_vcf","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX20956805,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Fernleigh Street Pump Station - North Geelong,35149,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,35149,WEHI,SRP448241,NA,48,raw wastewater,composite,BWSP030,yes,SARS-CoV-2
SRR25210085,AMPLICON,272,8064987,PRJNA992940,SAMN36377427,SARS-CoV-2: wastewater surveillance,2423660,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-24,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX20956804,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Belmont Pump Station - South West Geelong,35145,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,35145,WEHI,SRP448241,NA,48,raw wastewater,composite,BWSP006,yes,SARS-CoV-2
SRR25210086,AMPLICON,272,8460123,PRJNA992940,SAMN36377426,SARS-CoV-2: wastewater surveillance,2698148,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-24,public,"sra,fastq,activ_sars2_vcf,run.zq","gs,ncbi,s3","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX20956803,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Kororoit Creek Main - Deer Park,35111,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,35111,WEHI,SRP448241,NA,24,raw wastewater,composite,KOR91,yes,SARS-CoV-2
SRR25210087,AMPLICON,272,19872479,PRJNA992940,SAMN36377425,SARS-CoV-2: wastewater surveillance,6433169,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-24,public,"run.zq,sra,fastq,activ_sars2_vcf","gs,ncbi,s3","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX20956802,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Maribyrnong River Main - Essendon West,35107,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,35107,WEHI,SRP448241,NA,24,raw wastewater,composite,MRM034,yes,SARS-CoV-2
SRR25210088,AMPLICON,272,21411357,PRJNA992940,SAMN36377424,SARS-CoV-2: wastewater surveillance,6822137,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-24,public,"sra,activ_sars2_vcf,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX20956801,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Darebin Creek Main Relieving - Ivanhoe,35095,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,35095,WEHI,SRP448241,NA,24,raw wastewater,composite,DCR020,yes,SARS-CoV-2
SRR25210089,AMPLICON,272,16524514,PRJNA992940,SAMN36377423,SARS-CoV-2: wastewater surveillance,5553077,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-24,public,"run.zq,sra,fastq,activ_sars2_vcf","s3,ncbi,gs","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX20956800,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Lower Plenty Main - Lower Plenty,35093,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,35093,WEHI,SRP448241,NA,24,raw wastewater,composite,LPM018,yes,SARS-CoV-2
SRR25210090,AMPLICON,272,10660028,PRJNA992940,SAMN36377422,SARS-CoV-2: wastewater surveillance,3531293,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-24,public,"sra,activ_sars2_vcf,fastq,run.zq","gs,ncbi,s3","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX20956799,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Yarra East Main - Templestowe,35091,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,35091,WEHI,SRP448241,NA,24,raw wastewater,composite,YEM048,yes,SARS-CoV-2
SRR25210091,AMPLICON,272,21402302,PRJNA992940,SAMN36377421,SARS-CoV-2: wastewater surveillance,6665155,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-24,public,"fastq,run.zq,sra,activ_sars2_vcf","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX20956798,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Koonung Creek - Vermont,35089,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,35089,WEHI,SRP448241,NA,24,raw wastewater,composite,KNC8,yes,SARS-CoV-2
SRR25210092,AMPLICON,272,17556194,PRJNA992940,SAMN36377420,SARS-CoV-2: wastewater surveillance,5183856,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-24,public,"run.zq,fastq,sra,activ_sars2_vcf","s3,ncbi,gs","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX20956797,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Ringwood South Branch - Heathmont,35087,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,35087,WEHI,SRP448241,NA,24,raw wastewater,composite,RIS012,yes,SARS-CoV-2
SRR25210093,AMPLICON,272,21859362,PRJNA992940,SAMN36377366,SARS-CoV-2: wastewater surveillance,6369215,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-18,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX20956796,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Hamilton,34475,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,34475,WEHI,SRP448241,NA,72,raw wastewater,composite,HAM_WRP_INF,yes,SARS-CoV-2
SRR25210094,AMPLICON,271,1145201,PRJNA992940,SAMN36377419,SARS-CoV-2: wastewater surveillance,448228,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-24,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX20956795,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Blind Creek Main - Wantirna South,35085,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,35085,WEHI,SRP448241,NA,24,raw wastewater,composite,BCM1,yes,SARS-CoV-2
SRR25210095,AMPLICON,272,20376556,PRJNA992940,SAMN36377418,SARS-CoV-2: wastewater surveillance,6351357,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-23,public,"activ_sars2_vcf,sra,run.zq,fastq","s3,ncbi,gs","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX20956794,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Swan Hill,35073,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,35073,WEHI,SRP448241,NA,24,raw wastewater,composite,ISSPSH01,yes,SARS-CoV-2
SRR25210096,AMPLICON,272,18506653,PRJNA992940,SAMN36377417,SARS-CoV-2: wastewater surveillance,5212633,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-23,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX20956793,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Koorlong,35069,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,35069,WEHI,SRP448241,NA,24,raw wastewater,composite,ISSPKO01,yes,SARS-CoV-2
SRR25210097,AMPLICON,270,17563769,PRJNA992940,SAMN36377416,SARS-CoV-2: wastewater surveillance,4858637,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-23,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX20956792,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Horsham,35067,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:11:00Z,1,35067,WEHI,SRP448241,NA,24,raw wastewater,composite,SOHOR001,yes,SARS-CoV-2
SRR25210098,AMPLICON,272,17150734,PRJNA992940,SAMN36377415,SARS-CoV-2: wastewater surveillance,5388903,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-24,public,"fastq,activ_sars2_vcf,sra,run.zq","s3,ncbi,gs","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX20956791,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Gardiners Creek Main Relieving - Ashwood,35055,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,35055,WEHI,SRP448241,NA,24,raw wastewater,composite,GCR061,yes,SARS-CoV-2
SRR25210099,AMPLICON,272,15737586,PRJNA992940,SAMN36377414,SARS-CoV-2: wastewater surveillance,4968013,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-24,public,"sra,run.zq,fastq,activ_sars2_vcf","gs,s3,ncbi","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX20956790,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Malvern East,35053,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,35053,WEHI,SRP448241,NA,24,raw wastewater,composite,SCR2,yes,SARS-CoV-2
SRR25210100,AMPLICON,272,16716922,PRJNA992940,SAMN36377413,SARS-CoV-2: wastewater surveillance,5341300,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-24,public,"run.zq,sra,activ_sars2_vcf,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX20956789,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Caulfield Intercepting - Murumbeena,35051,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,35051,WEHI,SRP448241,NA,24,raw wastewater,composite,CIS002,yes,SARS-CoV-2
SRR25210101,AMPLICON,272,16816342,PRJNA992940,SAMN36377412,SARS-CoV-2: wastewater surveillance,4987583,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-24,public,"run.zq,sra,activ_sars2_vcf,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX20956788,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Richmond Main - South Yarra,35049,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,35049,WEHI,SRP448241,NA,24,raw wastewater,composite,RMD001A,yes,SARS-CoV-2
SRR25210102,AMPLICON,272,16585015,PRJNA992940,SAMN36377411,SARS-CoV-2: wastewater surveillance,4998502,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-24,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX20956787,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Epsom Road Main - Kensington,35047,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,35047,WEHI,SRP448241,NA,24,raw wastewater,composite,EPS005,yes,SARS-CoV-2
SRR25210103,AMPLICON,271,743052,PRJNA992940,SAMN36377410,SARS-CoV-2: wastewater surveillance,300332,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-24,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX20956786,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Melbourne Main - Port Melbourne,35045,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,35045,WEHI,SRP448241,NA,24,raw wastewater,composite,MMS001,yes,SARS-CoV-2
SRR25210104,AMPLICON,272,19419429,PRJNA992940,SAMN36377365,SARS-CoV-2: wastewater surveillance,6361455,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-18,public,"fastq,activ_sars2_vcf,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX20956785,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Pakenham STP Upstream Manhole,34465,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,34465,WEHI,SRP448241,NA,24,raw wastewater,composite,SEPKNH2407,yes,SARS-CoV-2
SRR25210105,AMPLICON,272,81487559,PRJNA992940,SAMN36377691,SARS-CoV-2: wastewater surveillance,25264964,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-15,public,"sra,activ_sars2_vcf,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX20956784,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Steele Creek Branch - Essendon West,37759,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:11:00Z,1,37759,WEHI,SRP448241,NA,24,raw wastewater,composite,STL1,yes,SARS-CoV-2
SRR25210106,AMPLICON,272,95917012,PRJNA992940,SAMN36377690,SARS-CoV-2: wastewater surveillance,33023684,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-15,public,"sra,activ_sars2_vcf,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX20956783,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Steele Creek Branch - Tullamarine,37755,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:11:00Z,1,37755,WEHI,SRP448241,NA,24,raw wastewater,composite,STL82,yes,SARS-CoV-2
SRR25210107,AMPLICON,272,18697887,PRJNA992940,SAMN36377393,SARS-CoV-2: wastewater surveillance,6105453,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-23,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX20956782,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Melton,34845,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,34845,WEHI,SRP448241,NA,24,raw wastewater,composite,MELTWWINF,yes,SARS-CoV-2
SRR25210108,AMPLICON,273,197652,PRJNA992940,SAMN36377689,SARS-CoV-2: wastewater surveillance,135590,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-15,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX20956781,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Darebin Creek Main Relieving - Ivanhoe,37751,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,37751,WEHI,SRP448241,NA,24,raw wastewater,composite,DCR020,yes,SARS-CoV-2
SRR25210109,AMPLICON,272,61922631,PRJNA992940,SAMN36377688,SARS-CoV-2: wastewater surveillance,19677076,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-15,public,"run.zq,sra,activ_sars2_vcf,fastq","s3,gs,ncbi","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX20956780,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Lower Plenty Main - Lower Plenty,37745,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:11:00Z,1,37745,WEHI,SRP448241,NA,24,raw wastewater,composite,LPM018,yes,SARS-CoV-2
SRR25210110,AMPLICON,272,84703894,PRJNA992940,SAMN36377687,SARS-CoV-2: wastewater surveillance,26577440,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-15,public,"sra,fastq,run.zq,activ_sars2_vcf","s3,gs,ncbi","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX20956779,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Koonung Creek - Vermont,37741,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:11:00Z,1,37741,WEHI,SRP448241,NA,24,raw wastewater,composite,KNC8,yes,SARS-CoV-2
SRR25210111,AMPLICON,272,362087,PRJNA992940,SAMN36377686,SARS-CoV-2: wastewater surveillance,191232,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-15,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX20956778,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Ringwood South Branch - Heathmont,37739,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,37739,WEHI,SRP448241,NA,24,raw wastewater,composite,RIS012,yes,SARS-CoV-2
SRR25210112,AMPLICON,272,8137464,PRJNA992940,SAMN36377685,SARS-CoV-2: wastewater surveillance,2831622,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-15,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX20956777,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Blind Creek Main - Wantirna South,37737,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,37737,WEHI,SRP448241,NA,24,raw wastewater,composite,BCM1,yes,SARS-CoV-2
SRR25210113,AMPLICON,271,75220278,PRJNA992940,SAMN36377684,SARS-CoV-2: wastewater surveillance,21553288,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-14,public,"run.zq,activ_sars2_vcf,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX20956776,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Robinvale,37729,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:11:00Z,1,37729,WEHI,SRP448241,NA,24,raw wastewater,composite,ROBPS06,yes,SARS-CoV-2
SRR25210114,AMPLICON,272,230681,PRJNA992940,SAMN36377683,SARS-CoV-2: wastewater surveillance,148329,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-14,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX20956775,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Horsham,37727,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,37727,WEHI,SRP448241,NA,24,raw wastewater,composite,SOHOR001,yes,SARS-CoV-2
SRR25210115,AMPLICON,271,49589693,PRJNA992940,SAMN36377682,SARS-CoV-2: wastewater surveillance,13983623,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-15,public,"fastq,sra,run.zq,activ_sars2_vcf","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX20956774,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Malvern East,37717,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:11:00Z,1,37717,WEHI,SRP448241,NA,24,raw wastewater,composite,SCR2,yes,SARS-CoV-2
SRR25210116,AMPLICON,271,73855482,PRJNA992940,SAMN36377681,SARS-CoV-2: wastewater surveillance,21179177,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-15,public,"sra,fastq,run.zq,activ_sars2_vcf","ncbi,gs,s3","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX20956773,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Gardiners Creek Main Relieving - Ashwood,37715,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:11:00Z,1,37715,WEHI,SRP448241,NA,24,raw wastewater,composite,GCR061,yes,SARS-CoV-2
SRR25210117,AMPLICON,271,59078300,PRJNA992940,SAMN36377680,SARS-CoV-2: wastewater surveillance,17257729,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-15,public,"fastq,activ_sars2_vcf,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX20956772,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,South Yarra Main - South Melbourne,37711,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:11:00Z,1,37711,WEHI,SRP448241,NA,24,raw wastewater,composite,SYM13,yes,SARS-CoV-2
SRR25210118,AMPLICON,271,135195,PRJNA992940,SAMN36377392,SARS-CoV-2: wastewater surveillance,107884,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-11-23,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX20956771,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Gisborne,34843,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,34843,WEHI,SRP448241,NA,96,raw wastewater,composite,GISBWWINF,yes,SARS-CoV-2
SRR25210119,AMPLICON,272,64422680,PRJNA992940,SAMN36377679,SARS-CoV-2: wastewater surveillance,18726679,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-15,public,"fastq,activ_sars2_vcf,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",SRX20956770,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Epsom Road Main - Kensington,37709,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:11:00Z,1,37709,WEHI,SRP448241,NA,24,raw wastewater,composite,EPS005,yes,SARS-CoV-2
SRR25210120,AMPLICON,271,27017610,PRJNA992940,SAMN36377678,SARS-CoV-2: wastewater surveillance,8142766,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-15,public,"activ_sars2_vcf,run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX20956769,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Melbourne Main - Port Melbourne,37707,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:11:00Z,1,37707,WEHI,SRP448241,NA,24,raw wastewater,composite,MMS001,yes,SARS-CoV-2
SRR25210121,AMPLICON,271,46768246,PRJNA992940,SAMN36377677,SARS-CoV-2: wastewater surveillance,13574008,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-15,public,"run.zq,fastq,activ_sars2_vcf,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,gs.US,ncbi.public",SRX20956768,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Hobsons Bay Main - Albert Park,37705,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:10:00Z,1,37705,WEHI,SRP448241,NA,24,raw wastewater,composite,HBM021,yes,SARS-CoV-2
SRR25210122,AMPLICON,272,113026171,PRJNA992940,SAMN36377676,SARS-CoV-2: wastewater surveillance,34784069,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-15,public,"sra,activ_sars2_vcf,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRX20956767,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Mentone Intercepting - Braeside,37703,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:11:00Z,1,37703,WEHI,SRP448241,NA,24,raw wastewater,composite,MIS001,yes,SARS-CoV-2
SRR25210123,AMPLICON,272,69846238,PRJNA992940,SAMN36377675,SARS-CoV-2: wastewater surveillance,17376095,WEHI (WALTER & ELIZA HALL INSTITUTE),2021-12-15,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX20956766,Australia,Oceania,Australia: Victoria,Illumina MiniSeq,Frankston Main - Carrum Downs,37701,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,public health surveillance community-level,VOC identification,2024-06-25T00:00:00Z,2023-07-09T23:11:00Z,1,37701,WEHI,SRP448241,NA,24,raw wastewater,composite,FRN19,yes,SARS-CoV-2
