Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,collection_date (run),Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,fasta_file (run),geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample (run),SAMPLE,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1
SRR18539229,AMPLICON,299,8352565,PRJNA819090,SAMN27104641,SARS-CoV-2: wastewater surveillance,966879,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-29 00:00:00+00:00,2021-01-29,public,"bam,sra","s3,gs","s3.us-east-1,gs.US",SRX14669286,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-39380,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-39380,SEARCH-39380__D102201__G16__210716_A00953_0351_BHG5KVDSX2__002,SEARCH-39380__D102201__G16__210716_A00953_0351_BHG5KVDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539230,AMPLICON,299,61345411,PRJNA819090,SAMN27104640,SARS-CoV-2: wastewater surveillance,5774582,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-29 00:00:00+00:00,2021-01-29,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX14669285,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-39377,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-39377,SEARCH-39377__D102201__D18__210716_A00953_0351_BHG5KVDSX2__002,SEARCH-39377__D102201__D18__210716_A00953_0351_BHG5KVDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539231,AMPLICON,299,13182491,PRJNA819090,SAMN27104639,SARS-CoV-2: wastewater surveillance,1327545,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-29 00:00:00+00:00,2021-01-29,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX14669284,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-39369,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-39369,SEARCH-39369__D102201__E17__210716_A00953_0351_BHG5KVDSX2__002,SEARCH-39369__D102201__E17__210716_A00953_0351_BHG5KVDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539232,AMPLICON,298,79429020,PRJNA819090,SAMN27104495,SARS-CoV-2: wastewater surveillance,7481987,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-03 00:00:00+00:00,2021-01-03,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX14669283,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-20247,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-20247,SEARCH-20247__D101805__A11__210608_A00953_0321_BH7L5LDSX2__003,SEARCH-20247__D101805__A11__210608_A00953_0321_BH7L5LDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539233,AMPLICON,300,8981782,PRJNA819090,SAMN27104638,SARS-CoV-2: wastewater surveillance,1012511,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-29 00:00:00+00:00,2021-01-29,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX14669282,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-39367,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-39367,SEARCH-39367__D102201__G15__210716_A00953_0351_BHG5KVDSX2__002,SEARCH-39367__D102201__G15__210716_A00953_0351_BHG5KVDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539234,AMPLICON,299,4445289,PRJNA819090,SAMN27104637,SARS-CoV-2: wastewater surveillance,667703,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-29 00:00:00+00:00,2021-01-29,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX14669281,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-39365,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-39365,SEARCH-39365__D102201__B16__210716_A00953_0351_BHG5KVDSX2__002,SEARCH-39365__D102201__B16__210716_A00953_0351_BHG5KVDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539235,AMPLICON,298,11742888,PRJNA819090,SAMN27104636,SARS-CoV-2: wastewater surveillance,1184207,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-29 00:00:00+00:00,2021-01-29,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX14669280,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-39361,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-39361,SEARCH-39361__D102201__A16__210716_A00953_0351_BHG5KVDSX2__002,SEARCH-39361__D102201__A16__210716_A00953_0351_BHG5KVDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539236,AMPLICON,299,2909317,PRJNA819090,SAMN27104635,SARS-CoV-2: wastewater surveillance,501683,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-28 00:00:00+00:00,2021-01-28,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX14669279,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-39337,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-39337,SEARCH-39337__D102201__G09__210716_A00953_0351_BHG5KVDSX2__002,SEARCH-39337__D102201__G09__210716_A00953_0351_BHG5KVDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539237,AMPLICON,299,6402098,PRJNA819090,SAMN27104634,SARS-CoV-2: wastewater surveillance,783707,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-28 00:00:00+00:00,2021-01-28,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX14669278,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-39331,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-39331,SEARCH-39331__D102201__E10__210716_A00953_0351_BHG5KVDSX2__002,SEARCH-39331__D102201__E10__210716_A00953_0351_BHG5KVDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539238,AMPLICON,299,14576936,PRJNA819090,SAMN27104633,SARS-CoV-2: wastewater surveillance,1667599,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-28 00:00:00+00:00,2021-01-28,public,"bam,sra","s3,gs","s3.us-east-1,gs.US",SRX14669277,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-39329,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-39329,SEARCH-39329__D102201__G08__210716_A00953_0351_BHG5KVDSX2__002,SEARCH-39329__D102201__G08__210716_A00953_0351_BHG5KVDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539239,AMPLICON,299,4120186,PRJNA819090,SAMN27104632,SARS-CoV-2: wastewater surveillance,577651,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-28 00:00:00+00:00,2021-01-28,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX14669276,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-39318,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-39318,SEARCH-39318__D102201__D11__210716_A00953_0351_BHG5KVDSX2__002,SEARCH-39318__D102201__D11__210716_A00953_0351_BHG5KVDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539240,AMPLICON,299,65480093,PRJNA819090,SAMN27104631,SARS-CoV-2: wastewater surveillance,6074075,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-28 00:00:00+00:00,2021-01-28,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX14669275,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-39316,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-39316,SEARCH-39316__D102201__A11__210716_A00953_0351_BHG5KVDSX2__002,SEARCH-39316__D102201__A11__210716_A00953_0351_BHG5KVDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539241,AMPLICON,299,6326598,PRJNA819090,SAMN27104630,SARS-CoV-2: wastewater surveillance,848072,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-27 00:00:00+00:00,2021-01-27,public,"sra,bam","s3,gs","gs.US,s3.us-east-1",SRX14669274,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-39275,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-39275,SEARCH-39275__D102201__D04__210716_A00953_0351_BHG5KVDSX2__002,SEARCH-39275__D102201__D04__210716_A00953_0351_BHG5KVDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539242,AMPLICON,298,33909919,PRJNA819090,SAMN27104629,SARS-CoV-2: wastewater surveillance,3294298,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-26 00:00:00+00:00,2021-01-26,public,"bam,sra","s3,gs","s3.us-east-1,gs.US",SRX14669273,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-39269,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-39269,SEARCH-39269__D102201__A01__210716_A00953_0351_BHG5KVDSX2__002,SEARCH-39269__D102201__A01__210716_A00953_0351_BHG5KVDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539243,AMPLICON,299,208352890,PRJNA819090,SAMN27104494,SARS-CoV-2: wastewater surveillance,19510720,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-04 00:00:00+00:00,2021-01-04,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX14669272,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-20246,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-20246,SEARCH-20246__D101805__C14__210608_A00953_0321_BH7L5LDSX2__003,SEARCH-20246__D101805__C14__210608_A00953_0321_BH7L5LDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539244,AMPLICON,299,3916638,PRJNA819090,SAMN27104628,SARS-CoV-2: wastewater surveillance,562826,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-15 00:00:00+00:00,2021-01-15,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX14669271,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-36165,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-36165,SEARCH-36165__D102199__H03__210716_A00953_0351_BHG5KVDSX2__002,SEARCH-36165__D102199__H03__210716_A00953_0351_BHG5KVDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539245,AMPLICON,299,19697044,PRJNA819090,SAMN27104627,SARS-CoV-2: wastewater surveillance,2011846,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-15 00:00:00+00:00,2021-01-15,public,"sra,bam,activ_sars2_vcf","s3,gs","s3.us-east-1,gs.US",SRX14669270,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-36164,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-36164,SEARCH-36164__D102199__I02__210716_A00953_0351_BHG5KVDSX2__002,SEARCH-36164__D102199__I02__210716_A00953_0351_BHG5KVDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539246,AMPLICON,298,43445390,PRJNA819090,SAMN27104626,SARS-CoV-2: wastewater surveillance,4114489,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-15 00:00:00+00:00,2021-01-15,public,"bam,sra","s3,gs","gs.US,s3.us-east-1",SRX14669269,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-36163,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-36163,SEARCH-36163__D102199__M01__210716_A00953_0351_BHG5KVDSX2__002,SEARCH-36163__D102199__M01__210716_A00953_0351_BHG5KVDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539247,AMPLICON,299,3847631,PRJNA819090,SAMN27104625,SARS-CoV-2: wastewater surveillance,586967,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-15 00:00:00+00:00,2021-01-15,public,"sra,bam,activ_sars2_vcf","gs,s3","gs.US,s3.us-east-1",SRX14669268,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-36161,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-36161,SEARCH-36161__D102199__K05__210716_A00953_0351_BHG5KVDSX2__002,SEARCH-36161__D102199__K05__210716_A00953_0351_BHG5KVDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539248,AMPLICON,299,31955073,PRJNA819090,SAMN27104624,SARS-CoV-2: wastewater surveillance,3098975,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-15 00:00:00+00:00,2021-01-15,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX14669267,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-36158,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-36158,SEARCH-36158__D102199__B03__210716_A00953_0351_BHG5KVDSX2__002,SEARCH-36158__D102199__B03__210716_A00953_0351_BHG5KVDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539249,AMPLICON,299,15693430,PRJNA819090,SAMN27104623,SARS-CoV-2: wastewater surveillance,1584686,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-15 00:00:00+00:00,2021-01-15,public,"bam,sra","gs,s3","s3.us-east-1,gs.US",SRX14669266,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-36156,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-36156,SEARCH-36156__D102199__C03__210716_A00953_0351_BHG5KVDSX2__002,SEARCH-36156__D102199__C03__210716_A00953_0351_BHG5KVDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539250,AMPLICON,299,54305036,PRJNA819090,SAMN27104622,SARS-CoV-2: wastewater surveillance,4928547,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-15 00:00:00+00:00,2021-01-15,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX14669265,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-36155,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-36155,SEARCH-36155__D102199__D03__210716_A00953_0351_BHG5KVDSX2__002,SEARCH-36155__D102199__D03__210716_A00953_0351_BHG5KVDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539251,AMPLICON,298,11194764,PRJNA819090,SAMN27104621,SARS-CoV-2: wastewater surveillance,1156474,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-15 00:00:00+00:00,2021-01-15,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX14669264,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-36152,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-36152,SEARCH-36152__D102199__E02__210716_A00953_0351_BHG5KVDSX2__002,SEARCH-36152__D102199__E02__210716_A00953_0351_BHG5KVDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539252,AMPLICON,297,298375698,PRJNA819090,SAMN27104620,SARS-CoV-2: wastewater surveillance,26663172,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-15 00:00:00+00:00,2021-01-15,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX14669263,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-36149,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-36149,SEARCH-36149__D102199__C02__210716_A00953_0351_BHG5KVDSX2__002,SEARCH-36149__D102199__C02__210716_A00953_0351_BHG5KVDSX2__002,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539253,AMPLICON,299,16968323,PRJNA819090,SAMN27104525,SARS-CoV-2: wastewater surveillance,1841900,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-01 00:00:00+00:00,2021-01-01,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX14669262,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-20359,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-20359,SEARCH-20359__D101805__E06__210608_A00953_0321_BH7L5LDSX2__003,SEARCH-20359__D101805__E06__210608_A00953_0321_BH7L5LDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539254,AMPLICON,298,34699045,PRJNA819090,SAMN27104524,SARS-CoV-2: wastewater surveillance,3350891,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-04 00:00:00+00:00,2021-01-04,public,"sra,bam","gs,s3","gs.US,s3.us-east-1",SRX14669261,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-20355,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-20355,SEARCH-20355__D101805__A15__210608_A00953_0321_BH7L5LDSX2__003,SEARCH-20355__D101805__A15__210608_A00953_0321_BH7L5LDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539255,AMPLICON,299,37562005,PRJNA819090,SAMN27104523,SARS-CoV-2: wastewater surveillance,3676215,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-04 00:00:00+00:00,2021-01-04,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX14669260,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-20353,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-20353,SEARCH-20353__D101805__D12__210608_A00953_0321_BH7L5LDSX2__003,SEARCH-20353__D101805__D12__210608_A00953_0321_BH7L5LDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539256,AMPLICON,298,70140712,PRJNA819090,SAMN27104522,SARS-CoV-2: wastewater surveillance,6928063,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-02 00:00:00+00:00,2021-01-02,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX14669259,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-20347,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-20347,SEARCH-20347__D101805__B07__210608_A00953_0321_BH7L5LDSX2__003,SEARCH-20347__D101805__B07__210608_A00953_0321_BH7L5LDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539257,AMPLICON,298,194194151,PRJNA819090,SAMN27104521,SARS-CoV-2: wastewater surveillance,17924474,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-03 00:00:00+00:00,2021-01-03,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX14669258,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-20344,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-20344,SEARCH-20344__D101805__H10__210608_A00953_0321_BH7L5LDSX2__003,SEARCH-20344__D101805__H10__210608_A00953_0321_BH7L5LDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539258,AMPLICON,298,63309742,PRJNA819090,SAMN27104520,SARS-CoV-2: wastewater surveillance,6025550,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-11 00:00:00+00:00,2021-01-11,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX14669257,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-20339,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-20339,SEARCH-20339__D101805__O17__210608_A00953_0321_BH7L5LDSX2__003,SEARCH-20339__D101805__O17__210608_A00953_0321_BH7L5LDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539259,AMPLICON,297,6660385,PRJNA819090,SAMN27104519,SARS-CoV-2: wastewater surveillance,803878,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-10 00:00:00+00:00,2021-01-10,public,"bam,sra","gs,s3","gs.US,s3.us-east-1",SRX14669256,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-20337,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-20337,SEARCH-20337__D101805__N16__210608_A00953_0321_BH7L5LDSX2__003,SEARCH-20337__D101805__N16__210608_A00953_0321_BH7L5LDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539260,AMPLICON,297,8435615,PRJNA819090,SAMN27104483,SARS-CoV-2: wastewater surveillance,960983,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-03-02 00:00:00+00:00,2021-03-02,public,"sra,bam","s3,gs","s3.us-east-1,gs.US",SRX14669255,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, San Diego (Point Loma)",Illumina NovaSeq 6000,city-wide wastewater treatment facility,SEARCH-18425,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-18425,SEARCH-18425__D101855__C17__210426_A00953_0286_BH7KLNDRXY__001,SEARCH-18425__D101855__C17__210426_A00953_0286_BH7KLNDRXY__001,SRP366703,2300000,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539261,AMPLICON,298,294992092,PRJNA819090,SAMN27104518,SARS-CoV-2: wastewater surveillance,26703108,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-01 00:00:00+00:00,2021-01-01,public,"bam,activ_sars2_vcf,sra","s3,gs","s3.us-east-1,gs.US",SRX14669254,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-20334,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-20334,SEARCH-20334__D101805__F02__210608_A00953_0321_BH7L5LDSX2__003,SEARCH-20334__D101805__F02__210608_A00953_0321_BH7L5LDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539262,AMPLICON,298,74866555,PRJNA819090,SAMN27104517,SARS-CoV-2: wastewater surveillance,7090044,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-03 00:00:00+00:00,2021-01-03,public,"activ_sars2_vcf,bam,sra","s3,gs","gs.US,s3.us-east-1",SRX14669253,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-20330,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-20330,SEARCH-20330__D101805__B10__210608_A00953_0321_BH7L5LDSX2__003,SEARCH-20330__D101805__B10__210608_A00953_0321_BH7L5LDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR18539263,AMPLICON,298,30050208,PRJNA819090,SAMN27104516,SARS-CoV-2: wastewater surveillance,3044856,THE SCRIPPS RESEARCH INSTITUTE,SEARCH,2021-01-03 00:00:00+00:00,2021-01-03,public,"sra,bam","gs,s3","s3.us-east-1,gs.US",SRX14669252,NC_045512_Hu-1.fasta,USA,North America,"USA: California\, UCSD Campus",Illumina NovaSeq 6000,campus sewage,SEARCH-20329,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-03-31T00:00:00Z,SEARCH-20329,SEARCH-20329__D101805__G10__210608_A00953_0321_BH7L5LDSX2__003,SEARCH-20329__D101805__G10__210608_A00953_0321_BH7L5LDSX2__003,SRP366703,NA,24,raw wastewater,composite,yes,SARS-CoV-2
