Run,amplicon__PCR_primer_scheme (run),amplicon_size (run),Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,collection_site_id,concentration_method,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,enrichment_kit (run),Experiment,extraction_method,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,purpose_of_ww_sampling,purpose_of_ww_sequencing,raw_sequence_data_processing_method (run),ReleaseDate,create_date,version,Sample Name,sequence_submitter_contact_email (run),sequenced_by,SRA Study,ww_population,ww_pre_treatment,ww_sample_duration,ww_sample_matrix,ww_sample_site,ww_sample_type,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_known_present,ww_surv_target_1_protocol,ww_surv_target_1,ww_surv_target_1_conc,Collection_time,ww_temperature,ww_ph,ww_industrial_effluent_percent
SRR22911356,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,2339141,PRJNA847239,SAMN32478954,SARS-CoV-2: wastewater surveillance,1141914,ASU_WBE,2022-04-06,9X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868832,qiagen rneasy kit,USA,North America,"USA: Arizona\, Maricopa\, Scottsdale",Illumina HiSeq 2500,wastewater,B351,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:01:00Z,1,B351,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-651,36600,19:00:00,4,7.7,5
SRR22911357,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,5053819,PRJNA847239,SAMN32478953,SARS-CoV-2: wastewater surveillance,2138740,ASU_WBE,2022-05-09,8X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868831,qiagen rneasy kit,USA,North America,"USA: New Jersey\, Hudson\, Hoboken",Illumina HiSeq 2500,wastewater,B394,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:02:00Z,1,B394,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-694,174700,9:10:00,3.1,,
SRR22911358,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,302,7852,PRJNA847239,SAMN32478952,SARS-CoV-2: wastewater surveillance,37227,ASU_WBE,2022-04-25,8X,amicon ultrafiltration,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868830,qiagen rneasy kit,USA,North America,"USA: New Jersey\, Hudson\, Hoboken",Illumina HiSeq 2500,wastewater,B382,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-28T18:42:00Z,1,B382,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-682,224600,8:57:00,4.1,,
SRR22911359,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,159656981,PRJNA847239,SAMN32478951,SARS-CoV-2: wastewater surveillance,74738778,ASU_WBE,2022-04-11,8X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868829,qiagen rneasy kit,USA,North America,"USA: New Jersey\, Hudson\, Hoboken",Illumina HiSeq 2500,wastewater,B364,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:05:00Z,1,B364,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-664,286600,8:39:00,3.1,,
SRR22911360,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,4747591,PRJNA847239,SAMN32478384,SARS-CoV-2: wastewater surveillance,2099155,ASU_WBE,2021-09-20,36X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868828,qiagen rneasy kit,USA,North America,"USA: Texas\, Harris\, Houston",Illumina HiSeq 2500,wastewater,B79,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:02:00Z,1,B79,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,other,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-125,372800,6:00:00,3,,
SRR22911361,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,11145159,PRJNA847239,SAMN32478950,SARS-CoV-2: wastewater surveillance,4692962,ASU_WBE,2022-04-25,7X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868827,qiagen rneasy kit,USA,North America,"USA: Washington\, Spokane\, Spokane",Illumina HiSeq 2500,wastewater,B379,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:02:00Z,1,B379,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-679,116500,9:08:00,4.5,7.61,16
SRR22911362,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,18006599,PRJNA847239,SAMN32478949,SARS-CoV-2: wastewater surveillance,8034177,ASU_WBE,2022-04-11,7X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868826,qiagen rneasy kit,USA,North America,"USA: Washington\, Spokane\, Spokane",Illumina HiSeq 2500,wastewater,B357,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:02:00Z,1,B357,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-657,25900,8:57:00,3.6,7.52,16
SRR22911363,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,20070165,PRJNA847239,SAMN32478948,SARS-CoV-2: wastewater surveillance,8420992,ASU_WBE,2022-04-25,6X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868825,qiagen rneasy kit,USA,North America,"USA: Washington\, Walla Walla\, Walla Walla",Illumina HiSeq 2500,wastewater,B372,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:02:00Z,1,B372,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-672,184400,8:27:00,7.8,6.98,1
SRR22911364,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,300,7891562,PRJNA847239,SAMN32478947,SARS-CoV-2: wastewater surveillance,3633485,ASU_WBE,2022-04-11,6X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868824,qiagen rneasy kit,USA,North America,"USA: Washington\, Walla Walla\, Walla Walla",Illumina HiSeq 2500,wastewater,B360,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:01:00Z,1,B360,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-660,,8:38:00,7.8,6.95,1
SRR22911365,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,4355897,PRJNA847239,SAMN32478946,SARS-CoV-2: wastewater surveillance,1740163,ASU_WBE,2022-05-09,5X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868823,qiagen rneasy kit,USA,North America,"USA: Washington\, King\, Des Moines",Illumina HiSeq 2500,wastewater,B391,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:02:00Z,1,B391,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-691,388200,7:15:00,,,
SRR22911366,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,52322859,PRJNA847239,SAMN32478945,SARS-CoV-2: wastewater surveillance,21966152,ASU_WBE,2022-04-11,5X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868822,qiagen rneasy kit,USA,North America,"USA: Washington\, King\, Des Moines",Illumina HiSeq 2500,wastewater,B365,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:03:00Z,1,B365,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-665,180400,7:30:00,,,
SRR22911367,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,20064427,PRJNA847239,SAMN32478944,SARS-CoV-2: wastewater surveillance,8404792,ASU_WBE,2022-04-25,4X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868821,qiagen rneasy kit,USA,North America,"USA: New Mexico\, San Juan\, Farmington",Illumina HiSeq 2500,wastewater,B380,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:03:00Z,1,B380,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-680,64200,9:00:00,9.1,7.5,5
SRR22911368,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,15661418,PRJNA847239,SAMN32478943,SARS-CoV-2: wastewater surveillance,6691882,ASU_WBE,2022-04-11,4X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868820,qiagen rneasy kit,USA,North America,"USA: New Mexico\, San Juan\, Farmington",Illumina HiSeq 2500,wastewater,B367,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:01:00Z,1,B367,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-667,22000,9:00:00,6,7.8,5
SRR22911369,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,37762533,PRJNA847239,SAMN32478942,SARS-CoV-2: wastewater surveillance,15036384,ASU_WBE,2022-04-25,3X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868819,qiagen rneasy kit,USA,North America,"USA: Oregon\, Polk\, Rickreall",Illumina HiSeq 2500,wastewater,B377,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:01:00Z,1,B377,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-677,258200,8:00:00,8,7.11,0
SRR22911370,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,19446535,PRJNA847239,SAMN32478941,SARS-CoV-2: wastewater surveillance,8581062,ASU_WBE,2022-04-11,3X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868818,qiagen rneasy kit,USA,North America,"USA: Oregon\, Polk\, Rickreall",Illumina HiSeq 2500,wastewater,B358,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:01:00Z,1,B358,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-658,24900,8:00:00,8.2,7.33,0
SRR22911371,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,291,7540638,PRJNA847239,SAMN32478365,SARS-CoV-2: wastewater surveillance,4044621,ASU_WBE,2021-09-27,2X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868817,qiagen rneasy kit,USA,North America,"USA: Washington\, King\, Des Moines",Illumina HiSeq 2500,wastewater,B98,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:02:00Z,1,B98,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-144,246900,8:15:00,8.5,7.42,5
SRR22911372,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,307254498,PRJNA847239,SAMN32478760,SARS-CoV-2: wastewater surveillance,115275102,ASU_WBE,2022-01-31,7X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868816,qiagen rneasy kit,USA,North America,"USA: Washington\, Spokane\, Spokane",Illumina HiSeq 2500,wastewater,B270,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:05:00Z,1,B270,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-454,1938500,,3.8,7.6,16
SRR22911373,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,110381,PRJNA847239,SAMN32478759,SARS-CoV-2: wastewater surveillance,138117,ASU_WBE,2022-01-17,7X,amicon ultrafiltration,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868815,qiagen rneasy kit,USA,North America,"USA: Washington\, Spokane\, Spokane",Illumina HiSeq 2500,wastewater,B266,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:01:00Z,1,B266,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-450,1745700,8:26:00,3.8,7.6,16
SRR22911374,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,234351094,PRJNA847239,SAMN32478758,SARS-CoV-2: wastewater surveillance,92721223,ASU_WBE,2022-01-01,7X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868814,qiagen rneasy kit,USA,North America,"USA: Washington\, Spokane\, Spokane",Illumina HiSeq 2500,wastewater,BD12,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:06:00Z,1,BD12,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-488,880400,8:38:00,,,16
SRR22911375,SARS-CoV-2 Additional Genome Coverage Panel-SNAP primer pool,150,AMPLICON,301,461155510,PRJNA847239,SAMN32478757,SARS-CoV-2: wastewater surveillance,186342206,ASU_WBE,2021-12-28,7X,amicon ultrafiltration,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",Swift Normalase Amplicon Panel (SNAP) SARS-CoV-2 Additional Genome Coverage Panel,SRX18868813,qiagen rneasy kit,USA,North America,"USA: Washington\, Spokane\, Spokane",Illumina HiSeq 2500,wastewater,BD11,PAIRED,PCR,GENOMIC,wastewater metagenome,ILLUMINA,severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) surveillance in wastewater samples in the USA (RADx-rad),research,research,Alignment to reference genome NC_045512.2 using BWA 0.7.17.,2023-05-01T00:00:00Z,2022-12-29T02:11:00Z,1,BD11,"Arjun.Magge@asu.edu\, rafaela.salgadofontenele@nih.gov\, Matthew.Scotch@asu.edu",Psomagen Inc.,SRP401173,missing,No,24,raw wastewater,wastewater treatment plant,composite,copies/L wastewater,N1,yes,"Corman, Victor M., et al. Detection of 2019 novel coronavirus (2019-nCoV) by real-time RT-PCR. Eurosurveillance 25.3 (2020): 2000045.",SARS-CoV-487,354100,0:00:00,,,16
