Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,isolation_source
SRR27682089,WGS,502,207821474,PRJNA1027858,SAMN39432048,SARS-CoV-2: wastewater surveillance,127352694,UNIVERSITY OF WATERLOO,2021-11-29,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23349483,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A91,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:09:00Z,1,F1-1001-21-11-29,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Wastewater Plant F
SRR27682090,WGS,502,857371824,PRJNA1027858,SAMN39432047,SARS-CoV-2: wastewater surveillance,550726751,UNIVERSITY OF WATERLOO,2021-11-20,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX23349482,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A90,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:09:00Z,1,OWW16-21-11-20,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW16
SRR27682091,WGS,502,664224814,PRJNA1027858,SAMN39432046,SARS-CoV-2: wastewater surveillance,401711342,UNIVERSITY OF WATERLOO,2021-11-17,public,"run.zq,activ_sars2_vcf,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX23349481,Canada,North America,Canada:Sudbury,Illumina MiSeq,"=_xlfn.CONCAT(A89,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:09:00Z,1,TPKL-21-11-17,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Greater Sudbury Wastewater Treatment Plant- Public Health Sudbury & Districts
SRR27682092,WGS,502,336925332,PRJNA1027858,SAMN39432045,SARS-CoV-2: wastewater surveillance,202419482,UNIVERSITY OF WATERLOO,2021-12-08,public,"fastq,sra,activ_sars2_vcf,run.zq","ncbi,gs,s3","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX23349480,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A88,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:09:00Z,1,OWW8-21-12-08,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW8
SRR27682093,WGS,502,273219022,PRJNA1027858,SAMN39432044,SARS-CoV-2: wastewater surveillance,167383046,UNIVERSITY OF WATERLOO,2021-12-08,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX23349479,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A87,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:09:00Z,1,OWW9-21-12-08,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW9
SRR27682094,WGS,502,163001408,PRJNA1027858,SAMN39432043,SARS-CoV-2: wastewater surveillance,105828253,UNIVERSITY OF WATERLOO,2021-12-01,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX23349478,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A86,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:08:00Z,1,OWW4-21-12-01,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW4
SRR27682095,WGS,502,292950132,PRJNA1027858,SAMN39432042,SARS-CoV-2: wastewater surveillance,172906887,UNIVERSITY OF WATERLOO,2021-12-12,public,"activ_sars2_vcf,run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX23349477,Canada,North America,Canada:Cambridge,Illumina MiSeq,"=_xlfn.CONCAT(A85,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:08:00Z,1,GALT-21-12-12,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Galt Wastewater Treatment Plant- Region of Waterloo Public Health and Paramedic Services
SRR27682096,WGS,502,573351770,PRJNA1027858,SAMN39432041,SARS-CoV-2: wastewater surveillance,354731465,UNIVERSITY OF WATERLOO,2021-12-12,public,"fastq,sra,activ_sars2_vcf,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,gs.US,ncbi.public",SRX23349476,Canada,North America,Canada:Waterloo,Illumina MiSeq,"=_xlfn.CONCAT(A84,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:09:00Z,1,WATERLOO-21-12-12,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Waterloo Wastewater Treatment Plant- Region of Waterloo Public Health and Paramedic Services
SRR27682097,WGS,502,390413432,PRJNA1027858,SAMN39432040,SARS-CoV-2: wastewater surveillance,230056223,UNIVERSITY OF WATERLOO,2021-12-12,public,"activ_sars2_vcf,fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX23349475,Canada,North America,Canada:Kitchener,Illumina MiSeq,"=_xlfn.CONCAT(A83,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:08:00Z,1,KITCHENER-21-12-12,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Kitchener Wastewater Treatment Plant- Region of Waterloo Public Health and Paramedic Services
SRR27682098,WGS,502,476974296,PRJNA1027858,SAMN39432039,SARS-CoV-2: wastewater surveillance,297100647,UNIVERSITY OF WATERLOO,2021-12-13,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX23349474,Canada,North America,Canada:Peel Region,Illumina MiSeq,"=_xlfn.CONCAT(A82,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:08:00Z,1,GE BOOTH-21-12-13,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,G. E. Booth (Lakeview) Wastewater Treatment Plant- Peel Public Health
SRR27682099,WGS,502,213345482,PRJNA1027858,SAMN39431967,SARS-CoV-2: wastewater surveillance,112149249,UNIVERSITY OF WATERLOO,2022-01-10,public,"fastq,run.zq,sra,activ_sars2_vcf","ncbi,gs,s3","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX23349473,Canada,North America,Canada:York Region,Illumina MiSeq,"=_xlfn.CONCAT(A10,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:09:00Z,1,LESLIE-22-01-10,SRP466219,NA,24,raw wastewater,grab,yes,SARS-CoV-2,Leslie Street Pumping Station - York Sewershed- York Region Public Health
SRR27682100,WGS,502,471656610,PRJNA1027858,SAMN39432038,SARS-CoV-2: wastewater surveillance,290617944,UNIVERSITY OF WATERLOO,2021-12-13,public,"sra,run.zq,fastq,activ_sars2_vcf","gs,s3,ncbi","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX23349472,Canada,North America,Canada:Peel Region,Illumina MiSeq,"=_xlfn.CONCAT(A81,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:09:00Z,1,CLARKSON-21-12-13,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Clarkson South-Peel Water Pollution Control Plant- Peel Public Health
SRR27682101,WGS,502,593089908,PRJNA1027858,SAMN39432037,SARS-CoV-2: wastewater surveillance,371483777,UNIVERSITY OF WATERLOO,2021-12-13,public,"sra,activ_sars2_vcf,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX23349471,Canada,North America,Canada:York Region,Illumina MiSeq,"=_xlfn.CONCAT(A80,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:09:00Z,1,HUMBER AMF-21-12-13,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Humber AMF Pumping Station - York Sewershed- York Region Public Health
SRR27682102,WGS,502,293685060,PRJNA1027858,SAMN39432036,SARS-CoV-2: wastewater surveillance,169660139,UNIVERSITY OF WATERLOO,2021-12-13,public,"fastq,sra,activ_sars2_vcf,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX23349470,Canada,North America,Canada:York Region,Illumina MiSeq,"=_xlfn.CONCAT(A79,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:09:00Z,1,WARDEN-21-12-13,SRP466219,NA,24,raw wastewater,grab,yes,SARS-CoV-2,Warden and 407 - York Sewershed- York Region Public Health
SRR27682103,WGS,502,701555542,PRJNA1027858,SAMN39432035,SARS-CoV-2: wastewater surveillance,445058491,UNIVERSITY OF WATERLOO,2021-12-13,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX23349469,Canada,North America,Canada:York Region,Illumina MiSeq,"=_xlfn.CONCAT(A78,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:09:00Z,1,LESLIE-21-12-13,SRP466219,NA,24,raw wastewater,grab,yes,SARS-CoV-2,Leslie Street Pumping Station - York Sewershed- York Region Public Health
SRR27682104,WGS,502,559401692,PRJNA1027858,SAMN39432034,SARS-CoV-2: wastewater surveillance,343071042,UNIVERSITY OF WATERLOO,2021-12-08,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX23349468,Canada,North America,Canada:Hamilton,Illumina MiSeq,"=_xlfn.CONCAT(A77,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:08:00Z,1,Hamilton WWTP-21-12-08,SRP466219,NA,24,post grit removal,composite,yes,SARS-CoV-2,Hamilton-Woodward Avenue Wastewater Treatment Plant- City of Hamilton Public Health Services
SRR27682105,WGS,502,402352498,PRJNA1027858,SAMN39432033,SARS-CoV-2: wastewater surveillance,246130123,UNIVERSITY OF WATERLOO,2021-12-03,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX23349467,Canada,North America,Canada:Ottawa,Illumina MiSeq,"=_xlfn.CONCAT(A76,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:09:00Z,1,Ottawa WWTP-21-12-03,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Robert Pickard Environmental Centre Water Pollution Control Plant- Ottawa Public Health
SRR27682106,WGS,502,482773902,PRJNA1027858,SAMN39432032,SARS-CoV-2: wastewater surveillance,295698557,UNIVERSITY OF WATERLOO,2021-11-29,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX23349466,Canada,North America,Canada:Ottawa,Illumina MiSeq,"=_xlfn.CONCAT(A75,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:09:00Z,1,Ottawa WWTP-21-11-29,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Robert Pickard Environmental Centre Water Pollution Control Plant- Ottawa Public Health
SRR27682107,WGS,502,595407642,PRJNA1027858,SAMN39432031,SARS-CoV-2: wastewater surveillance,351624839,UNIVERSITY OF WATERLOO,2021-11-25,public,"fastq,sra,run.zq,activ_sars2_vcf","ncbi,s3,gs","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX23349465,Canada,North America,Canada:Ottawa,Illumina MiSeq,"=_xlfn.CONCAT(A74,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:08:00Z,1,Ottawa WWTP-21-11-25,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Robert Pickard Environmental Centre Water Pollution Control Plant- Ottawa Public Health
SRR27682108,WGS,502,665278512,PRJNA1027858,SAMN39432030,SARS-CoV-2: wastewater surveillance,418470844,UNIVERSITY OF WATERLOO,2021-12-01,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX23349464,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A73,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:09:00Z,1,OWW1-21-12-01,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW1
SRR27682109,WGS,502,618295830,PRJNA1027858,SAMN39432029,SARS-CoV-2: wastewater surveillance,364722758,UNIVERSITY OF WATERLOO,2021-12-03,public,"activ_sars2_vcf,fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX23349463,Canada,North America,Canada:Peel Region,Illumina MiSeq,"=_xlfn.CONCAT(A72,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:08:00Z,1,GE BOOTH-21-12-03,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,G. E. Booth (Lakeview) Wastewater Treatment Plant- Peel Public Health
SRR27682110,WGS,502,48608158,PRJNA1027858,SAMN39431985,SARS-CoV-2: wastewater surveillance,24820282,UNIVERSITY OF WATERLOO,2022-01-05,public,"activ_sars2_vcf,fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX23349462,Canada,North America,Canada:Sault Ste. Marie,Illumina MiSeq,"=_xlfn.CONCAT(A28,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:08:00Z,1,SOO-22-01-05,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Sault Ste. Marie East End Wastewater Treatment Plant- Algoma Public Health
SRR27682111,WGS,502,142509266,PRJNA1027858,SAMN39431984,SARS-CoV-2: wastewater surveillance,73066346,UNIVERSITY OF WATERLOO,2021-12-23,public,"activ_sars2_vcf,sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX23349461,Canada,North America,Canada:Sault Ste. Marie,Illumina MiSeq,"=_xlfn.CONCAT(A27,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:09:00Z,1,SOO-21-12-23,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Sault Ste. Marie East End Wastewater Treatment Plant- Algoma Public Health
SRR27682112,WGS,502,140545944,PRJNA1027858,SAMN39431983,SARS-CoV-2: wastewater surveillance,69980933,UNIVERSITY OF WATERLOO,2022-01-07,public,"sra,fastq,run.zq,activ_sars2_vcf","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX23349460,Canada,North America,Canada:Sudbury,Illumina MiSeq,"=_xlfn.CONCAT(A26,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:08:00Z,1,TPKL-22-01-07,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Greater Sudbury Wastewater Treatment Plant- Public Health Sudbury & Districts
SRR27682113,WGS,502,148530254,PRJNA1027858,SAMN39431982,SARS-CoV-2: wastewater surveillance,76019660,UNIVERSITY OF WATERLOO,2021-12-29,public,"sra,fastq,activ_sars2_vcf,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX23349459,Canada,North America,Canada:Sudbury,Illumina MiSeq,"=_xlfn.CONCAT(A25,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:08:00Z,1,TPKL-21-12-29,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Greater Sudbury Wastewater Treatment Plant- Public Health Sudbury & Districts
SRR27682114,WGS,502,170613234,PRJNA1027858,SAMN39431981,SARS-CoV-2: wastewater surveillance,88734889,UNIVERSITY OF WATERLOO,2021-12-24,public,"activ_sars2_vcf,run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX23349458,Canada,North America,Canada:Sudbury,Illumina MiSeq,"=_xlfn.CONCAT(A24,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:08:00Z,1,TPKL-21-12-24,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Greater Sudbury Wastewater Treatment Plant- Public Health Sudbury & Districts
SRR27682115,WGS,502,138100702,PRJNA1027858,SAMN39431980,SARS-CoV-2: wastewater surveillance,68527246,UNIVERSITY OF WATERLOO,2022-01-11,public,"sra,activ_sars2_vcf,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX23349457,Canada,North America,Canada:Hamilton,Illumina MiSeq,"=_xlfn.CONCAT(A23,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:09:00Z,1,Hamilton WWTP-22-01-11,SRP466219,NA,24,post grit removal,composite,yes,SARS-CoV-2,Hamilton-Woodward Avenue Wastewater Treatment Plant- City of Hamilton Public Health Services
SRR27682116,WGS,502,167582158,PRJNA1027858,SAMN39431979,SARS-CoV-2: wastewater surveillance,86647315,UNIVERSITY OF WATERLOO,2022-01-06,public,"fastq,activ_sars2_vcf,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX23349456,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A22,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:09:00Z,1,OWW8-22-01-06,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW8
SRR27682117,WGS,502,135698632,PRJNA1027858,SAMN39431961,SARS-CoV-2: wastewater surveillance,79951157,UNIVERSITY OF WATERLOO,2021-12-23,public,"sra,activ_sars2_vcf,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX23349455,Canada,North America,Canada:Ravensview,Illumina MiSeq,"=_xlfn.CONCAT(A4,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:08:00Z,1,RV-21-12-23,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,"Ravensview Wastewater Treatment Plant (Kingston East and Central)- Kingston\, Frontenac and Lennox & Addington Public Health"
SRR27682118,WGS,502,166123346,PRJNA1027858,SAMN39431978,SARS-CoV-2: wastewater surveillance,85713438,UNIVERSITY OF WATERLOO,2022-01-05,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX23349454,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A21,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:08:00Z,1,OWW9-22-01-05,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW9
SRR27682119,WGS,502,91239504,PRJNA1027858,SAMN39431977,SARS-CoV-2: wastewater surveillance,48246184,UNIVERSITY OF WATERLOO,2022-01-05,public,"sra,activ_sars2_vcf,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX23349453,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A20,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:08:00Z,1,OWW4-22-01-05,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW4
SRR27682120,WGS,502,310474450,PRJNA1027858,SAMN39431976,SARS-CoV-2: wastewater surveillance,159317448,UNIVERSITY OF WATERLOO,2022-01-05,public,"activ_sars2_vcf,fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX23349452,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A19,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:09:00Z,1,OWW3-22-01-05,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW3
SRR27682121,WGS,502,534815740,PRJNA1027858,SAMN39431975,SARS-CoV-2: wastewater surveillance,344128563,UNIVERSITY OF WATERLOO,2022-01-05,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX23349451,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A18,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:09:00Z,1,OWW1-22-01-05,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,OWW1
SRR27682122,WGS,502,1132159596,PRJNA1027858,SAMN39432115,SARS-CoV-2: wastewater surveillance,673266578,UNIVERSITY OF WATERLOO,missing,public,"run.zq,sra,activ_sars2_vcf,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX23349450,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A155,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:09:00Z,1,wwRNA_8,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,unknown5
SRR27682123,WGS,502,1439939812,PRJNA1027858,SAMN39432114,SARS-CoV-2: wastewater surveillance,862193084,UNIVERSITY OF WATERLOO,missing,public,"fastq,activ_sars2_vcf,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX23349449,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A154,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:10:00Z,1,wwRNA_7,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,unknown4
SRR27682124,WGS,502,2023089116,PRJNA1027858,SAMN39432113,SARS-CoV-2: wastewater surveillance,1153151412,UNIVERSITY OF WATERLOO,missing,public,"fastq,activ_sars2_vcf,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX23349448,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A153,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:10:00Z,1,wwRNA_3,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,unknown3
SRR27682125,WGS,502,3476260644,PRJNA1027858,SAMN39432112,SARS-CoV-2: wastewater surveillance,2037363375,UNIVERSITY OF WATERLOO,missing,public,"activ_sars2_vcf,run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX23349447,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A152,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:13:00Z,1,wwRNA_2,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,unknown2
SRR27682126,WGS,502,182970968,PRJNA1027858,SAMN39431974,SARS-CoV-2: wastewater surveillance,94326180,UNIVERSITY OF WATERLOO,2022-01-09,public,"activ_sars2_vcf,sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX23349446,Canada,North America,Canada:Cambridge,Illumina MiSeq,"=_xlfn.CONCAT(A17,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:09:00Z,1,GALT-22-01-09,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Galt Wastewater Treatment Plant- Region of Waterloo Public Health and Paramedic Services
SRR27682127,WGS,502,1403705452,PRJNA1027858,SAMN39432111,SARS-CoV-2: wastewater surveillance,839422435,UNIVERSITY OF WATERLOO,missing,public,"run.zq,fastq,activ_sars2_vcf,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRX23349445,Canada,North America,Canada:Ontario,Illumina MiSeq,"=_xlfn.CONCAT(A151,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:09:00Z,1,wwRNA_1,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,unknown1
SRR27682128,WGS,359,55450452,PRJNA1027858,SAMN39432110,SARS-CoV-2: wastewater surveillance,27144589,UNIVERSITY OF WATERLOO,2021-10-13,public,"fastq,sra,run.zq,activ_sars2_vcf","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX23349444,Canada,North America,Canada:Cornwall,Illumina MiSeq,"=_xlfn.CONCAT(A150,""-ARTICseq"")",PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2024-04-10T00:00:00Z,2024-01-22T16:08:00Z,1,CW-21-10-13,SRP466219,NA,24,raw wastewater,composite,yes,SARS-CoV-2,Cornwall Wastewater Treatment Plant- Eastern Ontario Health Unit
