Run,amplicon_PCR_primer_scheme (run),Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,concentration_method,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dehosting_method (run),enrichment_kit (run),Experiment,extraction_control,extraction_method,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,purpose_of_ww_sampling,ReleaseDate,create_date,version,Sample Name,sequenced_by,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_site,ww_sample_type,ww_surv_system_sample_id,ww_surv_target_1_known_present,ww_surv_target_1,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_protocol,ww_surv_jurisdiction,sequence_submitter_contact_email (run),Sample_name,sample_title
SRR28359603,ARTIC V5.3.2,AMPLICON,522,674927517,PRJNA957477,SAMN40475346,SARS-CoV-2: wastewater surveillance,203230274,VERILY_WW_NWSS,2024-03-04,dewatering of solids,public,"activ_sars2_vcf,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964843,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Nebraska,NextSeq 2000,wastewater,VLT_248-240304.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:20:00Z,2,VLT_248-240304,Verily Life Sciences,SRP433461,240000,24,post grit removal,wastewater treatment plant,composite,248-240304,yes,SARS-CoV-2,72004.827815276571,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,NE,publichealthteam@verily.com,,
SRR28359604,ARTIC V5.3.2,AMPLICON,579,628236832,PRJNA957477,SAMN40475323,SARS-CoV-2: wastewater surveillance,188389087,VERILY_WW_NWSS,2024-03-06,Ceres Nanotrap Microbiome A,public,"activ_sars2_vcf,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964842,bcov vaccine,Thermo Fisher MagMAX Viral/Pathogen Nucleic Acid Isolation kit and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_161-240306.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:20:00Z,2,VLT_161-240306,Verily Life Sciences,SRP433461,60000,24,post grit removal,wastewater treatment plant,composite,161-240306,no,SARS-CoV-2,,,,,,publichealthteam@verily.com,,
SRR28359605,ARTIC V5.3.2,AMPLICON,524,721648328,PRJNA957477,SAMN40475341,SARS-CoV-2: wastewater surveillance,217509291,VERILY_WW_NWSS,2024-03-05,Ceres Nanotrap Microbiome A,public,"run.zq,activ_sars2_vcf,sra","s3,gs,ncbi","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964841,bcov vaccine,Thermo Fisher MagMAX Viral/Pathogen Nucleic Acid Isolation kit and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_234-240305.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:20:00Z,2,VLT_234-240305,Verily Life Sciences,SRP433461,NA,24,post grit removal,wastewater treatment plant,composite,234-240305,no,SARS-CoV-2,,,,,,publichealthteam@verily.com,,
SRR28359606,ARTIC V5.3.2,AMPLICON,497,627617538,PRJNA957477,SAMN40475335,SARS-CoV-2: wastewater surveillance,190635663,VERILY_WW_NWSS,2024-03-04,Ceres Nanotrap Microbiome A,public,"run.zq,activ_sars2_vcf,sra","ncbi,s3,gs","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964840,bcov vaccine,Thermo Fisher MagMAX Viral/Pathogen Nucleic Acid Isolation kit and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_212-240304.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:20:00Z,2,VLT_212-240304,Verily Life Sciences,SRP433461,130000,24,post grit removal,wastewater treatment plant,composite,212-240304,no,SARS-CoV-2,,,,,,publichealthteam@verily.com,,
SRR28359610,ARTIC V5.3.2,AMPLICON,566,732829259,PRJNA957477,SAMN40475325,SARS-CoV-2: wastewater surveillance,219235494,VERILY_WW_NWSS,2024-03-04,Ceres Nanotrap Microbiome A,public,"run.zq,sra,activ_sars2_vcf","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964836,bcov vaccine,Thermo Fisher MagMAX Viral/Pathogen Nucleic Acid Isolation kit and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_177-240304.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:21:00Z,2,VLT_177-240304,Verily Life Sciences,SRP433461,131000,24,post grit removal,wastewater treatment plant,composite,177-240304,no,SARS-CoV-2,,,,,,publichealthteam@verily.com,,
SRR28359613,ARTIC V5.3.2,AMPLICON,556,611411449,PRJNA957477,SAMN40475320,SARS-CoV-2: wastewater surveillance,184265073,VERILY_WW_NWSS,2024-03-04,dewatering of solids,public,"run.zq,sra,activ_sars2_vcf","gs,ncbi,s3","gs.us-east1,s3.us-east-1,gs.US,ncbi.public",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964833,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Maryland,NextSeq 2000,wastewater,VLT_148-240304.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:20:00Z,2,VLT_148-240304,Verily Life Sciences,SRP433461,90000,24,post grit removal,wastewater treatment plant,composite,148-240304,yes,SARS-CoV-2,725831.28342936246,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,MD,publichealthteam@verily.com,,
SRR28359614,ARTIC V5.3.2,AMPLICON,581,479923526,PRJNA957477,SAMN40475336,SARS-CoV-2: wastewater surveillance,143471851,VERILY_WW_NWSS,2024-03-01,Ceres Nanotrap Microbiome A,public,"activ_sars2_vcf,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964832,bcov vaccine,Thermo Fisher MagMAX Viral/Pathogen Nucleic Acid Isolation kit and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_219-240301.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:20:00Z,2,VLT_219-240301,Verily Life Sciences,SRP433461,97000,24,post grit removal,wastewater treatment plant,composite,219-240301,no,SARS-CoV-2,,,,,,publichealthteam@verily.com,,
SRR28359615,ARTIC V5.3.2,AMPLICON,432,710289375,PRJNA957477,SAMN40475330,SARS-CoV-2: wastewater surveillance,215478603,VERILY_WW_NWSS,2024-03-01,Ceres Nanotrap Microbiome A,public,"run.zq,activ_sars2_vcf,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964831,bcov vaccine,Thermo Fisher MagMAX Viral/Pathogen Nucleic Acid Isolation kit and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_189-240301.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:19:00Z,2,VLT_189-240301,Verily Life Sciences,SRP433461,9000,24,post grit removal,wastewater treatment plant,composite,189-240301,no,SARS-CoV-2,,,,,,publichealthteam@verily.com,,
SRR28359616,ARTIC V5.3.2,AMPLICON,565,592754539,PRJNA957477,SAMN40475324,SARS-CoV-2: wastewater surveillance,178679667,VERILY_WW_NWSS,2024-03-01,Ceres Nanotrap Microbiome A,public,"sra,activ_sars2_vcf,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964830,bcov vaccine,Thermo Fisher MagMAX Viral/Pathogen Nucleic Acid Isolation kit and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_177-240301.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:19:00Z,2,VLT_177-240301,Verily Life Sciences,SRP433461,131000,24,post grit removal,wastewater treatment plant,composite,177-240301,no,SARS-CoV-2,,,,,,publichealthteam@verily.com,,
SRR28359619,ARTIC V5.3.2,AMPLICON,505,820464138,PRJNA957477,SAMN40475370,SARS-CoV-2: wastewater surveillance,249932215,VERILY_WW_NWSS,2024-03-08,dewatering of solids,public,"sra,run.zq,activ_sars2_vcf","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964827,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_OSP701311.2,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:20:00Z,2,VLT_OSP701311,Verily Life Sciences,SRP433461,250000,0,primary sludge,wastewater treatment plant,grab,OSP701311,yes,SARS-CoV-2,43586.698489474518,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,CA,publichealthteam@verily.com,,
SRR28359622,ARTIC V5.3.2,AMPLICON,534,544575289,PRJNA957477,SAMN40475343,SARS-CoV-2: wastewater surveillance,163867129,VERILY_WW_NWSS,2024-03-06,dewatering of solids,public,"sra,activ_sars2_vcf,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964824,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Hawaii,NextSeq 2000,wastewater,VLT_238-240306.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:19:00Z,2,VLT_238-240306,Verily Life Sciences,SRP433461,390000,24,post grit removal,wastewater treatment plant,composite,238-240306,yes,SARS-CoV-2,88796.7354305255,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,HI,publichealthteam@verily.com,,
SRR28359623,ARTIC V5.3.2,AMPLICON,558,658336003,PRJNA957477,SAMN40475313,SARS-CoV-2: wastewater surveillance,196848595,VERILY_WW_NWSS,2024-03-07,dewatering of solids,public,"run.zq,activ_sars2_vcf,sra","s3,gs,ncbi","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964823,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Kansas,NextSeq 2000,wastewater,VLT_114-240307.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:20:00Z,2,VLT_114-240307,Verily Life Sciences,SRP433461,90000,24,post grit removal,wastewater treatment plant,composite,114-240307,yes,SARS-CoV-2,53946.4782162465,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,KS,publichealthteam@verily.com,,
SRR28359630,ARTIC V5.3.2,AMPLICON,583,495976659,PRJNA957477,SAMN40475347,SARS-CoV-2: wastewater surveillance,149800640,VERILY_WW_NWSS,2024-03-06,dewatering of solids,public,"activ_sars2_vcf,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964816,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Nebraska,NextSeq 2000,wastewater,VLT_248-240306.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:19:00Z,2,VLT_248-240306,Verily Life Sciences,SRP433461,240000,24,post grit removal,wastewater treatment plant,composite,248-240306,yes,SARS-CoV-2,74398.705121802268,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,NE,publichealthteam@verily.com,,
SRR28359633,ARTIC V5.3.2,AMPLICON,589,657840184,PRJNA957477,SAMN40475356,SARS-CoV-2: wastewater surveillance,196066299,VERILY_WW_NWSS,2024-03-05,dewatering of solids,public,"activ_sars2_vcf,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964813,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Georgia,NextSeq 2000,wastewater,VLT_55-240305.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:19:00Z,2,VLT_55-240305,Verily Life Sciences,SRP433461,73821,24,post grit removal,wastewater treatment plant,composite,55-240305,yes,SARS-CoV-2,160601.84709690168,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,GA,publichealthteam@verily.com,,
SRR28359638,ARTIC V5.3.2,AMPLICON,544,508193973,PRJNA957477,SAMN40475355,SARS-CoV-2: wastewater surveillance,152637243,VERILY_WW_NWSS,2024-03-06,dewatering of solids,public,"run.zq,activ_sars2_vcf,sra","ncbi,s3,gs","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964808,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Michigan,NextSeq 2000,wastewater,VLT_51-240306.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:20:00Z,2,VLT_51-240306,Verily Life Sciences,SRP433461,125000,24,post grit removal,wastewater treatment plant,composite,51-240306,yes,SARS-CoV-2,95794.936235802874,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,MI,publichealthteam@verily.com,,
SRR28359641,ARTIC V5.3.2,AMPLICON,552,639120001,PRJNA957477,SAMN40475373,SARS-CoV-2: wastewater surveillance,192238876,VERILY_WW_NWSS,2024-03-08,dewatering of solids,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964805,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_SESF120736.2,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:20:00Z,2,VLT_SESF120736,Verily Life Sciences,SRP433461,750000,0,primary sludge,wastewater treatment plant,grab,SESF120736,yes,SARS-CoV-2,38014.409903796244,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,CA,publichealthteam@verily.com,,
SRR28359642,ARTIC V5.3.2,AMPLICON,529,642261862,PRJNA957477,SAMN40475373,SARS-CoV-2: wastewater surveillance,192574967,VERILY_WW_NWSS,2024-03-08,dewatering of solids,public,"activ_sars2_vcf,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964804,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_SESF120736.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:10:00Z,1,VLT_SESF120736,Verily Life Sciences,SRP433461,750000,0,primary sludge,wastewater treatment plant,grab,SESF120736,yes,SARS-CoV-2,38014.409903796244,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,CA,publichealthteam@verily.com,,
SRR28359646,ARTIC V5.3.2,AMPLICON,562,620928897,PRJNA957477,SAMN40475371,SARS-CoV-2: wastewater surveillance,186776671,VERILY_WW_NWSS,2024-03-06,dewatering of solids,public,"run.zq,activ_sars2_vcf,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964800,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_SAC902106.2,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:20:00Z,2,VLT_SAC902106,Verily Life Sciences,SRP433461,1480000,0,primary sludge,wastewater treatment plant,grab,SAC902106,yes,SARS-CoV-2,88197.666833502168,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,CA,publichealthteam@verily.com,,
SRR28359647,ARTIC V5.3.2,AMPLICON,585,567511180,PRJNA957477,SAMN40475371,SARS-CoV-2: wastewater surveillance,170226301,VERILY_WW_NWSS,2024-03-06,dewatering of solids,public,"sra,run.zq,activ_sars2_vcf","gs,s3,ncbi","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964799,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_SAC902106.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:20:00Z,2,VLT_SAC902106,Verily Life Sciences,SRP433461,1480000,0,primary sludge,wastewater treatment plant,grab,SAC902106,yes,SARS-CoV-2,88197.666833502168,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,CA,publichealthteam@verily.com,,
SRR28359652,ARTIC V5.3.2,AMPLICON,578,561512074,PRJNA957477,SAMN40475375,SARS-CoV-2: wastewater surveillance,168379742,VERILY_WW_NWSS,2024-03-05,dewatering of solids,public,"run.zq,activ_sars2_vcf,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964794,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_SJ201210.2,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:20:00Z,2,VLT_SJ201210,Verily Life Sciences,SRP433461,1500000,0,primary sludge,wastewater treatment plant,grab,SJ201210,yes,SARS-CoV-2,181288.8638500158,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,CA,publichealthteam@verily.com,,
SRR28359653,ARTIC V5.3.2,AMPLICON,559,537983983,PRJNA957477,SAMN40475375,SARS-CoV-2: wastewater surveillance,161594778,VERILY_WW_NWSS,2024-03-05,dewatering of solids,public,"sra,run.zq,activ_sars2_vcf","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964793,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: California,NextSeq 2000,wastewater,VLT_SJ201210.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:20:00Z,2,VLT_SJ201210,Verily Life Sciences,SRP433461,1500000,0,primary sludge,wastewater treatment plant,grab,SJ201210,yes,SARS-CoV-2,181288.8638500158,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,CA,publichealthteam@verily.com,,
SRR28359656,ARTIC V5.3.2,AMPLICON,589,490968785,PRJNA957477,SAMN40475351,SARS-CoV-2: wastewater surveillance,147505794,VERILY_WW_NWSS,2024-03-06,dewatering of solids,public,"activ_sars2_vcf,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964790,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: District of Columbia,NextSeq 2000,wastewater,VLT_262-240306.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:19:00Z,2,VLT_262-240306,Verily Life Sciences,SRP433461,2000000,24,post grit removal,wastewater treatment plant,composite,262-240306,yes,SARS-CoV-2,165809.28077157834,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,DC,publichealthteam@verily.com,,
SRR28359657,ARTIC V5.3.2,AMPLICON,552,623622708,PRJNA957477,SAMN40475350,SARS-CoV-2: wastewater surveillance,187716810,VERILY_WW_NWSS,2024-03-05,dewatering of solids,public,"sra,activ_sars2_vcf,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964789,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: District of Columbia,NextSeq 2000,wastewater,VLT_262-240305.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:20:00Z,2,VLT_262-240305,Verily Life Sciences,SRP433461,2000000,24,post grit removal,wastewater treatment plant,composite,262-240305,yes,SARS-CoV-2,237839.51699294121,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,DC,publichealthteam@verily.com,,
SRR28359658,ARTIC V5.3.2,AMPLICON,454,674085082,PRJNA957477,SAMN40475339,SARS-CoV-2: wastewater surveillance,203875336,VERILY_WW_NWSS,2024-03-07,dewatering of solids,public,"activ_sars2_vcf,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964788,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Alaska,NextSeq 2000,wastewater,VLT_227-240307.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:20:00Z,2,VLT_227-240307,Verily Life Sciences,SRP433461,220000,24,post grit removal,wastewater treatment plant,composite,227-240307,yes,SARS-CoV-2,63231.374308111452,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,AK,publichealthteam@verily.com,,
SRR28359659,ARTIC V5.3.2,AMPLICON,585,551889299,PRJNA957477,SAMN40475359,SARS-CoV-2: wastewater surveillance,165258115,VERILY_WW_NWSS,2024-03-07,dewatering of solids,public,"run.zq,sra,activ_sars2_vcf","gs,ncbi,s3","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964787,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Illinois,NextSeq 2000,wastewater,VLT_57-240307.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:20:00Z,2,VLT_57-240307,Verily Life Sciences,SRP433461,86000,24,post grit removal,wastewater treatment plant,composite,57-240307,yes,SARS-CoV-2,118404.59138823532,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,IL,publichealthteam@verily.com,,
SRR28359663,ARTIC V5.3.2,AMPLICON,566,664669220,PRJNA957477,SAMN40475362,SARS-CoV-2: wastewater surveillance,198217252,VERILY_WW_NWSS,2024-03-05,dewatering of solids,public,"sra,run.zq,activ_sars2_vcf","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964783,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: New Jersey,NextSeq 2000,wastewater,VLT_80-240305.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:20:00Z,2,VLT_80-240305,Verily Life Sciences,SRP433461,1500000,0,primary sludge,wastewater treatment plant,grab,80-240305,yes,SARS-CoV-2,111548.70425098042,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,NJ,publichealthteam@verily.com,,
SRR28359671,ARTIC V5.3.2,AMPLICON,539,605585503,PRJNA957477,SAMN40475318,SARS-CoV-2: wastewater surveillance,183888443,VERILY_WW_NWSS,2024-03-04,dewatering of solids,public,"sra,run.zq,activ_sars2_vcf","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRA human read removal tool,NEB LunaScript RT + NEB Q5 PCR,SRX23964775,bcov vaccine,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,USA,North America,USA: Massachusetts,NextSeq 2000,wastewater,VLT_146-240304.1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,public health surveillance community-level,2024-03-15T00:00:00Z,2024-03-15T17:20:00Z,2,VLT_146-240304,Verily Life Sciences,SRP433461,2400000,0,primary sludge,wastewater treatment plant,grab,146-240304,yes,SARS-CoV-2,94446.147607912077,copies/gram dry weight,N gene,https://journals.asm.org/doi/10.1128/mSystems.00829-21,MA,publichealthteam@verily.com,,
