Run,Assay Type,BioProject,BioSample,broad-scale_environmental_context,Center Name,Collection_Date,Consent,Depth,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environmental_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),INSDC_center_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,local_environmental_context,Organism,Platform,project_name,ReleaseDate,Sample Name,Sample_Name,Scientific_Name,Sequencing_method,SRA Study,Submitter_Id,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,create_date,version
ERR11967206,AMPLICON,PRJEB65603,SAMEA114317294,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351485,Denmark,Europe,Denmark,55.5739,12.283,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317294,Mosede_Renseanlæg_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Mosede_Renseanlæg_2023-08-10,,,,,,,,
ERR11967207,AMPLICON,PRJEB65603,SAMEA114317295,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351486,Denmark,Europe,Denmark,56.12689,10.14083,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317295,Viby_Renseanlæg_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Viby_Renseanlæg_2023-08-10,,,,,,,,
ERR11967208,AMPLICON,PRJEB65603,SAMEA114317296,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351487,Denmark,Europe,Denmark,56.2133,10.24266,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317296,Egå_Renseanlæg_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Egå_Renseanlæg_2023-08-08,,,,,,,,
ERR11967209,AMPLICON,PRJEB65603,SAMEA114317297,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351488,Denmark,Europe,Denmark,55.85957,9.85318,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317297,Horsens_Centralrenseanlæg_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Horsens_Centralrenseanlæg_2023-08-08,,,,,,,,
ERR11967210,AMPLICON,PRJEB65603,SAMEA114317298,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351489,Denmark,Europe,Denmark,55.75831,12.31886,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317298,Måløv_Renseanlæg_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Måløv_Renseanlæg_2023-08-08,,,,,,,,
ERR11967211,AMPLICON,PRJEB65603,SAMEA114317299,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351490,Denmark,Europe,Denmark,56.1797,10.17251,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317299,Åby_Renseanlæg_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Åby_Renseanlæg_2023-08-08,,,,,,,,
ERR11967212,AMPLICON,PRJEB65603,SAMEA114317300,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351491,Denmark,Europe,Denmark,56.2133,10.24266,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317300,Egå_Renseanlæg_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Egå_Renseanlæg_2023-08-10,,,,,,,,
ERR11967213,AMPLICON,PRJEB65603,SAMEA114317301,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351492,Denmark,Europe,Denmark,55.85957,9.85318,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317301,Horsens_Centralrenseanlæg_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Horsens_Centralrenseanlæg_2023-08-10,,,,,,,,
ERR11967214,AMPLICON,PRJEB65603,SAMEA114317302,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351493,Denmark,Europe,Denmark,55.75831,12.31886,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317302,Måløv_Renseanlæg_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Måløv_Renseanlæg_2023-08-10,,,,,,,,
ERR11967215,AMPLICON,PRJEB65603,SAMEA114317303,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351494,Denmark,Europe,Denmark,56.1797,10.17251,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317303,Åby_Renseanlæg_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Åby_Renseanlæg_2023-08-10,,,,,,,,
ERR11967216,AMPLICON,PRJEB65603,SAMEA114317304,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351495,Denmark,Europe,Denmark,55.39807,10.415,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317304,Ejby_Mølle_Renseanlæg_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Ejby_Mølle_Renseanlæg_2023-08-08,,,,,,,,
ERR11967217,AMPLICON,PRJEB65603,SAMEA114317305,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351496,Denmark,Europe,Denmark,55.47237,9.57418,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317305,Kolding_Renseanlæg_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Kolding_Renseanlæg_2023-08-08,,,,,,,,
ERR11967218,AMPLICON,PRJEB65603,SAMEA114317306,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351497,Denmark,Europe,Denmark,55.42188,10.36565,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317306,Nordvest_Renseanlæg_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Nordvest_Renseanlæg_2023-08-08,,,,,,,,
ERR11967219,AMPLICON,PRJEB65603,SAMEA114317307,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351498,Denmark,Europe,Denmark,57.04815,9.86547,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317307,Aalborg_Renseanlæg_Vest_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Aalborg_Renseanlæg_Vest_2023-08-08,,,,,,,,
ERR11967220,AMPLICON,PRJEB65603,SAMEA114317308,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351499,Denmark,Europe,Denmark,55.39807,10.415,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317308,Ejby_Mølle_Renseanlæg_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Ejby_Mølle_Renseanlæg_2023-08-10,,,,,,,,
ERR11967221,AMPLICON,PRJEB65603,SAMEA114317309,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351500,Denmark,Europe,Denmark,55.47237,9.57418,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317309,Kolding_Renseanlæg_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Kolding_Renseanlæg_2023-08-10,,,,,,,,
ERR11967222,AMPLICON,PRJEB65603,SAMEA114317310,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351501,Denmark,Europe,Denmark,55.42188,10.36565,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317310,Nordvest_Renseanlæg_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Nordvest_Renseanlæg_2023-08-10,,,,,,,,
ERR11967225,AMPLICON,PRJEB65603,SAMEA114317313,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351504,Denmark,Europe,Denmark,55.48851,12.19092,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317313,Køge-Egnens_Renseanlæg_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Køge-Egnens_Renseanlæg_2023-08-08,,,,,,,,
ERR11967226,AMPLICON,PRJEB65603,SAMEA114317314,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351505,Denmark,Europe,Denmark,55.21012,11.72463,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317314,Næstved_Renseanlæg_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Næstved_Renseanlæg_2023-08-08,,,,,,,,
ERR11967228,AMPLICON,PRJEB65603,SAMEA114317316,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351507,Denmark,Europe,Denmark,55.54043,8.42243,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317316,Esbjerg_Renseanlæg_Vest_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Esbjerg_Renseanlæg_Vest_2023-08-10,,,,,,,,
ERR11967229,AMPLICON,PRJEB65603,SAMEA114317317,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351508,Denmark,Europe,Denmark,55.48851,12.19092,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317317,Køge-Egnens_Renseanlæg_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Køge-Egnens_Renseanlæg_2023-08-10,,,,,,,,
ERR11967230,AMPLICON,PRJEB65603,SAMEA114317318,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351509,Denmark,Europe,Denmark,55.21012,11.72463,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317318,Næstved_Renseanlæg_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Næstved_Renseanlæg_2023-08-10,,,,,,,,
ERR11967231,AMPLICON,PRJEB65603,SAMEA114317319,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351510,Denmark,Europe,Denmark,57.04435,10.0474,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317319,Aalborg_Renseanlæg_Øst_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Aalborg_Renseanlæg_Øst_2023-08-10,,,,,,,,
ERR11967235,AMPLICON,PRJEB65603,SAMEA114317323,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351514,Denmark,Europe,Denmark,55.55232,9.72176,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317323,Fredericia_Spildevand_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Fredericia_Spildevand_2023-08-10,,,,,,,,
ERR11967236,AMPLICON,PRJEB65603,SAMEA114317324,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351515,Denmark,Europe,Denmark,55.69508,12.61494,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317324,Lynetten_Nordre_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Lynetten_Nordre_2023-08-10,,,,,,,,
ERR11967237,AMPLICON,PRJEB65603,SAMEA114317325,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351516,Denmark,Europe,Denmark,55.42125,11.79841,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317325,Ringsted_Centralrenseanlæg_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Ringsted_Centralrenseanlæg_2023-08-10,,,,,,,,
ERR11967238,AMPLICON,PRJEB65603,SAMEA114317326,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351517,Denmark,Europe,Denmark,56.14635,8.94232,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317326,Herning_Renseanlæg_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Herning_Renseanlæg_2023-08-08,,,,,,,,
ERR11967239,AMPLICON,PRJEB65603,SAMEA114317327,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351518,Denmark,Europe,Denmark,55.69508,12.61494,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317327,Lynetten_Søndre_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Lynetten_Søndre_2023-08-08,,,,,,,,
ERR11967240,AMPLICON,PRJEB65603,SAMEA114317328,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351519,Denmark,Europe,Denmark,55.41593,11.34173,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317328,Slagelse_Renseanlæg_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Slagelse_Renseanlæg_2023-08-08,,,,,,,,
ERR11967241,AMPLICON,PRJEB65603,SAMEA114317329,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351520,Denmark,Europe,Denmark,56.14635,8.94232,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317329,Herning_Renseanlæg_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Herning_Renseanlæg_2023-08-10,,,,,,,,
ERR11967242,AMPLICON,PRJEB65603,SAMEA114317330,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351521,Denmark,Europe,Denmark,55.69508,12.61494,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317330,Lynetten_Søndre_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Lynetten_Søndre_2023-08-10,,,,,,,,
ERR11967244,AMPLICON,PRJEB65603,SAMEA114317332,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351523,Denmark,Europe,Denmark,55.94255,12.27225,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317332,Hillerød_Renseanlæg_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Hillerød_Renseanlæg_2023-08-08,,,,,,,,
ERR11967246,AMPLICON,PRJEB65603,SAMEA114317334,building,STATENS SERUM INSTITUT,2023-08-08,public,0,2023-09-11,2023-09-11,wastewater,ERX11351525,Denmark,Europe,Denmark,56.17562,9.58483,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317334,Søholt_Renseanlæg_2023-08-08,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Søholt_Renseanlæg_2023-08-08,,,,,,,,
ERR11967247,AMPLICON,PRJEB65603,SAMEA114317335,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351526,Denmark,Europe,Denmark,55.94255,12.27225,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317335,Hillerød_Renseanlæg_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Hillerød_Renseanlæg_2023-08-10,,,,,,,,
ERR11967248,AMPLICON,PRJEB65603,SAMEA114317336,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351527,Denmark,Europe,Denmark,56.74125,10.11528,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317336,Mariagerfjord_Renseanlæg_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Mariagerfjord_Renseanlæg_2023-08-10,,,,,,,,
ERR11967249,AMPLICON,PRJEB65603,SAMEA114317337,building,STATENS SERUM INSTITUT,2023-08-10,public,0,2023-09-11,2023-09-11,wastewater,ERX11351528,Denmark,Europe,Denmark,56.17562,9.58483,Statens Serum Institut,NextSeq 550,,PAIRED,RT-PCR,VIRAL RNA,wastewater treatment plant,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,"SARS-CoV-2 wastewater Illumina sequencing\, Denmark",2023-09-13T00:00:00Z,SAMEA114317337,Søholt_Renseanlæg_2023-08-10,Severe acute respiratory syndrome coronavirus 2,Illumina,ERP150738,Søholt_Renseanlæg_2023-08-10,,,,,,,,
