Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,Sno,Sno.,ID
SRR29080851,AMPLICON,583,149122467,PRJNA1110039,SAMN41453321,SARS-CoV-2: wastewater surveillance,141892797,CSIR-NCL,2022-12-27,public,"sra,fastq,activ_sars2_vcf","gs,s3,ncbi","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX24604863,India,Asia,India: Maharashtra,MinION,environmental,PMC125C,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:05:00Z,1,RUN135_barcode47,SRP506919,NA,NA,NA,NA,NA,NA,,359,
SRR29080852,AMPLICON,544,75584986,PRJNA1110039,SAMN41453320,SARS-CoV-2: wastewater surveillance,72496267,CSIR-NCL,2023-04-18,public,"sra,activ_sars2_vcf,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX24604862,India,Asia,India: Maharashtra,MinION,environmental,PNVL43,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN135_barcode44,SRP506919,NA,NA,NA,NA,NA,NA,,358,
SRR29080853,AMPLICON,670,76725123,PRJNA1110039,SAMN41453319,SARS-CoV-2: wastewater surveillance,72452736,CSIR-NCL,2023-04-24,public,"sra,activ_sars2_vcf,fastq","gs,ncbi,s3","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX24604861,India,Asia,India: Maharashtra,MinION,environmental,BY44,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:05:00Z,1,RUN135_barcode43,SRP506919,NA,NA,NA,NA,NA,NA,,357,
SRR29080854,AMPLICON,397,115869791,PRJNA1110039,SAMN41453238,SARS-CoV-2: wastewater surveillance,114991795,CSIR-NCL,2022-08-29,public,"sra,fastq,activ_sars2_vcf","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX24605086,India,Asia,India: Maharashtra,MinION,environmental,STR85A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode15,SRP506919,NA,NA,NA,NA,NA,NA,,276,
SRR29080855,AMPLICON,703,93325503,PRJNA1110039,SAMN41453329,SARS-CoV-2: wastewater surveillance,87622722,CSIR-NCL,2023-01-23,public,"activ_sars2_vcf,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,gs.us-east1,s3.us-east-1",SRX24604859,India,Asia,India: Maharashtra,MinION,environmental,JLN13A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN135_barcode66,SRP506919,NA,NA,NA,NA,NA,NA,,367,
SRR29080856,AMPLICON,381,46436909,PRJNA1110039,SAMN41453239,SARS-CoV-2: wastewater surveillance,46248843,CSIR-NCL,2022-08-30,public,"sra,fastq,activ_sars2_vcf","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX24604858,India,Asia,India: Maharashtra,MinION,environmental,AMN85A_2,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode16,SRP506919,NA,NA,NA,NA,NA,NA,,277,
SRR29080857,AMPLICON,370,129742517,PRJNA1110039,SAMN41453230,SARS-CoV-2: wastewater surveillance,129973908,CSIR-NCL,2022-09-07,public,"fastq,sra,activ_sars2_vcf","ncbi,gs,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24604857,India,Asia,India: Maharashtra,MinION,environmental,PCMC91A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode02,SRP506919,NA,NA,NA,NA,NA,NA,,268,
SRR29080858,AMPLICON,355,130873678,PRJNA1110039,SAMN41453229,SARS-CoV-2: wastewater surveillance,132059740,CSIR-NCL,2023-02-16,public,"activ_sars2_vcf,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX24604856,India,Asia,India: Maharashtra,MinION,environmental,BRS92B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T01:04:00Z,1,RUN132_barcode01,SRP506919,NA,NA,NA,NA,NA,NA,,267,
SRR29086863,AMPLICON,330,7176255,PRJNA1110039,SAMN41453514,SARS-CoV-2: wastewater surveillance,7372765,CSIR-NCL,2023-04-17,public,"sra,fastq,activ_sars2_vcf","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX24611323,India,Asia,India: Maharashtra,MinION,environmental,SMK43B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:47:00Z,1,RUN111_barcode72,SRP506919,NA,NA,NA,NA,NA,NA,113,,
SRR29086864,AMPLICON,473,30311288,PRJNA1110039,SAMN41453513,SARS-CoV-2: wastewater surveillance,29414189,CSIR-NCL,2023-05-01,public,"sra,fastq,activ_sars2_vcf","s3,gs,ncbi","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX24611322,India,Asia,India: Maharashtra,MinION,environmental,TNA51,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode71,SRP506919,NA,NA,NA,NA,NA,NA,112,,
SRR29086865,AMPLICON,504,25726822,PRJNA1110039,SAMN41453512,SARS-CoV-2: wastewater surveillance,24906775,CSIR-NCL,2023-04-17,public,"fastq,activ_sars2_vcf,sra","s3,ncbi,gs","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX24611321,India,Asia,India: Maharashtra,MinION,environmental,STR43A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode70,SRP506919,NA,NA,NA,NA,NA,NA,111,,
SRR29086866,AMPLICON,495,16930411,PRJNA1110039,SAMN41453511,SARS-CoV-2: wastewater surveillance,16462796,CSIR-NCL,2023-04-18,public,"fastq,sra,activ_sars2_vcf","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX24611320,India,Asia,India: Maharashtra,MinION,environmental,PCMC43C,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode68,SRP506919,NA,NA,NA,NA,NA,NA,110,,
SRR29086867,AMPLICON,541,98875215,PRJNA1110039,SAMN41453466,SARS-CoV-2: wastewater surveillance,94863251,CSIR-NCL,2023-04-04,public,"sra,fastq,activ_sars2_vcf","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX24611319,India,Asia,India: Maharashtra,MinION,environmental,AU41A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode06,SRP506919,NA,NA,NA,NA,NA,NA,65,,
SRR29086868,AMPLICON,423,16298877,PRJNA1110039,SAMN41453510,SARS-CoV-2: wastewater surveillance,16127525,CSIR-NCL,2023-04-17,public,"activ_sars2_vcf,sra,fastq","s3,gs,ncbi","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX24611318,India,Asia,India: Maharashtra,MinION,environmental,KOP43B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode67,SRP506919,NA,NA,NA,NA,NA,NA,109,,
SRR29086869,AMPLICON,540,70885940,PRJNA1110039,SAMN41453509,SARS-CoV-2: wastewater surveillance,67980272,CSIR-NCL,2023-04-04,public,"fastq,sra,activ_sars2_vcf","s3,gs,ncbi","s3.us-east-1,gs.us-east1,gs.US,ncbi.public",SRX24611317,India,Asia,India: Maharashtra,MinION,environmental,SUR41B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode65,SRP506919,NA,NA,NA,NA,NA,NA,108,,
SRR29086870,AMPLICON,526,106179770,PRJNA1110039,SAMN41453508,SARS-CoV-2: wastewater surveillance,102121389,CSIR-NCL,2023-04-02,public,"sra,fastq,activ_sars2_vcf","s3,ncbi,gs","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX24611316,India,Asia,India: Maharashtra,MinION,environmental,IKZ41A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode64,SRP506919,NA,NA,NA,NA,NA,NA,107,,
SRR29086871,AMPLICON,527,58236597,PRJNA1110039,SAMN41453507,SARS-CoV-2: wastewater surveillance,56028649,CSIR-NCL,2023-04-10,public,"fastq,activ_sars2_vcf,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,gs.US,s3.us-east-1",SRX24611315,India,Asia,India: Maharashtra,MinION,environmental,STR42A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode63,SRP506919,NA,NA,NA,NA,NA,NA,106,,
SRR29086872,AMPLICON,488,33461192,PRJNA1110039,SAMN41453506,SARS-CoV-2: wastewater surveillance,32544420,CSIR-NCL,2023-04-11,public,"fastq,sra,activ_sars2_vcf","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX24611314,India,Asia,India: Maharashtra,MinION,environmental,ABH42,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode62,SRP506919,NA,NA,NA,NA,NA,NA,105,,
SRR29086873,AMPLICON,593,38566776,PRJNA1110039,SAMN41453505,SARS-CoV-2: wastewater surveillance,36717897,CSIR-NCL,2023-04-20,public,"sra,activ_sars2_vcf,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX24611313,India,Asia,India: Maharashtra,MinION,environmental,AU43A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:47:00Z,1,RUN111_barcode61,SRP506919,NA,NA,NA,NA,NA,NA,104,,
SRR29086874,AMPLICON,489,35528091,PRJNA1110039,SAMN41453504,SARS-CoV-2: wastewater surveillance,34632962,CSIR-NCL,2023-04-19,public,"sra,fastq,activ_sars2_vcf","ncbi,s3,gs","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX24611312,India,Asia,India: Maharashtra,MinION,environmental,BEED43A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode59,SRP506919,NA,NA,NA,NA,NA,NA,103,,
SRR29086875,AMPLICON,490,23018263,PRJNA1110039,SAMN41453503,SARS-CoV-2: wastewater surveillance,22411244,CSIR-NCL,2023-04-24,public,"sra,activ_sars2_vcf,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX24611311,India,Asia,India: Maharashtra,MinION,environmental,KYN44,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode58,SRP506919,NA,NA,NA,NA,NA,NA,102,,
SRR29086876,AMPLICON,489,24926918,PRJNA1110039,SAMN41453502,SARS-CoV-2: wastewater surveillance,24211849,CSIR-NCL,2023-04-25,public,"activ_sars2_vcf,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX24611310,India,Asia,India: Maharashtra,MinION,environmental,BRS44A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode57,SRP506919,NA,NA,NA,NA,NA,NA,101,,
SRR29086877,AMPLICON,503,52020485,PRJNA1110039,SAMN41453501,SARS-CoV-2: wastewater surveillance,50234807,CSIR-NCL,2023-04-17,public,"fastq,sra,activ_sars2_vcf","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX24611309,India,Asia,India: Maharashtra,MinION,environmental,PMC43A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode56,SRP506919,NA,NA,NA,NA,NA,NA,100,,
SRR29086878,AMPLICON,564,53207678,PRJNA1110039,SAMN41453465,SARS-CoV-2: wastewater surveillance,50996661,CSIR-NCL,2023-04-03,public,"sra,activ_sars2_vcf,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX24611308,India,Asia,India: Maharashtra,MinION,environmental,OBD41A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode05,SRP506919,NA,NA,NA,NA,NA,NA,64,,
SRR29086879,AMPLICON,519,171000508,PRJNA1110039,SAMN41453500,SARS-CoV-2: wastewater surveillance,163877172,CSIR-NCL,2023-04-03,public,"activ_sars2_vcf,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX24611307,India,Asia,India: Maharashtra,MinION,environmental,BY41,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode54,SRP506919,NA,NA,NA,NA,NA,NA,99,,
SRR29086880,AMPLICON,532,177384735,PRJNA1110039,SAMN41453499,SARS-CoV-2: wastewater surveillance,170021731,CSIR-NCL,2023-04-04,public,"sra,fastq,activ_sars2_vcf","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX24611306,India,Asia,India: Maharashtra,MinION,environmental,SUR41A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode53,SRP506919,NA,NA,NA,NA,NA,NA,98,,
SRR29086881,AMPLICON,527,162047567,PRJNA1110039,SAMN41453498,SARS-CoV-2: wastewater surveillance,155528213,CSIR-NCL,2023-04-02,public,"sra,activ_sars2_vcf,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX24611305,India,Asia,India: Maharashtra,MinION,environmental,SMK41B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode52,SRP506919,NA,NA,NA,NA,NA,NA,97,,
SRR29086882,AMPLICON,520,84095337,PRJNA1110039,SAMN41453497,SARS-CoV-2: wastewater surveillance,80739483,CSIR-NCL,2023-04-10,public,"fastq,sra,activ_sars2_vcf","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX24611304,India,Asia,India: Maharashtra,MinION,environmental,PMC42C,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode51,SRP506919,NA,NA,NA,NA,NA,NA,96,,
SRR29086883,AMPLICON,515,129941096,PRJNA1110039,SAMN41453496,SARS-CoV-2: wastewater surveillance,125114383,CSIR-NCL,2023-04-11,public,"sra,fastq,activ_sars2_vcf","s3,ncbi,gs","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX24611303,India,Asia,India: Maharashtra,MinION,environmental,BUD42,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode50,SRP506919,NA,NA,NA,NA,NA,NA,95,,
SRR29086884,AMPLICON,630,26440366,PRJNA1110039,SAMN41453495,SARS-CoV-2: wastewater surveillance,25071956,CSIR-NCL,2023-04-20,public,"activ_sars2_vcf,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public,gs.us-east1",SRX24611302,India,Asia,India: Maharashtra,MinION,environmental,AMN43B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode49,SRP506919,NA,NA,NA,NA,NA,NA,94,,
SRR29086885,AMPLICON,449,19349976,PRJNA1110039,SAMN41453494,SARS-CoV-2: wastewater surveillance,18983322,CSIR-NCL,2023-05-01,public,"activ_sars2_vcf,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX24611301,India,Asia,India: Maharashtra,MinION,environmental,BY51,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:47:00Z,1,RUN111_barcode48,SRP506919,NA,NA,NA,NA,NA,NA,93,,
SRR29086886,AMPLICON,534,29386205,PRJNA1110039,SAMN41453493,SARS-CoV-2: wastewater surveillance,28339842,CSIR-NCL,2023-04-17,public,"activ_sars2_vcf,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX24611300,India,Asia,India: Maharashtra,MinION,environmental,STR43B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode47,SRP506919,NA,NA,NA,NA,NA,NA,92,,
SRR29086887,AMPLICON,494,10389287,PRJNA1110039,SAMN41453492,SARS-CoV-2: wastewater surveillance,10142313,CSIR-NCL,2023-04-24,public,"activ_sars2_vcf,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX24611299,India,Asia,India: Maharashtra,MinION,environmental,SMK44B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode45,SRP506919,NA,NA,NA,NA,NA,NA,91,,
SRR29086888,AMPLICON,516,187357777,PRJNA1110039,SAMN41453491,SARS-CoV-2: wastewater surveillance,179802248,CSIR-NCL,2023-04-03,public,"fastq,sra,activ_sars2_vcf","s3,ncbi,gs","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24611298,India,Asia,India: Maharashtra,MinION,environmental,TNA41,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode42,SRP506919,NA,NA,NA,NA,NA,NA,90,,
SRR29086889,AMPLICON,509,113355167,PRJNA1110039,SAMN41453464,SARS-CoV-2: wastewater surveillance,109418320,CSIR-NCL,2023-04-10,public,"activ_sars2_vcf,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX24611297,India,Asia,India: Maharashtra,MinION,environmental,KOP42A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode04,SRP506919,NA,NA,NA,NA,NA,NA,63,,
SRR29086890,AMPLICON,555,80914388,PRJNA1110039,SAMN41453490,SARS-CoV-2: wastewater surveillance,77492014,CSIR-NCL,2023-04-03,public,"fastq,sra,activ_sars2_vcf","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX24611296,India,Asia,India: Maharashtra,MinION,environmental,BRS41B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode41,SRP506919,NA,NA,NA,NA,NA,NA,89,,
SRR29086891,AMPLICON,539,59458454,PRJNA1110039,SAMN41453489,SARS-CoV-2: wastewater surveillance,57062641,CSIR-NCL,2023-04-11,public,"fastq,sra,activ_sars2_vcf","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX24611295,India,Asia,India: Maharashtra,MinION,environmental,PCMC42C,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode40,SRP506919,NA,NA,NA,NA,NA,NA,88,,
SRR29086892,AMPLICON,505,57213638,PRJNA1110039,SAMN41453488,SARS-CoV-2: wastewater surveillance,55282937,CSIR-NCL,2023-04-10,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX24611294,India,Asia,India: Maharashtra,MinION,environmental,PMC42A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode39,SRP506919,NA,NA,NA,NA,NA,NA,87,,
SRR29086893,AMPLICON,440,34233351,PRJNA1110039,SAMN41453726,SARS-CoV-2: wastewater surveillance,33713861,CSIR-NCL,2022-09-19,public,"fastq,sra,activ_sars2_vcf","s3,gs,ncbi","gs.US,ncbi.public,gs.us-east1,s3.us-east-1",SRX24611293,India,Asia,India: Maharashtra,MinION,environmental,PCMC92C,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:47:00Z,1,RUN131_barcode96,SRP506919,NA,NA,NA,NA,NA,NA,325,,
SRR29086894,AMPLICON,368,31007684,PRJNA1110039,SAMN41453725,SARS-CoV-2: wastewater surveillance,31212413,CSIR-NCL,2022-09-19,public,"fastq,sra,activ_sars2_vcf","gs,s3,ncbi","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24611292,India,Asia,India: Maharashtra,MinION,environmental,KOP93A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN131_barcode95,SRP506919,NA,NA,NA,NA,NA,NA,324,,
SRR29086895,AMPLICON,352,19915823,PRJNA1110039,SAMN41453724,SARS-CoV-2: wastewater surveillance,20141699,CSIR-NCL,2022-11-04,public,"sra,fastq,activ_sars2_vcf","s3,gs,ncbi","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX24611291,India,Asia,India: Maharashtra,MinION,environmental,SMK111A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN131_barcode93,SRP506919,NA,NA,NA,NA,NA,NA,323,,
SRR29086896,AMPLICON,394,41424957,PRJNA1110039,SAMN41453723,SARS-CoV-2: wastewater surveillance,41359439,CSIR-NCL,2022-12-21,public,"fastq,activ_sars2_vcf,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX24611290,India,Asia,India: Maharashtra,MinION,environmental,STR124B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN131_barcode92,SRP506919,NA,NA,NA,NA,NA,NA,322,,
SRR29086897,AMPLICON,385,36004200,PRJNA1110039,SAMN41453722,SARS-CoV-2: wastewater surveillance,36052848,CSIR-NCL,2022-12-09,public,"sra,activ_sars2_vcf,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX24611289,India,Asia,India: Maharashtra,MinION,environmental,AU122B,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN131_barcode91,SRP506919,NA,NA,NA,NA,NA,NA,321,,
SRR29086898,AMPLICON,355,40543343,PRJNA1110039,SAMN41453721,SARS-CoV-2: wastewater surveillance,40994603,CSIR-NCL,2022-12-08,public,"sra,fastq,activ_sars2_vcf","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX24611288,India,Asia,India: Maharashtra,MinION,environmental,PCMC122C,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN131_barcode90,SRP506919,NA,NA,NA,NA,NA,NA,320,,
SRR29086899,AMPLICON,521,74939931,PRJNA1110039,SAMN41453487,SARS-CoV-2: wastewater surveillance,72244157,CSIR-NCL,2023-04-11,public,"sra,fastq,activ_sars2_vcf","ncbi,gs,s3","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX24611287,India,Asia,India: Maharashtra,MinION,environmental,PNVL42,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN111_barcode38,SRP506919,NA,NA,NA,NA,NA,NA,86,,
SRR29086900,AMPLICON,374,29258234,PRJNA1110039,SAMN41453720,SARS-CoV-2: wastewater surveillance,29402072,CSIR-NCL,2022-12-13,public,"activ_sars2_vcf,sra,fastq","ncbi,s3,gs","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24611286,India,Asia,India: Maharashtra,MinION,environmental,KYN123,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN131_barcode89,SRP506919,NA,NA,NA,NA,NA,NA,319,,
SRR29086901,AMPLICON,377,47572803,PRJNA1110039,SAMN41453719,SARS-CoV-2: wastewater surveillance,47861553,CSIR-NCL,2022-12-17,public,"sra,activ_sars2_vcf,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,gs.us-east1,ncbi.public",SRX24611285,India,Asia,India: Maharashtra,MinION,environmental,AMN123A,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,OXFORD_NANOPORE,2024-05-20T00:00:00Z,2024-05-20T14:48:00Z,1,RUN131_barcode88,SRP506919,NA,NA,NA,NA,NA,NA,318,,
