Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,purpose_of_ww_sampling,purpose_of_ww_sequencing,Isolate,Lat_Lon,STRAIN,sequenced_by
SRR17853675,AMPLICON,296,1518734798,PRJNA735936,SAMN25563578,SARS-CoV-2: wastewater surveillance,707204639,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-27,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14014337,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s09272021,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s09272021,SRP323202,349850,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853676,AMPLICON,296,1872406935,PRJNA735936,SAMN25563597,SARS-CoV-2: wastewater surveillance,913331292,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-10-11,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14014358,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1816,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1816,SRP323202,7820,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853677,AMPLICON,296,2605946147,PRJNA735936,SAMN25563577,SARS-CoV-2: wastewater surveillance,1198941386,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-27,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX14014336,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1766,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1766,SRP323202,25000,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853678,AMPLICON,296,3192456209,PRJNA735936,SAMN25563576,SARS-CoV-2: wastewater surveillance,1471075618,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-27,public,"activ_sars2_vcf,fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14014335,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1765,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1765,SRP323202,139251,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853680,AMPLICON,296,1864258163,PRJNA735936,SAMN25563574,SARS-CoV-2: wastewater surveillance,875843643,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-27,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14014333,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1763,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1763,SRP323202,99061,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853681,AMPLICON,296,3500427094,PRJNA735936,SAMN25563573,SARS-CoV-2: wastewater surveillance,1606358190,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-27,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14014332,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1762,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1762,SRP323202,11203,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853682,AMPLICON,296,1684765679,PRJNA735936,SAMN25563572,SARS-CoV-2: wastewater surveillance,775562512,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-27,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14014331,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1761,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1761,SRP323202,31269,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853683,AMPLICON,296,1879679612,PRJNA735936,SAMN25563571,SARS-CoV-2: wastewater surveillance,882789830,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-27,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14014330,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1760,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1760,SRP323202,32460,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853684,AMPLICON,296,1315774018,PRJNA735936,SAMN25563570,SARS-CoV-2: wastewater surveillance,612740088,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-27,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14014329,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1759,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1759,SRP323202,20832,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853685,AMPLICON,294,2078273032,PRJNA735936,SAMN25563471,SARS-CoV-2: wastewater surveillance,913211676,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-08-16,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14014328,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1570,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1570,SRP323202,11203,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853686,AMPLICON,297,3062266449,PRJNA735936,SAMN25563569,SARS-CoV-2: wastewater surveillance,1462202403,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-27,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14014327,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1758,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1758,SRP323202,55928,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853687,AMPLICON,296,1371976533,PRJNA735936,SAMN25563568,SARS-CoV-2: wastewater surveillance,638190860,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-27,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14014326,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1757,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1757,SRP323202,46659,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853688,AMPLICON,296,1262964846,PRJNA735936,SAMN25563567,SARS-CoV-2: wastewater surveillance,588778175,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-27,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14014325,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1756,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1756,SRP323202,22437,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853689,AMPLICON,297,2369800670,PRJNA735936,SAMN25563566,SARS-CoV-2: wastewater surveillance,1117399089,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-27,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14014324,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1755,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1755,SRP323202,295910,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853690,AMPLICON,297,2027690688,PRJNA735936,SAMN25563565,SARS-CoV-2: wastewater surveillance,939721902,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-27,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14014323,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1754,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1754,SRP323202,25073,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853691,AMPLICON,296,1407271862,PRJNA735936,SAMN25563564,SARS-CoV-2: wastewater surveillance,665379051,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-27,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX14014322,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1753,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1753,SRP323202,35956,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853692,AMPLICON,296,1318284334,PRJNA735936,SAMN25563563,SARS-CoV-2: wastewater surveillance,607236411,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-27,public,"fastq,sra,activ_sars2_vcf","gs,s3","gs.US,s3.us-east-1",SRX14014321,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1752,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1752,SRP323202,7820,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853693,AMPLICON,296,1290713799,PRJNA735936,SAMN25563562,SARS-CoV-2: wastewater surveillance,601880367,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-27,public,"sra,activ_sars2_vcf,fastq","gs,s3","gs.US,s3.us-east-1",SRX14014320,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1751,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1751,SRP323202,10739,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853694,AMPLICON,296,908621938,PRJNA735936,SAMN25563561,SARS-CoV-2: wastewater surveillance,440496010,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-20,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX14014319,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s09202021,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s09202021,SRP323202,349850,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853695,AMPLICON,297,3392298692,PRJNA735936,SAMN25563560,SARS-CoV-2: wastewater surveillance,1621033298,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-20,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14014318,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1734,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1734,SRP323202,25000,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853696,AMPLICON,294,1965068175,PRJNA735936,SAMN25563470,SARS-CoV-2: wastewater surveillance,874326920,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-08-16,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14014317,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1569,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1569,SRP323202,31269,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853697,AMPLICON,292,2614111664,PRJNA735936,SAMN25563461,SARS-CoV-2: wastewater surveillance,1147449121,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-08-16,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14014316,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1560,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1560,SRP323202,7820,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853698,AMPLICON,294,2224807508,PRJNA735936,SAMN25563460,SARS-CoV-2: wastewater surveillance,1008079043,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-08-16,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14014315,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1559,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1559,SRP323202,10739,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853699,AMPLICON,296,1768047908,PRJNA735936,SAMN25563538,SARS-CoV-2: wastewater surveillance,832669200,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-13,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14014688,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1697,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1697,SRP323202,31269,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853700,AMPLICON,296,2922599695,PRJNA735936,SAMN25563537,SARS-CoV-2: wastewater surveillance,1382341281,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-13,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14014687,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1696,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1696,SRP323202,32460,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853701,AMPLICON,297,4023394207,PRJNA735936,SAMN25563536,SARS-CoV-2: wastewater surveillance,1910398187,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-13,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14014686,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1695,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1695,SRP323202,20832,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853702,AMPLICON,296,1253609106,PRJNA735936,SAMN25563535,SARS-CoV-2: wastewater surveillance,596303140,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-13,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14014685,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1694,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1694,SRP323202,55928,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853703,AMPLICON,297,3257261386,PRJNA735936,SAMN25563729,SARS-CoV-2: wastewater surveillance,1593417547,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-11-30,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14014528,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1941,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1941,SRP323202,139251,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853704,AMPLICON,296,1245220498,PRJNA735936,SAMN25563534,SARS-CoV-2: wastewater surveillance,586737657,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-13,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX14014684,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1693,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1693,SRP323202,46659,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853705,AMPLICON,296,2585791537,PRJNA735936,SAMN25563533,SARS-CoV-2: wastewater surveillance,1219185265,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-13,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14014683,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1692,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1692,SRP323202,22437,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853706,AMPLICON,296,2339822363,PRJNA735936,SAMN25563532,SARS-CoV-2: wastewater surveillance,1111405362,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-13,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX14014682,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1691,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1691,SRP323202,295910,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
SRR17853707,AMPLICON,296,3041381481,PRJNA735936,SAMN25563531,SARS-CoV-2: wastewater surveillance,1425848857,UNIVERSITY OF LOUISVILLE,"Joeseph Moore\, Eric C. Rouchka\, Julia H. Chariker\, Sabine Waigel\, Wolfgang Zacharias\, Mei Zhang\, Damond Talley\, Erin Elliott\, Arvind Varsani\, Sarah Moyer\, Rochelle H. Holm\, Ray A. Yeager\, Kevin Sokoloski\, Ted Smith\, Aruni Bhatnagar\, The Universisty of ...",2021-09-13,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14014681,USA,North America,USA: Kentucky,NextSeq 500,wastewater,s1690,PAIRED,RANDOM PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-01T00:00:00Z,s1690,SRP323202,25073,24 h,raw wastewater,grab,yes,SARS-CoV-2,,,,,,
