Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,environment_(biome),environment_(feature),environment_(material),Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,run_date (run),Sample Name,Sample_Name,Sequencing_method,sewage_type,SRA Study,Submitter_Id,wastewater/sludge_environmental_package,wastewater_type,geographic_location_(region_and_locality)
ERR9862188,RNA-Seq,502,93095900,PRJEB44932,SAMEA110149708,34964727,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-06-01,SARS-CoV2,public,"cram,sra,activ_sars2_vcf","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407266,SAMEA110149708,Switzerland,Europe,Switzerland,46.8707,9.5293,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-12,SAMEA110149708,17_2021_06_01,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,17_2021_06_01,wastewater/sludge,human waste,GR - Chur - ARA Chur
ERR9862189,RNA-Seq,502,574547032,PRJEB44932,SAMEA110149709,115443307,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-26,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407267,SAMEA110149709,Switzerland,Europe,Switzerland,47.4902,9.5673,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-12,SAMEA110149709,19_2021_05_26,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,19_2021_05_26,wastewater/sludge,human waste,SG - Altenrhein - ARA Altenrhein
ERR9862190,RNA-Seq,502,664998396,PRJEB44932,SAMEA110149710,156670712,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-27,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407268,SAMEA110149710,Switzerland,Europe,Switzerland,47.4902,9.5673,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-12,SAMEA110149710,19_2021_05_27,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,19_2021_05_27,wastewater/sludge,human waste,SG - Altenrhein - ARA Altenrhein
ERR9862191,RNA-Seq,502,254490406,PRJEB44932,SAMEA110149711,86567543,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-29,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407269,SAMEA110149711,Switzerland,Europe,Switzerland,47.4902,9.5673,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-12,SAMEA110149711,19_2021_05_29,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,19_2021_05_29,wastewater/sludge,human waste,SG - Altenrhein - ARA Altenrhein
ERR9862192,RNA-Seq,502,239824978,PRJEB44932,SAMEA110149712,75839773,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-30,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407270,SAMEA110149712,Switzerland,Europe,Switzerland,47.4902,9.5673,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-12,SAMEA110149712,19_2021_05_30,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,19_2021_05_30,wastewater/sludge,human waste,SG - Altenrhein - ARA Altenrhein
ERR9862193,RNA-Seq,502,428663824,PRJEB44932,SAMEA110149713,93014679,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-31,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407271,SAMEA110149713,Switzerland,Europe,Switzerland,47.4902,9.5673,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-12,SAMEA110149713,19_2021_05_31,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,19_2021_05_31,wastewater/sludge,human waste,SG - Altenrhein - ARA Altenrhein
ERR9862194,RNA-Seq,502,19145778,PRJEB44932,SAMEA110149714,4030029,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-06-01,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407272,SAMEA110149714,Switzerland,Europe,Switzerland,47.4902,9.5673,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-12,SAMEA110149714,19_2021_06_01,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,19_2021_06_01,wastewater/sludge,human waste,SG - Altenrhein - ARA Altenrhein
ERR9862195,RNA-Seq,502,257573690,PRJEB44932,SAMEA110149715,97820694,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-26,SARS-CoV2,public,"cram,sra,activ_sars2_vcf","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407273,SAMEA110149715,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-12,SAMEA110149715,25_2021_05_26,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_05_26,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9862196,RNA-Seq,502,5325718,PRJEB44932,SAMEA110149716,2522175,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-27,SARS-CoV2,public,"cram,sra,activ_sars2_vcf","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407274,SAMEA110149716,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-12,SAMEA110149716,25_2021_05_27,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_05_27,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9862197,RNA-Seq,502,210669320,PRJEB44932,SAMEA110149717,62888558,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-28,SARS-CoV2,public,"sra,activ_sars2_vcf,cram","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407275,SAMEA110149717,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-12,SAMEA110149717,25_2021_05_28,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_05_28,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9862198,RNA-Seq,502,193017494,PRJEB44932,SAMEA110149718,51012689,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-29,SARS-CoV2,public,"sra,cram,activ_sars2_vcf","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407276,SAMEA110149718,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-12,SAMEA110149718,25_2021_05_29,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_05_29,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9862199,RNA-Seq,502,166200654,PRJEB44932,SAMEA110149719,55215975,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-30,SARS-CoV2,public,"cram,sra,activ_sars2_vcf","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407277,SAMEA110149719,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-12,SAMEA110149719,25_2021_05_30,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_05_30,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9862200,RNA-Seq,502,278834896,PRJEB44932,SAMEA110149720,78769592,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-31,SARS-CoV2,public,"sra,cram,activ_sars2_vcf","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407278,SAMEA110149720,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-12,SAMEA110149720,25_2021_05_31,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_05_31,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9862201,RNA-Seq,502,108582600,PRJEB44932,SAMEA110149721,58388962,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-06-01,SARS-CoV2,public,"activ_sars2_vcf,cram,sra","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407279,SAMEA110149721,Switzerland,Europe,Switzerland,46.9174,7.24057,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-12,SAMEA110149721,25_2021_06_01,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,25_2021_06_01,wastewater/sludge,human waste,BE - Laupen - ARA Sensetal
ERR9862202,RNA-Seq,582,28074516,PRJEB44932,SAMEA110149722,19068945,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-19,SARS-CoV2,public,"cram,sra","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407280,SAMEA110149722,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-04,SAMEA110149722,05_2021_05_19,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_05_19,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9862203,RNA-Seq,582,51845142,PRJEB44932,SAMEA110149722,36661163,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-19,SARS-CoV2,public,"cram,sra","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407281,SAMEA110149722,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-04,SAMEA110149722,05_2021_05_19,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_05_19,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9862204,RNA-Seq,582,105548028,PRJEB44932,SAMEA110149723,61312437,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-21,SARS-CoV2,public,"cram,activ_sars2_vcf,sra","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407282,SAMEA110149723,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-04,SAMEA110149723,05_2021_05_21,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_05_21,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9862205,RNA-Seq,582,83226582,PRJEB44932,SAMEA110149724,44934764,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-22,SARS-CoV2,public,"cram,sra,activ_sars2_vcf","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407283,SAMEA110149724,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-04,SAMEA110149724,05_2021_05_22,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_05_22,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9862206,RNA-Seq,582,142852482,PRJEB44932,SAMEA110149725,79329714,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-23,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407284,SAMEA110149725,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-04,SAMEA110149725,05_2021_05_23,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_05_23,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9862207,RNA-Seq,582,146766432,PRJEB44932,SAMEA110149726,91394709,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-24,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407285,SAMEA110149726,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-04,SAMEA110149726,05_2021_05_24,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_05_24,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9862208,RNA-Seq,582,97645050,PRJEB44932,SAMEA110149727,56111691,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-25,SARS-CoV2,public,"sra,activ_sars2_vcf,cram","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407286,SAMEA110149727,Switzerland,Europe,Switzerland,46.0096,8.9177,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-04,SAMEA110149727,05_2021_05_25,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,05_2021_05_25,wastewater/sludge,human waste,TI - Lugano - CDA Lugano
ERR9862209,RNA-Seq,582,216351516,PRJEB44932,SAMEA110149728,100466044,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-19,SARS-CoV2,public,"sra,activ_sars2_vcf,cram","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407287,SAMEA110149728,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-04,SAMEA110149728,10_2021_05_19,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_05_19,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9862210,RNA-Seq,582,248590824,PRJEB44932,SAMEA110149729,88534537,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-20,SARS-CoV2,public,"sra,cram,activ_sars2_vcf","gs,s3","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407288,SAMEA110149729,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-04,SAMEA110149729,10_2021_05_20,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_05_20,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9862211,RNA-Seq,582,497481378,PRJEB44932,SAMEA110149730,159133188,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-21,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","gs,s3","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407289,SAMEA110149730,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-04,SAMEA110149730,10_2021_05_21,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_05_21,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9862212,RNA-Seq,582,511082718,PRJEB44932,SAMEA110149731,156512180,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-22,SARS-CoV2,public,"sra,cram,activ_sars2_vcf","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407290,SAMEA110149731,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-04,SAMEA110149731,10_2021_05_22,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_05_22,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9862213,RNA-Seq,582,188684400,PRJEB44932,SAMEA110149732,58179942,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-23,SARS-CoV2,public,"cram,sra,activ_sars2_vcf","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407291,SAMEA110149732,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-04,SAMEA110149732,10_2021_05_23,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_05_23,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9862214,RNA-Seq,582,411854046,PRJEB44932,SAMEA110149733,119503895,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-24,SARS-CoV2,public,"sra,cram,activ_sars2_vcf","s3,gs","s3.us-east-1,gs.US",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407292,SAMEA110149733,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-04,SAMEA110149733,10_2021_05_24,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_05_24,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
ERR9862215,RNA-Seq,582,464172354,PRJEB44932,SAMEA110149734,146041806,"SWISS INSTITUTE OF BIOINFORMATICS, SWITZERLAND",2021-05-25,SARS-CoV2,public,"activ_sars2_vcf,sra,cram","s3,gs","gs.US,s3.us-east-1",2022-06-20,2022-06-20,2022-06-20,2022-06-20,urban biome,city,sewage,ERX9407293,SAMEA110149734,Switzerland,Europe,Switzerland,47.4007,8.481,SIB,"Swiss Institute of Bioinformatics\, Switzerland",2022-06-20T04:17:35Z,2022-06-20T04:17:35Z,public,Illumina MiSeq,virus,,PAIRED,cDNA,METAGENOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,Swiss SARS-CoV-2 Wastewater Surveillance,2022-06-20T00:00:00Z,2021-06-04,SAMEA110149734,10_2021_05_25,NGS Illumina xxx,municipal wastewater treatment plant,ERP129046,10_2021_05_25,wastewater/sludge,human waste,ZH - Zürich - ARA Werdhölzli
