Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample_ID,Sample Name,sequence_submitter_contact_email (run),sequenced_by,sequencing_protocol_name (run),SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_jurisdiction,ww_surv_target_1_known_present,ww_surv_target_1,amplicon__PCR_primer_scheme (run),amplicon_size (run)
SRR17887909,AMPLICON,302,90455342,PRJNA771693,SAMN25656011,SARS-CoV-2: wastewater surveillance,36803421,TGEN NORTH,Aquavitas,2020-12-17,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046989,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_1283,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:03:00Z,2,1283,aquavitas_1283,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887910,AMPLICON,302,119489320,PRJNA771693,SAMN25656010,SARS-CoV-2: wastewater surveillance,48132620,TGEN NORTH,Aquavitas,2020-12-15,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046988,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_1282,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:02:00Z,2,1282,aquavitas_1282,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887911,AMPLICON,302,139602822,PRJNA771693,SAMN25656009,SARS-CoV-2: wastewater surveillance,55442467,TGEN NORTH,Aquavitas,2020-12-15,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046987,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_1281,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:03:00Z,2,1281,aquavitas_1281,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887912,AMPLICON,302,78497652,PRJNA771693,SAMN25656008,SARS-CoV-2: wastewater surveillance,31726086,TGEN NORTH,Aquavitas,2020-12-15,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046986,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_1279,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:02:00Z,2,1279,aquavitas_1279,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887913,AMPLICON,302,102750064,PRJNA771693,SAMN25656007,SARS-CoV-2: wastewater surveillance,41937289,TGEN NORTH,Aquavitas,2020-12-15,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14046985,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_1278,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:02:00Z,2,1278,aquavitas_1278,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887914,AMPLICON,302,118775996,PRJNA771693,SAMN25656006,SARS-CoV-2: wastewater surveillance,48287575,TGEN NORTH,Aquavitas,2020-12-15,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046984,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_1275,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:02:00Z,2,1275,aquavitas_1275,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887915,AMPLICON,302,120001512,PRJNA771693,SAMN25655961,SARS-CoV-2: wastewater surveillance,48339373,TGEN NORTH,Aquavitas,2020-10-27,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14046983,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_1035,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:02:00Z,2,1035,aquavitas_1035,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887916,AMPLICON,302,107659678,PRJNA771693,SAMN25656005,SARS-CoV-2: wastewater surveillance,43186099,TGEN NORTH,Aquavitas,2020-12-15,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046982,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_1274,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:02:00Z,2,1274,aquavitas_1274,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887917,AMPLICON,302,89043794,PRJNA771693,SAMN25656004,SARS-CoV-2: wastewater surveillance,35745691,TGEN NORTH,Aquavitas,2020-12-15,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046981,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_1273,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:02:00Z,2,1273,aquavitas_1273,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887918,AMPLICON,302,6040,PRJNA771693,SAMN25656228,SARS-CoV-2: wastewater surveillance,83223,TGEN NORTH,Aquavitas,2020-12-22,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14046980,USA,North America,USA: Georgia,NextSeq 500,wastewater,aquavitas_HS26,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T18:58:00Z,1,HS26,aquavitas_HS26,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887919,AMPLICON,302,52246,PRJNA771693,SAMN25656227,SARS-CoV-2: wastewater surveillance,105136,TGEN NORTH,Aquavitas,2020-12-21,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14046979,USA,North America,USA: Florida,NextSeq 500,wastewater,aquavitas_HS25,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T18:58:00Z,1,HS25,aquavitas_HS25,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887920,AMPLICON,302,31106,PRJNA771693,SAMN25656226,SARS-CoV-2: wastewater surveillance,92909,TGEN NORTH,Aquavitas,2020-12-22,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14046978,USA,North America,USA: Virginia,NextSeq 500,wastewater,aquavitas_HS23,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T18:58:00Z,1,HS23,aquavitas_HS23,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887921,AMPLICON,302,124135288,PRJNA771693,SAMN25655983,SARS-CoV-2: wastewater surveillance,50021812,TGEN NORTH,Aquavitas,2020-11-19,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14046977,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_1163,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:03:00Z,2,1163,aquavitas_1163,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887922,AMPLICON,302,169101880,PRJNA771693,SAMN25656225,SARS-CoV-2: wastewater surveillance,66869237,TGEN NORTH,Aquavitas,2021-01-06,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046976,USA,North America,USA: West Virginia,NextSeq 500,wastewater,aquavitas_HS226,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:03:00Z,2,HS226,aquavitas_HS226,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887923,AMPLICON,302,148118316,PRJNA771693,SAMN25656224,SARS-CoV-2: wastewater surveillance,58332548,TGEN NORTH,Aquavitas,2021-01-06,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046975,USA,North America,USA: Oklahoma,NextSeq 500,wastewater,aquavitas_HS224,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:03:00Z,2,HS224,aquavitas_HS224,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887924,AMPLICON,302,203738260,PRJNA771693,SAMN25656223,SARS-CoV-2: wastewater surveillance,83027161,TGEN NORTH,Aquavitas,2021-01-06,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14046974,USA,North America,USA: Oklahoma,NextSeq 500,wastewater,aquavitas_HS223,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:12:00Z,2,HS223,aquavitas_HS223,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887925,AMPLICON,302,126242946,PRJNA771693,SAMN25656222,SARS-CoV-2: wastewater surveillance,49984979,TGEN NORTH,Aquavitas,2021-01-06,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046973,USA,North America,USA: Virginia,NextSeq 500,wastewater,aquavitas_HS218,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:02:00Z,2,HS218,aquavitas_HS218,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887926,AMPLICON,302,92158018,PRJNA771693,SAMN25656221,SARS-CoV-2: wastewater surveillance,36208414,TGEN NORTH,Aquavitas,2020-12-22,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046972,USA,North America,USA: Minnesota,NextSeq 500,wastewater,aquavitas_HS20,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:14:00Z,2,HS20,aquavitas_HS20,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887927,AMPLICON,302,91872326,PRJNA771693,SAMN25656220,SARS-CoV-2: wastewater surveillance,35979586,TGEN NORTH,Aquavitas,2021-01-06,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046971,USA,North America,USA: Florida,NextSeq 500,wastewater,aquavitas_HS187,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:11:00Z,2,HS187,aquavitas_HS187,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887928,AMPLICON,302,1812,PRJNA771693,SAMN25656219,SARS-CoV-2: wastewater surveillance,81015,TGEN NORTH,Aquavitas,2020-12-21,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14046970,USA,North America,USA: California,NextSeq 500,wastewater,aquavitas_HS17,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T18:58:00Z,1,HS17,aquavitas_HS17,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887929,AMPLICON,302,119418954,PRJNA771693,SAMN25656218,SARS-CoV-2: wastewater surveillance,47080847,TGEN NORTH,Aquavitas,2021-01-06,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046969,USA,North America,USA: Oklahoma,NextSeq 500,wastewater,aquavitas_HS168,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:10:00Z,2,HS168,aquavitas_HS168,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887930,AMPLICON,302,98922516,PRJNA771693,SAMN25656217,SARS-CoV-2: wastewater surveillance,39661308,TGEN NORTH,Aquavitas,2021-02-15,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046968,USA,North America,USA: West Virginia,NextSeq 500,wastewater,aquavitas_HS1296,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:10:00Z,2,HS1296,aquavitas_HS1296,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887931,AMPLICON,302,101994460,PRJNA771693,SAMN25656216,SARS-CoV-2: wastewater surveillance,41138967,TGEN NORTH,Aquavitas,2021-02-16,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046967,USA,North America,USA: Montana,NextSeq 500,wastewater,aquavitas_HS1295,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:14:00Z,2,HS1295,aquavitas_HS1295,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,WV,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887932,AMPLICON,302,106644052,PRJNA771693,SAMN25655982,SARS-CoV-2: wastewater surveillance,43133888,TGEN NORTH,Aquavitas,2020-11-17,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046966,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_1155,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:10:00Z,2,1155,aquavitas_1155,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887933,AMPLICON,302,93529702,PRJNA771693,SAMN25656215,SARS-CoV-2: wastewater surveillance,37425218,TGEN NORTH,Aquavitas,2021-02-15,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14046965,USA,North America,USA: Florida,NextSeq 500,wastewater,aquavitas_HS1293,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:02:00Z,2,HS1293,aquavitas_HS1293,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,OK,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887934,AMPLICON,302,134469426,PRJNA771693,SAMN25656185,SARS-CoV-2: wastewater surveillance,53805838,TGEN NORTH,Aquavitas,2020-06-06,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046964,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_CVWW310,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:03:00Z,2,CVWW310,aquavitas_CVWW310,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,ID,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887935,AMPLICON,302,145898918,PRJNA771693,SAMN25656184,SARS-CoV-2: wastewater surveillance,58357421,TGEN NORTH,Aquavitas,2020-06-06,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046963,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_CVWW307,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T18:59:00Z,1,CVWW307,aquavitas_CVWW307,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,VA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887936,AMPLICON,302,133984112,PRJNA771693,SAMN25656183,SARS-CoV-2: wastewater surveillance,53676007,TGEN NORTH,Aquavitas,2020-06-05,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046962,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_CVWW303,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:10:00Z,2,CVWW303,aquavitas_CVWW303,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,WA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887937,AMPLICON,302,63919810,PRJNA771693,SAMN25656182,SARS-CoV-2: wastewater surveillance,25627191,TGEN NORTH,Aquavitas,2020-06-05,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14046961,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_CVWW301,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:02:00Z,2,CVWW301,aquavitas_CVWW301,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,ME,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887938,AMPLICON,302,91638276,PRJNA771693,SAMN25656181,SARS-CoV-2: wastewater surveillance,36446418,TGEN NORTH,Aquavitas,2020-06-03,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046960,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_CVWW274,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:03:00Z,2,CVWW274,aquavitas_CVWW274,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,OK,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887939,AMPLICON,302,159006020,PRJNA771693,SAMN25656180,SARS-CoV-2: wastewater surveillance,63625979,TGEN NORTH,Aquavitas,2020-06-02,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046959,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_CVWW266,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:04:00Z,2,CVWW266,aquavitas_CVWW266,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,OR,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887940,AMPLICON,302,85922020,PRJNA771693,SAMN25656179,SARS-CoV-2: wastewater surveillance,34233188,TGEN NORTH,Aquavitas,2020-06-02,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14046958,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_CVWW260,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:10:00Z,2,CVWW260,aquavitas_CVWW260,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,VA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887941,AMPLICON,302,104745982,PRJNA771693,SAMN25656178,SARS-CoV-2: wastewater surveillance,42161678,TGEN NORTH,Aquavitas,2020-05-30,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046957,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_CVWW253,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:02:00Z,2,CVWW253,aquavitas_CVWW253,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,SC,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887942,AMPLICON,302,75144546,PRJNA771693,SAMN25656177,SARS-CoV-2: wastewater surveillance,30192644,TGEN NORTH,Aquavitas,2020-05-28,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14046956,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_CVWW234,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:02:00Z,2,CVWW234,aquavitas_CVWW234,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,NJ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887943,AMPLICON,302,88766256,PRJNA771693,SAMN25656176,SARS-CoV-2: wastewater surveillance,36032713,TGEN NORTH,Aquavitas,2020-05-21,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14046955,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_CVWW203,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:07:00Z,2,CVWW203,aquavitas_CVWW203,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,WV,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887944,AMPLICON,302,117831642,PRJNA771693,SAMN25655978,SARS-CoV-2: wastewater surveillance,47450666,TGEN NORTH,Aquavitas,2020-11-14,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046954,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_1143,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:10:00Z,2,1143,aquavitas_1143,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,AZ,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887945,AMPLICON,302,94091724,PRJNA771693,SAMN25656175,SARS-CoV-2: wastewater surveillance,38013432,TGEN NORTH,Aquavitas,2020-05-19,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX14046953,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_CVWW179,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:11:00Z,2,CVWW179,aquavitas_CVWW179,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,MT,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887946,AMPLICON,302,93622718,PRJNA771693,SAMN25656174,SARS-CoV-2: wastewater surveillance,37718695,TGEN NORTH,Aquavitas,2020-05-16,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046952,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_CVWW177,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:02:00Z,2,CVWW177,aquavitas_CVWW177,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,FL,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887947,AMPLICON,302,67914062,PRJNA771693,SAMN25656173,SARS-CoV-2: wastewater surveillance,27585056,TGEN NORTH,Aquavitas,2020-05-12,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046951,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_CVWW147,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:02:00Z,2,CVWW147,aquavitas_CVWW147,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,CA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
SRR17887948,AMPLICON,302,106649186,PRJNA771693,SAMN25656172,SARS-CoV-2: wastewater surveillance,43172474,TGEN NORTH,Aquavitas,2020-05-10,public,"activ_sars2_vcf,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX14046950,USA,North America,USA: Arizona,NextSeq 500,wastewater,aquavitas_CVWW136,PAIRED,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-02-04T00:00:00Z,2022-02-04T19:02:00Z,2,CVWW136,aquavitas_CVWW136,jbowers@tgen.org,TGen North,Seqwell,SRP341648,missing,missing,missing,missing,IA,yes,SARS-CoV-2,ARTIC nCoV-2019 v4,300
