Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1
SRR19995022,AMPLICON,137,1449811726,PRJNA856091,SAMN29439494,SARS-CoV-2: wastewater surveillance,1067851979,TECHNICAL UNIVERSITY OF DARMSTADT,R,2021-09-13,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX16036044,Germany,Europe,Germany,Ion Torrent S5,wastewater,WBR_2021-09-13,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,WBR_2021-09-13,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995023,AMPLICON,121,834351228,PRJNA856091,SAMN29439516,SARS-CoV-2: wastewater surveillance,617178580,TECHNICAL UNIVERSITY OF DARMSTADT,B,2021-10-11,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX16036043,Germany,Europe,Germany,Ion Torrent S5,wastewater,GIS_2021-10-11,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,GIS_2021-10-11,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995024,AMPLICON,123,1680564322,PRJNA856091,SAMN29439515,SARS-CoV-2: wastewater surveillance,1233064083,TECHNICAL UNIVERSITY OF DARMSTADT,A,2021-10-11,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX16036042,Germany,Europe,Germany,Ion Torrent S5,wastewater,FLD_2021-10-11,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:44:00Z,1,FLD_2021-10-11,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995025,AMPLICON,131,2194364109,PRJNA856091,SAMN29439514,SARS-CoV-2: wastewater surveillance,1624174777,TECHNICAL UNIVERSITY OF DARMSTADT,C,2021-10-11,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX16036041,Germany,Europe,Germany,Ion Torrent S5,wastewater,VHL_2021-10-11,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:45:00Z,1,VHL_2021-10-11,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995026,AMPLICON,150,2913091502,PRJNA856091,SAMN29439513,SARS-CoV-2: wastewater surveillance,2155777333,TECHNICAL UNIVERSITY OF DARMSTADT,P,2021-10-11,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16036040,Germany,Europe,Germany,Ion Torrent S5,wastewater,KSL_2021-10-11,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:48:00Z,1,KSL_2021-10-11,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995027,AMPLICON,140,1243588126,PRJNA856091,SAMN29439512,SARS-CoV-2: wastewater surveillance,927886212,TECHNICAL UNIVERSITY OF DARMSTADT,Y,2021-10-04,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX16036039,Germany,Europe,Germany,Ion Torrent S5,wastewater,FRS_2021-10-04,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,FRS_2021-10-04,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995028,AMPLICON,156,1862074450,PRJNA856091,SAMN29439511,SARS-CoV-2: wastewater surveillance,1343663476,TECHNICAL UNIVERSITY OF DARMSTADT,L,2021-10-04,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX16036038,Germany,Europe,Germany,Ion Torrent S5,wastewater,DMS_2021-10-04,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:45:00Z,1,DMS_2021-10-04,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995029,AMPLICON,143,1075961134,PRJNA856091,SAMN29439510,SARS-CoV-2: wastewater surveillance,785139308,TECHNICAL UNIVERSITY OF DARMSTADT,T,2021-10-04,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX16036037,Germany,Europe,Germany,Ion Torrent S5,wastewater,HAN_2021-10-04,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,HAN_2021-10-04,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995030,AMPLICON,128,1033569550,PRJNA856091,SAMN29439509,SARS-CoV-2: wastewater surveillance,758420596,TECHNICAL UNIVERSITY OF DARMSTADT,R,2021-10-04,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX16036036,Germany,Europe,Germany,Ion Torrent S5,wastewater,FRG_2021-10-04,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,FRG_2021-10-04,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995031,AMPLICON,160,1657006596,PRJNA856091,SAMN29439627,SARS-CoV-2: wastewater surveillance,1217451595,TECHNICAL UNIVERSITY OF DARMSTADT,AA,2022-03-15,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16036035,Germany,Europe,Germany,Ion Torrent S5,wastewater,FRG_2022-03-15,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,FRG_2022-03-15,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995032,AMPLICON,158,1439489140,PRJNA856091,SAMN29439626,SARS-CoV-2: wastewater surveillance,1047354867,TECHNICAL UNIVERSITY OF DARMSTADT,X,2022-03-15,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX16036034,Germany,Europe,Germany,Ion Torrent S5,wastewater,HAN_2022-03-15,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,HAN_2022-03-15,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995033,AMPLICON,169,2279027164,PRJNA856091,SAMN29439625,SARS-CoV-2: wastewater surveillance,1651897801,TECHNICAL UNIVERSITY OF DARMSTADT,K,2022-03-15,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16036033,Germany,Europe,Germany,Ion Torrent S5,wastewater,WBR_2022-03-15,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:45:00Z,1,WBR_2022-03-15,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995034,AMPLICON,167,2198995701,PRJNA856091,SAMN29439624,SARS-CoV-2: wastewater surveillance,1604740372,TECHNICAL UNIVERSITY OF DARMSTADT,J,2022-03-15,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX16036032,Germany,Europe,Germany,Ion Torrent S5,wastewater,WSB_2022-03-15,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:45:00Z,1,WSB_2022-03-15,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995035,AMPLICON,161,1661054826,PRJNA856091,SAMN29439623,SARS-CoV-2: wastewater surveillance,1217187797,TECHNICAL UNIVERSITY OF DARMSTADT,I,2022-03-15,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX16036031,Germany,Europe,Germany,Ion Torrent S5,wastewater,FRS_2022-03-15,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,FRS_2022-03-15,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995036,AMPLICON,162,1651717966,PRJNA856091,SAMN29439622,SARS-CoV-2: wastewater surveillance,1213131178,TECHNICAL UNIVERSITY OF DARMSTADT,C,2022-03-15,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX16036030,Germany,Europe,Germany,Ion Torrent S5,wastewater,DMS_2022-03-15,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,DMS_2022-03-15,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995037,AMPLICON,162,1655887998,PRJNA856091,SAMN29439621,SARS-CoV-2: wastewater surveillance,1212064535,TECHNICAL UNIVERSITY OF DARMSTADT,B,2022-03-15,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX16036029,Germany,Europe,Germany,Ion Torrent S5,wastewater,FRN_2022-03-15,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,FRN_2022-03-15,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995038,AMPLICON,160,1755095205,PRJNA856091,SAMN29439620,SARS-CoV-2: wastewater surveillance,1293297752,TECHNICAL UNIVERSITY OF DARMSTADT,Y,2022-03-15,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16036028,Germany,Europe,Germany,Ion Torrent S5,wastewater,BNH_2022-03-15,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:44:00Z,1,BNH_2022-03-15,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995039,AMPLICON,138,1014516239,PRJNA856091,SAMN29439505,SARS-CoV-2: wastewater surveillance,757660854,TECHNICAL UNIVERSITY OF DARMSTADT,U,2021-09-27,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX16036027,Germany,Europe,Germany,Ion Torrent S5,wastewater,FLD_2021-09-27,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,FLD_2021-09-27,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995040,AMPLICON,170,1878880986,PRJNA856091,SAMN29439615,SARS-CoV-2: wastewater surveillance,1393072937,TECHNICAL UNIVERSITY OF DARMSTADT,I,2022-03-08,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX16036026,Germany,Europe,Germany,Ion Torrent S5,wastewater,LML_2022-03-08,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,LML_2022-03-08,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995041,AMPLICON,142,983126531,PRJNA856091,SAMN29439614,SARS-CoV-2: wastewater surveillance,712576100,TECHNICAL UNIVERSITY OF DARMSTADT,Y,2022-03-01,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX16036025,Germany,Europe,Germany,Ion Torrent S5,wastewater,DMS_2022-03-01,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,DMS_2022-03-01,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995042,AMPLICON,163,1338795397,PRJNA856091,SAMN29439613,SARS-CoV-2: wastewater surveillance,969143957,TECHNICAL UNIVERSITY OF DARMSTADT,Q,2022-03-01,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX16036024,Germany,Europe,Germany,Ion Torrent S5,wastewater,FRG_2022-03-01,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,FRG_2022-03-01,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995043,AMPLICON,139,1134585214,PRJNA856091,SAMN29439612,SARS-CoV-2: wastewater surveillance,823309919,TECHNICAL UNIVERSITY OF DARMSTADT,P,2022-03-01,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX16036023,Germany,Europe,Germany,Ion Torrent S5,wastewater,HAN_2022-03-01,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,HAN_2022-03-01,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995044,AMPLICON,146,1131162752,PRJNA856091,SAMN29439611,SARS-CoV-2: wastewater surveillance,823597797,TECHNICAL UNIVERSITY OF DARMSTADT,O,2022-03-01,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX16036022,Germany,Europe,Germany,Ion Torrent S5,wastewater,FRN_2022-03-01,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,FRN_2022-03-01,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995045,AMPLICON,159,1354430544,PRJNA856091,SAMN29439610,SARS-CoV-2: wastewater surveillance,976337308,TECHNICAL UNIVERSITY OF DARMSTADT,N,2022-03-01,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX16036021,Germany,Europe,Germany,Ion Torrent S5,wastewater,WSB_2022-03-01,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,WSB_2022-03-01,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995046,AMPLICON,150,1277423376,PRJNA856091,SAMN29439609,SARS-CoV-2: wastewater surveillance,924018355,TECHNICAL UNIVERSITY OF DARMSTADT,M,2022-03-01,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX16036020,Germany,Europe,Germany,Ion Torrent S5,wastewater,BNH_2022-03-01,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,BNH_2022-03-01,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995047,AMPLICON,168,1571185435,PRJNA856091,SAMN29439608,SARS-CoV-2: wastewater surveillance,1135164731,TECHNICAL UNIVERSITY OF DARMSTADT,T,2022-03-01,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX16036019,Germany,Europe,Germany,Ion Torrent S5,wastewater,FRS_2022-03-01,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,FRS_2022-03-01,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995048,AMPLICON,147,1149286674,PRJNA856091,SAMN29439607,SARS-CoV-2: wastewater surveillance,826164283,TECHNICAL UNIVERSITY OF DARMSTADT,S,2022-03-01,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX16036018,Germany,Europe,Germany,Ion Torrent S5,wastewater,WBR_2022-03-01,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,WBR_2022-03-01,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995049,AMPLICON,158,958080060,PRJNA856091,SAMN29439606,SARS-CoV-2: wastewater surveillance,714588836,TECHNICAL UNIVERSITY OF DARMSTADT,DD,2022-02-22,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX16036017,Germany,Europe,Germany,Ion Torrent S5,wastewater,FLD_2022-02-22,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,FLD_2022-02-22,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995050,AMPLICON,151,1239644843,PRJNA856091,SAMN29439503,SARS-CoV-2: wastewater surveillance,918814267,TECHNICAL UNIVERSITY OF DARMSTADT,A,2021-09-20,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX16036016,Germany,Europe,Germany,Ion Torrent S5,wastewater,HAN_2021-09-20,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:42:00Z,1,HAN_2021-09-20,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995051,AMPLICON,156,2918487050,PRJNA856091,SAMN29439493,SARS-CoV-2: wastewater surveillance,2109168570,TECHNICAL UNIVERSITY OF DARMSTADT,F,2021-09-13,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX16036015,Germany,Europe,Germany,Ion Torrent S5,wastewater,FLD_2021-09-13,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:44:00Z,1,FLD_2021-09-13,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
SRR19995052,AMPLICON,165,1702848133,PRJNA856091,SAMN29439492,SARS-CoV-2: wastewater surveillance,1248526895,TECHNICAL UNIVERSITY OF DARMSTADT,C,2021-09-13,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX16036014,Germany,Europe,Germany,Ion Torrent S5,wastewater,FRN_2021-09-13,SINGLE,PCR,TRANSCRIPTOMIC,wastewater metagenome,ION_TORRENT,2022-07-06T00:00:00Z,2022-07-06T04:43:00Z,1,FRN_2021-09-13,SRP385042,NA,24,raw wastewater,composite,yes,SARS-CoV-2
