Run,amplicon_PCR_primer_scheme (run),Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dehosting_method (run),Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,organism,Platform,purpose_of_ww_sampling,ReleaseDate,create_date,version,Sample Name,Sample_Name,sequence_submitter_contact_email (run),sequenced_by,sequencing_protocol_name (run),SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1
SRR26528763,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,348190083,PRJNA1031245,SAMN37987390,SARS-CoV-2: wastewater surveillance,349160554,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"fastq,activ_sars2_vcf,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",kraken2,SRX22231982,USA,North America,USA: North Carolina,PromethION,Control,Mixture19-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture19-v4.1-neg_BioSample,Mixture19-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528764,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,352188174,PRJNA1031245,SAMN37987391,SARS-CoV-2: wastewater surveillance,352808602,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"sra,fastq,activ_sars2_vcf","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22231981,USA,North America,USA: North Carolina,PromethION,Control,Mixture18-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture18-v4.1-neg_BioSample,Mixture18-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528765,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,358563061,PRJNA1031245,SAMN37987392,SARS-CoV-2: wastewater surveillance,358175382,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"sra,fastq,activ_sars2_vcf","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22231980,USA,North America,USA: North Carolina,PromethION,Control,Mixture17-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture17-v4.1-neg_BioSample,Mixture17-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528766,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,381703393,PRJNA1031245,SAMN37987367,SARS-CoV-2: wastewater surveillance,382054591,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-20,public,"fastq,activ_sars2_vcf,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",kraken2,SRX22231979,USA,North America,USA: North Carolina,PromethION,Control,Mixture42-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture42-v4.1-neg_BioSample,Mixture42-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528767,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,418655329,PRJNA1031245,SAMN37987368,SARS-CoV-2: wastewater surveillance,420105101,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-20,public,"activ_sars2_vcf,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",kraken2,SRX22231978,USA,North America,USA: North Carolina,PromethION,Control,Mixture41-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture41-v4.1-neg_BioSample,Mixture41-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528768,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,342746432,PRJNA1031245,SAMN37987369,SARS-CoV-2: wastewater surveillance,343646654,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-20,public,"fastq,sra,activ_sars2_vcf","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",kraken2,SRX22231977,USA,North America,USA: North Carolina,PromethION,Control,Mixture40-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture40-v4.1-neg_BioSample,Mixture40-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528769,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,403,352492281,PRJNA1031245,SAMN37987370,SARS-CoV-2: wastewater surveillance,352269684,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-20,public,"fastq,sra,activ_sars2_vcf","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22231976,USA,North America,USA: North Carolina,PromethION,Control,Mixture39-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture39-v4.1-neg_BioSample,Mixture39-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528770,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,403,382232029,PRJNA1031245,SAMN37987371,SARS-CoV-2: wastewater surveillance,382517324,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-20,public,"sra,fastq,activ_sars2_vcf","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",kraken2,SRX22231975,USA,North America,USA: North Carolina,PromethION,Control,Mixture38-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture38-v4.1-neg_BioSample,Mixture38-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528771,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,396641662,PRJNA1031245,SAMN37987372,SARS-CoV-2: wastewater surveillance,397980983,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-20,public,"sra,activ_sars2_vcf,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",kraken2,SRX22231974,USA,North America,USA: North Carolina,PromethION,Control,Mixture37-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture37-v4.1-neg_BioSample,Mixture37-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528772,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,373593372,PRJNA1031245,SAMN37987373,SARS-CoV-2: wastewater surveillance,373398396,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-20,public,"sra,activ_sars2_vcf,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",kraken2,SRX22231973,USA,North America,USA: North Carolina,PromethION,Control,Mixture36-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture36-v4.1-neg_BioSample,Mixture36-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528773,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,403,360523674,PRJNA1031245,SAMN37987374,SARS-CoV-2: wastewater surveillance,361087106,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-20,public,"activ_sars2_vcf,fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22231972,USA,North America,USA: North Carolina,PromethION,Control,Mixture35-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture35-v4.1-neg_BioSample,Mixture35-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528774,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,371103540,PRJNA1031245,SAMN37987375,SARS-CoV-2: wastewater surveillance,371965952,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-20,public,"activ_sars2_vcf,fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22231971,USA,North America,USA: North Carolina,PromethION,Control,Mixture34-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture34-v4.1-neg_BioSample,Mixture34-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528775,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,345554706,PRJNA1031245,SAMN37987376,SARS-CoV-2: wastewater surveillance,346748566,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-20,public,"fastq,activ_sars2_vcf,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22231970,USA,North America,USA: North Carolina,PromethION,Control,Mixture33-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture33-v4.1-neg_BioSample,Mixture33-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528776,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,288870295,PRJNA1031245,SAMN37987393,SARS-CoV-2: wastewater surveillance,290382424,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"activ_sars2_vcf,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22231969,USA,North America,USA: North Carolina,PromethION,Control,Mixture16-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture16-v4.1-neg_BioSample,Mixture16-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528777,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,402,337268302,PRJNA1031245,SAMN37987394,SARS-CoV-2: wastewater surveillance,337783070,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"activ_sars2_vcf,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",kraken2,SRX22231968,USA,North America,USA: North Carolina,PromethION,Control,Mixture15-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture15-v4.1-neg_BioSample,Mixture15-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528778,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,403,356886845,PRJNA1031245,SAMN37987395,SARS-CoV-2: wastewater surveillance,356897232,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"sra,fastq,activ_sars2_vcf","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",kraken2,SRX22231967,USA,North America,USA: North Carolina,PromethION,Control,Mixture14-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture14-v4.1-neg_BioSample,Mixture14-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528779,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,390385688,PRJNA1031245,SAMN37987396,SARS-CoV-2: wastewater surveillance,391986870,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"activ_sars2_vcf,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",kraken2,SRX22231966,USA,North America,USA: North Carolina,PromethION,Control,Mixture13-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture13-v4.1-neg_BioSample,Mixture13-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528780,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,397,326992050,PRJNA1031245,SAMN37987397,SARS-CoV-2: wastewater surveillance,328459201,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"sra,activ_sars2_vcf,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",kraken2,SRX22231965,USA,North America,USA: North Carolina,PromethION,Control,Mixture12-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture12-v4.1-neg_BioSample,Mixture12-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528781,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,398,353043907,PRJNA1031245,SAMN37987398,SARS-CoV-2: wastewater surveillance,354853276,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"activ_sars2_vcf,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",kraken2,SRX22231964,USA,North America,USA: North Carolina,PromethION,Control,Mixture11-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:25:00Z,1,Mixture11-v4.1-neg_BioSample,Mixture11-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528782,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,399,351949216,PRJNA1031245,SAMN37987399,SARS-CoV-2: wastewater surveillance,353123196,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"sra,fastq,activ_sars2_vcf","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",kraken2,SRX22231963,USA,North America,USA: North Carolina,PromethION,Control,Mixture10-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture10-v4.1-neg_BioSample,Mixture10-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528783,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,365609984,PRJNA1031245,SAMN37987400,SARS-CoV-2: wastewater surveillance,366464517,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"fastq,sra,activ_sars2_vcf","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",kraken2,SRX22231962,USA,North America,USA: North Carolina,PromethION,Control,Mixture09-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture09-v4.1-neg_BioSample,Mixture09-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528784,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,400,379727331,PRJNA1031245,SAMN37987401,SARS-CoV-2: wastewater surveillance,381390465,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"activ_sars2_vcf,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",kraken2,SRX22231961,USA,North America,USA: North Carolina,PromethION,Control,Mixture08-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture08-v4.1-neg_BioSample,Mixture08-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528785,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,399,343244299,PRJNA1031245,SAMN37987402,SARS-CoV-2: wastewater surveillance,344081243,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"fastq,sra,activ_sars2_vcf","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",kraken2,SRX22231960,USA,North America,USA: North Carolina,PromethION,Control,Mixture07-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture07-v4.1-neg_BioSample,Mixture07-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528786,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,400,447731065,PRJNA1031245,SAMN37987403,SARS-CoV-2: wastewater surveillance,448745494,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"fastq,activ_sars2_vcf,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",kraken2,SRX22231959,USA,North America,USA: North Carolina,PromethION,Control,Mixture06-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:27:00Z,1,Mixture06-v4.1-neg_BioSample,Mixture06-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528787,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,401,417878478,PRJNA1031245,SAMN37987404,SARS-CoV-2: wastewater surveillance,417654053,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"activ_sars2_vcf,sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",kraken2,SRX22231958,USA,North America,USA: North Carolina,PromethION,Control,Mixture05-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture05-v4.1-neg_BioSample,Mixture05-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528788,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,400,402939978,PRJNA1031245,SAMN37987405,SARS-CoV-2: wastewater surveillance,404833698,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"sra,fastq,activ_sars2_vcf","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",kraken2,SRX22231957,USA,North America,USA: North Carolina,PromethION,Control,Mixture04-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture04-v4.1-neg_BioSample,Mixture04-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528789,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,398,298917777,PRJNA1031245,SAMN37987406,SARS-CoV-2: wastewater surveillance,299149354,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"sra,fastq,activ_sars2_vcf","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",kraken2,SRX22231956,USA,North America,USA: North Carolina,PromethION,Control,Mixture03-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture03-v4.1-neg_BioSample,Mixture03-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
SRR26528790,https://github.com/joshquick/artic-ncov2019/tree/master/primer_schemes/nCoV-2019/V4.1,AMPLICON,400,320769906,PRJNA1031245,SAMN37987407,SARS-CoV-2: wastewater surveillance,322622270,CLT,UNC Charlotte Environmental Monitoring Laboratory,2023-04-18,public,"fastq,sra,activ_sars2_vcf","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",kraken2,SRX22231955,USA,North America,USA: North Carolina,PromethION,Control,Mixture02-v4.1-neg,SINGLE,PCR,VIRAL RNA,wastewater metagenome,wastewater metagenome,OXFORD_NANOPORE,research,2023-11-24T00:00:00Z,2023-10-25T23:26:00Z,1,Mixture02-v4.1-neg_BioSample,Mixture02-v4.1-neg,cgibas@charlotte.edu,UNC Charlotte Environmental Monitoring Laboratory,A SARS-CoV-2 Surveillance Sequencing Protocol Optimized for Oxford Nanopore PromethION,SRP468455,not applicable,0,not applicable,composite,yes,SARS-CoV-2
