Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,purpose_of_ww_sampling,purpose_of_ww_sequencing
SRR23064312,RNA-Seq,120,4525390320,PRJNA772783,SAMN32288003,SARS-CoV-2: wastewater surveillance,1348500209,"UNIVERSITY OF NEVADA, RENO",2022-06,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX19017488,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,SubNeighborhood12,SubNeighborhood12,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:14:00Z,1,Sn12Jun,SRP342181,6000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064313,RNA-Seq,120,5057708160,PRJNA772783,SAMN32288002,SARS-CoV-2: wastewater surveillance,1510395613,"UNIVERSITY OF NEVADA, RENO",2022-06,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX19017487,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,SubNeighborhood11,SubNeighborhood11,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:14:00Z,1,Sn11Jun,SRP342181,6000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064314,RNA-Seq,116,2837943828,PRJNA772783,SAMN32288001,SARS-CoV-2: wastewater surveillance,861894293,"UNIVERSITY OF NEVADA, RENO",2022-06,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX19017486,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,SubNeighborhood10,SubNeighborhood10,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:04:00Z,1,Sn10Jun,SRP342181,6000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064315,RNA-Seq,302,1608280766,PRJNA772783,SAMN32288000,SARS-CoV-2: wastewater surveillance,534176803,"UNIVERSITY OF NEVADA, RENO",2022-06,public,"run.zq,activ_sars2_vcf,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX19017485,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,SubNeighborhood9,SubNeighborhood9,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T12:55:00Z,1,Sn9Jun,SRP342181,6000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064316,RNA-Seq,116,2620504264,PRJNA772783,SAMN32287999,SARS-CoV-2: wastewater surveillance,791092460,"UNIVERSITY OF NEVADA, RENO",2022-06,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX19017484,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,SubNeighborhood8,SubNeighborhood8,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T12:59:00Z,1,Sn8Jun,SRP342181,6000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064317,RNA-Seq,116,4334219592,PRJNA772783,SAMN32287998,SARS-CoV-2: wastewater surveillance,1302893640,"UNIVERSITY OF NEVADA, RENO",2022-06,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX19017483,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,SubNeighborhood7,SubNeighborhood7,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:21:00Z,1,Sn7Jun,SRP342181,6000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064318,RNA-Seq,116,2529634736,PRJNA772783,SAMN32287997,SARS-CoV-2: wastewater surveillance,771301959,"UNIVERSITY OF NEVADA, RENO",2022-06,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX19017482,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,SubNeighborhood6,SubNeighborhood6,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:01:00Z,1,Sn6Jun,SRP342181,6000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064319,RNA-Seq,120,4358372280,PRJNA772783,SAMN32287984,SARS-CoV-2: wastewater surveillance,1319757967,"UNIVERSITY OF NEVADA, RENO",2022-08,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX19017481,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,Travel Influenced5,Travel Influenced5,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:10:00Z,1,Ti5Aug,SRP342181,150000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064320,RNA-Seq,116,2804492908,PRJNA772783,SAMN32287996,SARS-CoV-2: wastewater surveillance,855517401,"UNIVERSITY OF NEVADA, RENO",2022-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX19017453,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,SubNeighborhood5,SubNeighborhood5,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:02:00Z,1,Sn5May,SRP342181,6000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064321,RNA-Seq,116,4977930852,PRJNA772783,SAMN32287983,SARS-CoV-2: wastewater surveillance,1505690082,"UNIVERSITY OF NEVADA, RENO",2022-07,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX19017480,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,Travel Influenced4,Travel Influenced4,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:12:00Z,1,Ti4Jul,SRP342181,150000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064322,RNA-Seq,116,4817406920,PRJNA772783,SAMN32287982,SARS-CoV-2: wastewater surveillance,1451352285,"UNIVERSITY OF NEVADA, RENO",2022-07,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX19017479,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,Travel Influenced3,Travel Influenced3,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:09:00Z,1,Ti3Jul,SRP342181,150000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064323,RNA-Seq,120,4088274360,PRJNA772783,SAMN32287981,SARS-CoV-2: wastewater surveillance,1232865854,"UNIVERSITY OF NEVADA, RENO",2022-06,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX19017478,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,Travel Influenced2,Travel Influenced2,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:08:00Z,1,Ti2Jun,SRP342181,150000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064324,RNA-Seq,302,1067765696,PRJNA772783,SAMN32287980,SARS-CoV-2: wastewater surveillance,365377689,"UNIVERSITY OF NEVADA, RENO",2022-06,public,"fastq,sra,run.zq,activ_sars2_vcf","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX19017477,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,Travel Influenced1,Travel Influenced1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T12:54:00Z,1,Ti1Jun,SRP342181,150000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064325,RNA-Seq,302,992827416,PRJNA772783,SAMN32287979,SARS-CoV-2: wastewater surveillance,325297501,"UNIVERSITY OF NEVADA, RENO",2022-11,public,"fastq,sra,activ_sars2_vcf,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX19017476,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,STMWRF14,STMWRF14,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T12:54:00Z,1,St14Nov,SRP342181,52000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064326,RNA-Seq,302,1179300940,PRJNA772783,SAMN32287978,SARS-CoV-2: wastewater surveillance,403345364,"UNIVERSITY OF NEVADA, RENO",2022-10,public,"fastq,sra,activ_sars2_vcf,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX19017475,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,STMWRF13,STMWRF13,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T12:55:00Z,1,St13Oct,SRP342181,52000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064327,RNA-Seq,302,1217913150,PRJNA772783,SAMN32287977,SARS-CoV-2: wastewater surveillance,414847091,"UNIVERSITY OF NEVADA, RENO",2022-10,public,"run.zq,fastq,activ_sars2_vcf,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX19017474,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,STMWRF12,STMWRF12,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T12:55:00Z,1,St12Oct,SRP342181,52000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064328,RNA-Seq,302,2108218814,PRJNA772783,SAMN32287976,SARS-CoV-2: wastewater surveillance,713142557,"UNIVERSITY OF NEVADA, RENO",2022-10,public,"fastq,sra,run.zq,activ_sars2_vcf","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX19017473,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,STMWRF11,STMWRF11,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T12:56:00Z,1,St11Oct,SRP342181,52000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064329,RNA-Seq,120,6149632257,PRJNA772783,SAMN32287904,SARS-CoV-2: wastewater surveillance,2022835570,"UNIVERSITY OF NEVADA, RENO",2021-12,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX19017472,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF9,TMWRF9,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:19:00Z,1,ScWW9Dec,SRP342181,318000,18,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064330,RNA-Seq,302,3034642772,PRJNA772783,SAMN32287975,SARS-CoV-2: wastewater surveillance,1024508449,"UNIVERSITY OF NEVADA, RENO",2022-10,public,"run.zq,sra,fastq,activ_sars2_vcf","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX19017471,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,STMWRF10,STMWRF10,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T12:58:00Z,1,St10Oct,SRP342181,52000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064331,RNA-Seq,302,2330364880,PRJNA772783,SAMN32287974,SARS-CoV-2: wastewater surveillance,776400717,"UNIVERSITY OF NEVADA, RENO",2022-09,public,"run.zq,activ_sars2_vcf,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX19017470,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,STMWRF9,STMWRF9,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T12:57:00Z,1,St9Sep,SRP342181,52000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064332,RNA-Seq,302,3130317580,PRJNA772783,SAMN32287973,SARS-CoV-2: wastewater surveillance,975015397,"UNIVERSITY OF NEVADA, RENO",2022-09,public,"sra,fastq,activ_sars2_vcf,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX19017469,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,STMWRF8,STMWRF8,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:03:00Z,1,St8Sep,SRP342181,52000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064333,RNA-Seq,302,1665012674,PRJNA772783,SAMN32287972,SARS-CoV-2: wastewater surveillance,529647364,"UNIVERSITY OF NEVADA, RENO",2022-08,public,"activ_sars2_vcf,sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX19017468,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,STMWRF7,STMWRF7,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T12:55:00Z,1,St7Aug,SRP342181,52000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064334,RNA-Seq,116,4744511708,PRJNA772783,SAMN32287971,SARS-CoV-2: wastewater surveillance,1438928165,"UNIVERSITY OF NEVADA, RENO",2022-07,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX19017467,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,STMWRF6,STMWRF6,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:10:00Z,1,St6Jul,SRP342181,52000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064335,RNA-Seq,120,3877483200,PRJNA772783,SAMN32287970,SARS-CoV-2: wastewater surveillance,1162297907,"UNIVERSITY OF NEVADA, RENO",2022-07,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX19017466,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,STMWRF5,STMWRF5,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:07:00Z,1,St5Jul,SRP342181,52000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064336,RNA-Seq,302,1685479818,PRJNA772783,SAMN32287969,SARS-CoV-2: wastewater surveillance,564198966,"UNIVERSITY OF NEVADA, RENO",2022-06,public,"activ_sars2_vcf,run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX19017465,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,STMWRF4,STMWRF4,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T12:56:00Z,1,St4Jun,SRP342181,52000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064337,RNA-Seq,116,3128719984,PRJNA772783,SAMN32287968,SARS-CoV-2: wastewater surveillance,948213238,"UNIVERSITY OF NEVADA, RENO",2022-06,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX19017464,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,STMWRF3,STMWRF3,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:03:00Z,1,St3Jun,SRP342181,52000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064338,RNA-Seq,116,3437560124,PRJNA772783,SAMN32287967,SARS-CoV-2: wastewater surveillance,1045142792,"UNIVERSITY OF NEVADA, RENO",2022-05,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX19017463,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,STMWRF2,STMWRF2,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:02:00Z,1,St2May,SRP342181,52000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064339,RNA-Seq,116,3619539996,PRJNA772783,SAMN32287966,SARS-CoV-2: wastewater surveillance,1108520444,"UNIVERSITY OF NEVADA, RENO",2022-05,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX19017462,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,STMWRF1,STMWRF1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:07:00Z,1,St1May,SRP342181,52000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064340,RNA-Seq,120,6158312297,PRJNA772783,SAMN32287903,SARS-CoV-2: wastewater surveillance,2042468305,"UNIVERSITY OF NEVADA, RENO",2021-12,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX19017461,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF8,TMWRF8,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:18:00Z,1,ScWW8Dec,SRP342181,318000,15,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064341,RNA-Seq,302,1286045256,PRJNA772783,SAMN32287965,SARS-CoV-2: wastewater surveillance,423567017,"UNIVERSITY OF NEVADA, RENO",2022-10,public,"sra,activ_sars2_vcf,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX19017460,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,RSWRF12,RSWRF12,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T12:55:00Z,1,Rs12Oct,SRP342181,18000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064342,RNA-Seq,302,2132913656,PRJNA772783,SAMN32287964,SARS-CoV-2: wastewater surveillance,717671989,"UNIVERSITY OF NEVADA, RENO",2022-09,public,"activ_sars2_vcf,fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX19017459,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,RSWRF11,RSWRF11,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T12:56:00Z,1,Rs11Sep,SRP342181,18000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064343,RNA-Seq,302,2858269034,PRJNA772783,SAMN32287963,SARS-CoV-2: wastewater surveillance,979601854,"UNIVERSITY OF NEVADA, RENO",2022-09,public,"activ_sars2_vcf,sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX19017458,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,RSWRF10,RSWRF10,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:00:00Z,1,Rs10Sep,SRP342181,18000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064344,RNA-Seq,302,2061765476,PRJNA772783,SAMN32287962,SARS-CoV-2: wastewater surveillance,672786613,"UNIVERSITY OF NEVADA, RENO",2022-09,public,"sra,activ_sars2_vcf,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX19017457,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,RSWRF9,RSWRF9,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T12:57:00Z,1,Rs9Sep,SRP342181,18000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064345,RNA-Seq,116,3923213032,PRJNA772783,SAMN32287961,SARS-CoV-2: wastewater surveillance,1207163769,"UNIVERSITY OF NEVADA, RENO",2022-08,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX19017456,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,RSWRF8,RSWRF8,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:06:00Z,1,Rs8Aug,SRP342181,18000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064346,RNA-Seq,302,1515172656,PRJNA772783,SAMN32287960,SARS-CoV-2: wastewater surveillance,506158876,"UNIVERSITY OF NEVADA, RENO",2022-08,public,"activ_sars2_vcf,run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX19017455,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,RSWRF7,RSWRF7,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T12:55:00Z,1,Rs7Aug,SRP342181,18000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064347,RNA-Seq,116,4879862828,PRJNA772783,SAMN32287959,SARS-CoV-2: wastewater surveillance,1464165020,"UNIVERSITY OF NEVADA, RENO",2022-07,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX19017454,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,RSWRF6,RSWRF6,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:03:00Z,1,Rs6Jul,SRP342181,18000,3,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064348,RNA-Seq,69,7643907972,PRJNA772783,SAMN32287906,SARS-CoV-2: wastewater surveillance,2536554029,"UNIVERSITY OF NEVADA, RENO",2022-01,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX19017452,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF11,TMWRF11,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:23:00Z,1,ScWW11Jan,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064349,RNA-Seq,116,6999983344,PRJNA772783,SAMN32287897,SARS-CoV-2: wastewater surveillance,2261153389,"UNIVERSITY OF NEVADA, RENO",2021-11,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX19017451,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF2,TMWRF2,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:28:00Z,1,ScWW2Nov,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23064350,RNA-Seq,116,3472038456,PRJNA772783,SAMN32287896,SARS-CoV-2: wastewater surveillance,1064357613,"UNIVERSITY OF NEVADA, RENO",2021-11,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX19017450,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF1,TMWRF1,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-12T00:00:00Z,2023-01-12T13:02:00Z,1,ScWW1Nov,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055094,RNA-Seq,116,3177723952,PRJNA772783,SAMN32331788,SARS-CoV-2: wastewater surveillance,935317289,"UNIVERSITY OF NEVADA, RENO",2022-05,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX19008440,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 10,TMWRF10,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T19:55:00Z,1,RVP10May,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055095,RNA-Seq,116,3468934064,PRJNA772783,SAMN32331787,SARS-CoV-2: wastewater surveillance,1021904194,"UNIVERSITY OF NEVADA, RENO",2022-05,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX19008439,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 9,TMWRF9,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T19:55:00Z,1,RVP9May,SRP342181,318000,21,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055096,RNA-Seq,116,4240236972,PRJNA772783,SAMN32331786,SARS-CoV-2: wastewater surveillance,1242406313,"UNIVERSITY OF NEVADA, RENO",2022-04,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX19008438,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 8,TMWRF8,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T20:02:00Z,1,RVP8Apr,SRP342181,318000,42,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055097,RNA-Seq,116,4480287024,PRJNA772783,SAMN32331785,SARS-CoV-2: wastewater surveillance,1324792529,"UNIVERSITY OF NEVADA, RENO",2022-04,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX19008437,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 7,TMWRF7,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T20:03:00Z,1,RVP7Apr,SRP342181,318000,42,secondary effluent,grab,yes,SARS-CoV-2,,
SRR23055098,RNA-Seq,116,4507349360,PRJNA772783,SAMN32331784,SARS-CoV-2: wastewater surveillance,1331225275,"UNIVERSITY OF NEVADA, RENO",2022-03,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX19008436,USA,North America,"USA: Nevada\, Reno",Illumina HiSeq 2000,TMWRF 6,TMWRF6,PAIRED,RT-PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2023-01-11T00:00:00Z,2023-01-11T19:58:00Z,1,RVP6Mar,SRP342181,318000,42,secondary effluent,grab,yes,SARS-CoV-2,,
