Run,amplicon_size,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,epi_week,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolation_Source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,samp_collect_device,Sample Name,sequencing_platform,seuqncing_date,SRA Study,wwtp
SRR14621259,400 bp,WGS,459,160498529,PRJNA731975,SAMN19304058,Metagenome or environmental,147299093,UNIVERSITY OF BRITISH COLUMBIA,2021-03-06,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",7,SRX10962313,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0306_NB4,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP4-WW_Wk7_400bp_06/03/2021,Nanopore_MinION,2021-03-06,SRP320917,WWTP4
SRR14621260,400 bp,WGS,445,58465434,PRJNA731975,SAMN19304057,Metagenome or environmental,53901237,UNIVERSITY OF BRITISH COLUMBIA,2021-03-06,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",7,SRX10962312,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0306_NB5,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP3-WW_Wk7_400bp_06/03/2021,Nanopore_MinION,2021-03-06,SRP320917,WWTP3
SRR14621261,400 bp,WGS,443,40431698,PRJNA731975,SAMN19304056,Metagenome or environmental,37215133,UNIVERSITY OF BRITISH COLUMBIA,2021-03-06,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",7,SRX10962311,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0306_NB3,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP2-WW_Wk7_400bp_06/03/2021,Nanopore_MinION,2021-03-06,SRP320917,WWTP2
SRR14621262,400 bp,WGS,454,165071447,PRJNA731975,SAMN19304055,Metagenome or environmental,150726481,UNIVERSITY OF BRITISH COLUMBIA,2021-03-06,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",7,SRX10962310,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0306_NB2,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP1-WW_Wk7_400bp_06/03/2021,Nanopore_MinION,2021-03-06,SRP320917,WWTP1
SRR14621263,400 bp,WGS,488,368003532,PRJNA731975,SAMN19304054,Metagenome or environmental,336891121,UNIVERSITY OF BRITISH COLUMBIA,2021-03-13,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",6,SRX10962309,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0313_NB6,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP5-WW_Wk6_400bp_13/03/2021,Nanopore_MinION,2021-03-13,SRP320917,WWTP5
SRR14621264,400 bp,WGS,474,270779234,PRJNA731975,SAMN19304053,Metagenome or environmental,248909703,UNIVERSITY OF BRITISH COLUMBIA,2021-03-13,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",6,SRX10962308,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0313_NB4,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP4-WW_Wk6_400bp_13/03/2021,Nanopore_MinION,2021-03-13,SRP320917,WWTP4
SRR14621265,400 bp,WGS,457,66270504,PRJNA731975,SAMN19304052,Metagenome or environmental,61038920,UNIVERSITY OF BRITISH COLUMBIA,2021-03-13,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",6,SRX10962307,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0313_NB3,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP2-WW_Wk6_400bp_13/03/2021,Nanopore_MinION,2021-03-13,SRP320917,WWTP2
SRR14621266,400 bp,WGS,487,363168349,PRJNA731975,SAMN19304051,Metagenome or environmental,332008021,UNIVERSITY OF BRITISH COLUMBIA,2021-03-13,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",6,SRX10962306,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0313_NB2,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP1-WW_Wk6_400bp_13/03/2021,Nanopore_MinION,2021-03-13,SRP320917,WWTP1
SRR14621267,400 bp,WGS,470,161594002,PRJNA731975,SAMN19304050,Metagenome or environmental,149096409,UNIVERSITY OF BRITISH COLUMBIA,2021-03-13,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",5,SRX10962305,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,MinION,wastewater,not collected,run0313_NB5,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,OXFORD_NANOPORE,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP3-WW_Wk5_400bp_13/03/2021,Nanopore_MinION,2021-03-13,SRP320917,WWTP3
SRR14621268,150 bp,WGS,302,529640050,PRJNA731975,SAMN19304041,Metagenome or environmental,273462371,UNIVERSITY OF BRITISH COLUMBIA,2021-04-12,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",7,SRX10962304,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,Illumina MiSeq,wastewater,not collected,run0412_NEB8,PAIRED,RT-PCR,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP1-WW_Wk7_150bp_12/04/2021,Illumina_MiSeq v2 2x150bp,2021-04-12,SRP320917,WWTP1
SRR14621269,150 bp,WGS,302,518508028,PRJNA731975,SAMN19304040,Metagenome or environmental,267542928,UNIVERSITY OF BRITISH COLUMBIA,2021-04-12,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",6,SRX10962303,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,Illumina MiSeq,wastewater,not collected,run0412_NEB2,PAIRED,RT-PCR,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2021-05-22T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP2-WW_Wk6_150bp_12/04/2021,Illumina_MiSeq v2 2x150bp,2021-04-12,SRP320917,WWTP2
SRR15465142,400 bp,WGS,502,625199836,PRJNA731975,SAMN20804817,Metagenome or environmental,349675983,UNIVERSITY OF BRITISH COLUMBIA,2021-03-21,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",11,SRX11764254,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,Illumina MiSeq,wastewater,not collected,run0727_NEB5,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2021-08-16T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP2-WW_Wk11_400bp_27/07/2021,Illumina_MiSeq_2x250bp,27/07/2021,SRP320917,WWTP2
SRR15465143,400 bp,WGS,502,599445730,PRJNA731975,SAMN20804816,Metagenome or environmental,335844208,UNIVERSITY OF BRITISH COLUMBIA,2021-03-14,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",10,SRX11764253,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,Illumina MiSeq,wastewater,not collected,run0727_NEB4,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2021-08-16T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP2-WW_Wk10_400bp_27/07/2021,Illumina_MiSeq_2x250bp,27/07/2021,SRP320917,WWTP2
SRR15465144,400 bp,WGS,502,634002908,PRJNA731975,SAMN20804815,Metagenome or environmental,354915713,UNIVERSITY OF BRITISH COLUMBIA,2021-03-07,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",9,SRX11764252,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,Illumina MiSeq,wastewater,not collected,run0727_NEB3,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2021-08-16T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP2-WW_Wk9_400bp_27/07/2021,Illumina_MiSeq_2x250bp,27/07/2021,SRP320917,WWTP2
SRR15465145,400 bp,WGS,502,1097586354,PRJNA731975,SAMN20804814,Metagenome or environmental,603185287,UNIVERSITY OF BRITISH COLUMBIA,2021-02-15,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",6,SRX11764251,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,Illumina MiSeq,wastewater,not collected,run0727_NEB2,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2021-08-16T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP2-WW_Wk6_400bp_27/07/2021,Illumina_MiSeq_2x250bp,27/07/2021,SRP320917,WWTP2
SRR15465146,400 bp,WGS,502,504724354,PRJNA731975,SAMN20804823,Metagenome or environmental,290894839,UNIVERSITY OF BRITISH COLUMBIA,2021-02-15,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",6,SRX11764250,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,Illumina MiSeq,wastewater,not collected,run0727_NEB11,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2021-08-16T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP5-WW_Wk6_400bp_27/07/2021,Illumina_MiSeq_2x250bp,27/07/2021,SRP320917,WWTP5
SRR15465147,400 bp,WGS,502,560807794,PRJNA731975,SAMN20804822,Metagenome or environmental,296491251,UNIVERSITY OF BRITISH COLUMBIA,2021-04-04,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",13,SRX11764249,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,Illumina MiSeq,wastewater,not collected,run0727_NEB10,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2021-08-16T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP1-WW_Wk13_400bp_27/07/2021,Illumina_MiSeq_2x250bp,27/07/2021,SRP320917,WWTP1
SRR15465148,400 bp,WGS,502,570181640,PRJNA731975,SAMN20804821,Metagenome or environmental,317709483,UNIVERSITY OF BRITISH COLUMBIA,2021-03-28,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",12,SRX11764248,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,Illumina MiSeq,wastewater,not collected,run0727_NEB9,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2021-08-16T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP1-WW_Wk12_400bp_27/07/2021,Illumina_MiSeq_2x250bp,27/07/2021,SRP320917,WWTP1
SRR15465149,400 bp,WGS,502,807241602,PRJNA731975,SAMN20804820,Metagenome or environmental,459970809,UNIVERSITY OF BRITISH COLUMBIA,2021-02-21,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",7,SRX11764247,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,Illumina MiSeq,wastewater,not collected,run0727_NEB8,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2021-08-16T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP1-WW_Wk7_400bp_27/07/2021,Illumina_MiSeq_2x250bp,27/07/2021,SRP320917,WWTP1
SRR15465150,400 bp,WGS,502,567717322,PRJNA731975,SAMN20804819,Metagenome or environmental,334763730,UNIVERSITY OF BRITISH COLUMBIA,2021-03-07,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",9,SRX11764246,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,Illumina MiSeq,wastewater,not collected,run0727_NEB7,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2021-08-16T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP5-WW_Wk9_400bp_27/07/2021,Illumina_MiSeq_2x250bp,27/07/2021,SRP320917,WWTP5
SRR15465151,400 bp,WGS,502,777851510,PRJNA731975,SAMN20804818,Metagenome or environmental,442518649,UNIVERSITY OF BRITISH COLUMBIA,2021-03-07,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",9,SRX11764245,Canada,North America,"Canada: British Columbia\, Metro Vancouver",not applicable,Illumina MiSeq,wastewater,not collected,run0727_NEB6,SINGLE,RT-PCR,METATRANSCRIPTOMIC,metagenome,ILLUMINA,2021-08-16T00:00:00Z,"autosampler\, 24h composite",UBC/BCCDC_WWTP3-WW_Wk9_400bp_27/07/2021,Illumina_MiSeq_2x250bp,27/07/2021,SRP320917,WWTP3
