Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(region_and_locality),INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,name_of_the_sampling_site,Organism,Platform,population_size_of_the_catchment_area,ReleaseDate,create_date,version,Sample Name,Sample_name,sample_storage_temperature,sample_storage_time,sampling_time_point,Scientific_Name,sewage_type,SRA Study,Submitter_Id,surveillance_target,geographic_location_(latitude),geographic_location_(longitude)
ERR12330946,AMPLICON,172,646744490,PRJEB61810,SAMEA114705249,363358525,UPPSALA UNIVERSITY,2023-01-24,public,"bam,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707822,SAMEA114705249,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,JÃ¤rva-04,SINGLE,RT-PCR,METAGENOMIC,Järva inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,197200,2023-12-01T00:00:00Z,2023-12-05T02:40:00Z,1,SAMEA114705249,Järva-04,4,1,2023-01-24,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Järva-04,SARS-CoV-2,59.35,17.97
ERR12330948,AMPLICON,191,1737001320,PRJEB61810,SAMEA114705251,972790783,UPPSALA UNIVERSITY,2023-02-07,public,"bam,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707824,SAMEA114705251,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,JÃ¤rva-06,SINGLE,RT-PCR,METAGENOMIC,Järva inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,197200,2023-12-01T00:00:00Z,2023-12-04T23:07:00Z,1,SAMEA114705251,Järva-06,4,1,2023-02-07,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Järva-06,SARS-CoV-2,59.35,17.97
ERR12330949,AMPLICON,174,1172453692,PRJEB61810,SAMEA114705252,678250603,UPPSALA UNIVERSITY,2023-02-14,public,"bam,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707825,SAMEA114705252,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,JÃ¤rva-07,SINGLE,RT-PCR,METAGENOMIC,Järva inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,197200,2023-12-01T00:00:00Z,2023-12-05T05:01:00Z,1,SAMEA114705252,Järva-07,4,1,2023-02-14,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Järva-07,SARS-CoV-2,59.35,17.97
ERR12330951,AMPLICON,182,775274668,PRJEB61810,SAMEA114705254,443363169,UPPSALA UNIVERSITY,2023-02-28,public,"bam,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707827,SAMEA114705254,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,JÃ¤rva-09,SINGLE,RT-PCR,METAGENOMIC,Järva inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,197200,2023-12-01T00:00:00Z,2023-12-05T02:43:00Z,1,SAMEA114705254,Järva-09,4,1,2023-02-28,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Järva-09,SARS-CoV-2,59.35,17.97
ERR12330952,AMPLICON,176,724952048,PRJEB61810,SAMEA114705255,424378642,UPPSALA UNIVERSITY,2023-03-07,public,"sra,run.zq,bam","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707828,SAMEA114705255,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,JÃ¤rva-10,SINGLE,RT-PCR,METAGENOMIC,Järva inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,197200,2023-12-01T00:00:00Z,2023-12-05T04:56:00Z,1,SAMEA114705255,Järva-10,4,1,2023-03-07,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Järva-10,SARS-CoV-2,59.35,17.97
ERR12330954,AMPLICON,181,781263012,PRJEB61810,SAMEA114705257,445867393,UPPSALA UNIVERSITY,2023-03-21,public,"run.zq,bam,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707830,SAMEA114705257,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,JÃ¤rva-12,SINGLE,RT-PCR,METAGENOMIC,Järva inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,197200,2023-12-01T00:00:00Z,2023-12-05T06:14:00Z,1,SAMEA114705257,Järva-12,4,1,2023-03-21,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Järva-12,SARS-CoV-2,59.35,17.97
ERR12330955,AMPLICON,167,116384298,PRJEB61810,SAMEA114705258,68121562,UPPSALA UNIVERSITY,2023-03-28,public,"run.zq,sra,bam","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707831,SAMEA114705258,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,JÃ¤rva-13,SINGLE,RT-PCR,METAGENOMIC,Järva inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,197200,2023-12-01T00:00:00Z,2023-12-06T02:29:00Z,1,SAMEA114705258,Järva-13,4,1,2023-03-28,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Järva-13,SARS-CoV-2,59.35,17.97
ERR12330957,AMPLICON,173,1022462727,PRJEB61810,SAMEA114705260,577935576,UPPSALA UNIVERSITY,2023-04-11,public,"run.zq,sra,bam","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707833,SAMEA114705260,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,JÃ¤rva-15,SINGLE,RT-PCR,METAGENOMIC,Järva inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,197200,2023-12-01T00:00:00Z,2023-12-05T02:42:00Z,1,SAMEA114705260,Järva-15,4,1,2023-04-11,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Järva-15,SARS-CoV-2,59.35,17.97
ERR12330958,AMPLICON,179,1100368634,PRJEB61810,SAMEA114705261,621733062,UPPSALA UNIVERSITY,2023-04-18,public,"run.zq,sra,bam","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707834,SAMEA114705261,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,JÃ¤rva-16,SINGLE,RT-PCR,METAGENOMIC,Järva inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,197200,2023-12-01T00:00:00Z,2023-12-06T02:33:00Z,1,SAMEA114705261,Järva-16,4,1,2023-04-18,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Järva-16,SARS-CoV-2,59.35,17.97
ERR12330959,AMPLICON,178,799156160,PRJEB61810,SAMEA114705262,454781818,UPPSALA UNIVERSITY,2023-04-25,public,"sra,bam,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707835,SAMEA114705262,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,JÃ¤rva-17,SINGLE,RT-PCR,METAGENOMIC,Järva inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,197200,2023-12-01T00:00:00Z,2023-12-05T02:42:00Z,1,SAMEA114705262,Järva-17,4,1,2023-04-25,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Järva-17,SARS-CoV-2,59.35,17.97
ERR12330960,AMPLICON,177,1124981151,PRJEB61810,SAMEA114705263,642221330,UPPSALA UNIVERSITY,2023-05-02,public,"bam,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707836,SAMEA114705263,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,JÃ¤rva-18,SINGLE,RT-PCR,METAGENOMIC,Järva inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,197200,2023-12-01T00:00:00Z,2023-12-05T02:44:00Z,1,SAMEA114705263,Järva-18,4,1,2023-05-02,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Järva-18,SARS-CoV-2,59.35,17.97
ERR12330961,AMPLICON,183,1254222391,PRJEB61810,SAMEA114705264,701369523,UPPSALA UNIVERSITY,2023-05-09,public,"sra,run.zq,bam","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707837,SAMEA114705264,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,JÃ¤rva-19,SINGLE,RT-PCR,METAGENOMIC,Järva inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,197200,2023-12-01T00:00:00Z,2023-12-05T02:44:00Z,1,SAMEA114705264,Järva-19,4,1,2023-05-09,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Järva-19,SARS-CoV-2,59.35,17.97
ERR12330962,AMPLICON,182,1296083016,PRJEB61810,SAMEA114705265,732486723,UPPSALA UNIVERSITY,2023-05-16,public,"run.zq,bam,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707838,SAMEA114705265,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,JÃ¤rva-20,SINGLE,RT-PCR,METAGENOMIC,Järva inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,197200,2023-12-01T00:00:00Z,2023-12-05T02:35:00Z,1,SAMEA114705265,Järva-20,4,1,2023-05-16,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Järva-20,SARS-CoV-2,59.35,17.97
ERR12330963,AMPLICON,182,1017888753,PRJEB61810,SAMEA114705266,582170524,UPPSALA UNIVERSITY,2023-05-23,public,"run.zq,bam,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707839,SAMEA114705266,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,JÃ¤rva-21,SINGLE,RT-PCR,METAGENOMIC,Järva inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,197200,2023-12-01T00:00:00Z,2023-12-05T00:18:00Z,1,SAMEA114705266,Järva-21,4,1,2023-05-23,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Järva-21,SARS-CoV-2,59.35,17.97
ERR12330964,AMPLICON,174,717728428,PRJEB61810,SAMEA114705267,409687520,UPPSALA UNIVERSITY,2023-01-03,public,"sra,run.zq,bam","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707840,SAMEA114705267,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Riksby-1,SINGLE,RT-PCR,METAGENOMIC,Riksby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,37500,2023-12-01T00:00:00Z,2023-12-05T04:58:00Z,1,SAMEA114705267,Riksby-1,4,1,2023-01-03,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Riksby-1,SARS-CoV-2,59.35,17.97
ERR12330965,AMPLICON,177,650241440,PRJEB61810,SAMEA114705268,369402487,UPPSALA UNIVERSITY,2023-01-10,public,"bam,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707841,SAMEA114705268,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Riksby-2,SINGLE,RT-PCR,METAGENOMIC,Riksby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,37500,2023-12-01T00:00:00Z,2023-12-05T04:55:00Z,1,SAMEA114705268,Riksby-2,4,1,2023-01-10,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Riksby-2,SARS-CoV-2,59.35,17.97
ERR12330966,AMPLICON,182,1047122705,PRJEB61810,SAMEA114705269,592361843,UPPSALA UNIVERSITY,2023-01-17,public,"run.zq,bam,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707842,SAMEA114705269,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Riksby-3,SINGLE,RT-PCR,METAGENOMIC,Riksby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,37500,2023-12-01T00:00:00Z,2023-12-05T02:43:00Z,1,SAMEA114705269,Riksby-3,4,1,2023-01-17,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Riksby-3,SARS-CoV-2,59.35,17.97
ERR12330967,AMPLICON,122,375977099,PRJEB61810,SAMEA114705270,290799890,UPPSALA UNIVERSITY,2023-01-24,public,"sra,run.zq,bam","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707843,SAMEA114705270,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Riksby-04,SINGLE,RT-PCR,METAGENOMIC,Riksby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,37500,2023-12-01T00:00:00Z,2023-12-05T04:57:00Z,1,SAMEA114705270,Riksby-04,4,1,2023-01-24,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Riksby-04,SARS-CoV-2,59.35,17.97
ERR12330969,AMPLICON,183,1715710253,PRJEB61810,SAMEA114705272,960362695,UPPSALA UNIVERSITY,2023-02-07,public,"bam,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707845,SAMEA114705272,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Riksby-06,SINGLE,RT-PCR,METAGENOMIC,Riksby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,37500,2023-12-01T00:00:00Z,2023-12-05T05:04:00Z,1,SAMEA114705272,Riksby-06,4,1,2023-02-07,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Riksby-06,SARS-CoV-2,59.35,17.97
ERR12330970,AMPLICON,132,318596194,PRJEB61810,SAMEA114705273,208181964,UPPSALA UNIVERSITY,2023-02-14,public,"run.zq,bam,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707846,SAMEA114705273,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Riksby-07,SINGLE,RT-PCR,METAGENOMIC,Riksby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,37500,2023-12-01T00:00:00Z,2023-12-04T21:13:00Z,1,SAMEA114705273,Riksby-07,4,1,2023-02-14,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Riksby-07,SARS-CoV-2,59.35,17.97
ERR12330971,AMPLICON,176,724952048,PRJEB61810,SAMEA114705274,424378910,UPPSALA UNIVERSITY,2023-02-21,public,"bam,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707847,SAMEA114705274,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Riksby-08,SINGLE,RT-PCR,METAGENOMIC,Riksby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,37500,2023-12-01T00:00:00Z,2023-12-04T22:57:00Z,1,SAMEA114705274,Riksby-08,4,1,2023-02-21,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Riksby-08,SARS-CoV-2,59.35,17.97
ERR12330973,AMPLICON,176,687684161,PRJEB61810,SAMEA114705276,398144069,UPPSALA UNIVERSITY,2023-03-07,public,"bam,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707849,SAMEA114705276,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Riksby-10,SINGLE,RT-PCR,METAGENOMIC,Riksby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,37500,2023-12-01T00:00:00Z,2023-12-05T02:40:00Z,1,SAMEA114705276,Riksby-10,4,1,2023-03-07,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Riksby-10,SARS-CoV-2,59.35,17.97
ERR12330974,AMPLICON,174,635295728,PRJEB61810,SAMEA114705277,360675917,UPPSALA UNIVERSITY,2023-03-14,public,"run.zq,bam,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707850,SAMEA114705277,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Riksby-11,SINGLE,RT-PCR,METAGENOMIC,Riksby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,37500,2023-12-01T00:00:00Z,2023-12-06T02:32:00Z,1,SAMEA114705277,Riksby-11,4,1,2023-03-14,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Riksby-11,SARS-CoV-2,59.35,17.97
ERR12330975,AMPLICON,179,767632121,PRJEB61810,SAMEA114705278,436416075,UPPSALA UNIVERSITY,2023-03-21,public,"bam,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707851,SAMEA114705278,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Riksby-12,SINGLE,RT-PCR,METAGENOMIC,Riksby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,37500,2023-12-01T00:00:00Z,2023-12-05T04:58:00Z,1,SAMEA114705278,Riksby-12,4,1,2023-03-21,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Riksby-12,SARS-CoV-2,59.35,17.97
ERR12330977,AMPLICON,180,820927937,PRJEB61810,SAMEA114705280,459475162,UPPSALA UNIVERSITY,2023-04-04,public,"sra,bam,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707853,SAMEA114705280,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Riksby-14,SINGLE,RT-PCR,METAGENOMIC,Riksby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,37500,2023-12-01T00:00:00Z,2023-12-05T04:56:00Z,1,SAMEA114705280,Riksby-14,4,1,2023-04-04,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Riksby-14,SARS-CoV-2,59.35,17.97
ERR12330980,AMPLICON,171,1177078488,PRJEB61810,SAMEA114705283,677376296,UPPSALA UNIVERSITY,2023-04-25,public,"run.zq,bam,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707856,SAMEA114705283,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Riksby-17,SINGLE,RT-PCR,METAGENOMIC,Riksby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,37500,2023-12-01T00:00:00Z,2023-12-05T00:23:00Z,1,SAMEA114705283,Riksby-17,4,1,2023-04-25,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Riksby-17,SARS-CoV-2,59.35,17.97
ERR12330981,AMPLICON,169,1111544368,PRJEB61810,SAMEA114705284,641719178,UPPSALA UNIVERSITY,2023-05-02,public,"run.zq,bam,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707857,SAMEA114705284,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Riksby-18,SINGLE,RT-PCR,METAGENOMIC,Riksby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,37500,2023-12-01T00:00:00Z,2023-12-05T04:58:00Z,1,SAMEA114705284,Riksby-18,4,1,2023-05-02,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Riksby-18,SARS-CoV-2,59.35,17.97
ERR12330982,AMPLICON,180,1267330574,PRJEB61810,SAMEA114705285,707440660,UPPSALA UNIVERSITY,2023-05-09,public,"sra,bam,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2023-11-30,2023-11-30T20:54:41Z,2023-11-30,2023-11-30T20:54:41Z,ERX11707858,SAMEA114705285,Sweden,Europe,Sweden,Bromma reningsverk Stockholm Vatten Och Avfall,KAROLINSKA INSITUTET,2023-11-30T20:54:41Z,2023-11-30T20:54:41Z,public,Ion Torrent S5 XL,metagenome,Riksby-19,SINGLE,RT-PCR,METAGENOMIC,Riksby inlet,Severe acute respiratory syndrome coronavirus 2,ION_TORRENT,37500,2023-12-01T00:00:00Z,2023-12-06T02:36:00Z,1,SAMEA114705285,Riksby-19,4,1,2023-05-09,Severe acute respiratory syndrome coronavirus 2,municipal wastewater treatment plant,ERP146892,Riksby-19,SARS-CoV-2,59.35,17.97
