Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Broker_name,Bytes,Center Name,Collection_Date,collector_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(region_and_locality),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,library_preparation_date (exp),LibraryLayout,LibrarySelection,LibrarySource,name_of_the_sampling_site,nucleic_acid_amplification,nucleic_acid_extraction,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_name,Scientific_Name,sewage_type,SRA Study,Submitter_Id,surveillance_target
ERR7566048,AMPLICON,600,254575200,PRJEB48206,SAMEA11458931,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",147783241,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-02-05,Rotterdam wastewater monitoring team,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136640,SAMEA11458931,Netherlands,Europe,Netherlands,"Rotterdam\, Wolphaertsbocht",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Wolphaertsbocht,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:36:00Z,1,SAMEA11458931,iRun90_BC14,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun90_BC14,2697049
ERR7566049,AMPLICON,600,214197000,PRJEB48206,SAMEA11458932,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",129171824,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-02-05,Rotterdam wastewater monitoring team,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136641,SAMEA11458932,Netherlands,Europe,Netherlands,"Rotterdam\, Heemraadsplein",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:47Z,2023-03-01T08:19:47Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Heemraadsplein,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:36:00Z,1,SAMEA11458932,iRun90_BC15,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun90_BC15,2697049
ERR7566050,AMPLICON,600,284011200,PRJEB48206,SAMEA11458933,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",165309397,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-02-05,Rotterdam wastewater monitoring team,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136642,SAMEA11458933,Netherlands,Europe,Netherlands,"Rotterdam\, Pretorialaan",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Pretorialaan,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:36:00Z,1,SAMEA11458933,iRun90_BC16,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun90_BC16,2697049
ERR7566051,AMPLICON,600,262560000,PRJEB48206,SAMEA11458934,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",153464225,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-02-05,Rotterdam wastewater monitoring team,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136643,SAMEA11458934,Netherlands,Europe,Netherlands,"Rotterdam\, Bergschenhoek",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Bergschenhoek,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:36:00Z,1,SAMEA11458934,iRun90_BC17,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun90_BC17,2697049
ERR7566052,AMPLICON,600,304818600,PRJEB48206,SAMEA11458935,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",176328034,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-02-08,Rotterdam wastewater monitoring team,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136644,SAMEA11458935,Netherlands,Europe,Netherlands,"Rotterdam\, Total Dokhaven",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Total Dokhaven,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:36:00Z,1,SAMEA11458935,iRun90_BC18,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun90_BC18,2697049
ERR7566053,AMPLICON,600,261484200,PRJEB48206,SAMEA11458936,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",153168156,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-02-08,Rotterdam wastewater monitoring team,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136645,SAMEA11458936,Netherlands,Europe,Netherlands,"Rotterdam\, Ommoord",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Ommoord,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:36:00Z,1,SAMEA11458936,iRun90_BC19,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun90_BC19,2697049
ERR7566054,AMPLICON,600,317745000,PRJEB48206,SAMEA11458937,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",181937087,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-02-08,Rotterdam wastewater monitoring team,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136646,SAMEA11458937,Netherlands,Europe,Netherlands,"Rotterdam\, Everlo Waalhaven",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Everlo Waalhaven,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:36:00Z,1,SAMEA11458937,iRun90_BC20,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun90_BC20,2697049
ERR7566055,AMPLICON,600,351349800,PRJEB48206,SAMEA11458938,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",204677699,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-02-08,Rotterdam wastewater monitoring team,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136647,SAMEA11458938,Netherlands,Europe,Netherlands,"Rotterdam\, Pretorialaan-Zuidplein",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Pretorialaan-Zuidplein,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:36:00Z,1,SAMEA11458938,iRun90_BC21,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun90_BC21,2697049
ERR7566056,AMPLICON,600,182550000,PRJEB48206,SAMEA11458939,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",105952034,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-02-08,Rotterdam wastewater monitoring team,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136648,SAMEA11458939,Netherlands,Europe,Netherlands,"Rotterdam\, Wolphaertsbocht",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Wolphaertsbocht,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:36:00Z,1,SAMEA11458939,iRun90_BC22,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun90_BC22,2697049
ERR7566057,AMPLICON,600,214612800,PRJEB48206,SAMEA11458940,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",126639546,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-02-08,Rotterdam wastewater monitoring team,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136649,SAMEA11458940,Netherlands,Europe,Netherlands,"Rotterdam\, Heemraadsplein",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Heemraadsplein,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:36:00Z,1,SAMEA11458940,iRun90_BC23,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun90_BC23,2697049
ERR7566058,AMPLICON,600,198952200,PRJEB48206,SAMEA11458941,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",117177957,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-02-08,Rotterdam wastewater monitoring team,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136650,SAMEA11458941,Netherlands,Europe,Netherlands,"Rotterdam\, Pretorialaan",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Pretorialaan,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:36:00Z,1,SAMEA11458941,iRun90_BC24,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun90_BC24,2697049
ERR7566059,AMPLICON,600,240999600,PRJEB48206,SAMEA11458942,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",143155916,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-02-08,Rotterdam wastewater monitoring team,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136651,SAMEA11458942,Netherlands,Europe,Netherlands,"Rotterdam\, Bergschenhoek",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Bergschenhoek,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:36:00Z,1,SAMEA11458942,iRun90_BC25,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun90_BC25,2697049
ERR7566060,AMPLICON,600,163620000,PRJEB48206,SAMEA11458943,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",96314729,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-02-10,Rotterdam wastewater monitoring team,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136652,SAMEA11458943,Netherlands,Europe,Netherlands,"Rotterdam\, Everlo Waalhaven",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Everlo Waalhaven,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:36:00Z,1,SAMEA11458943,iRun90_BC26,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun90_BC26,2697049
ERR7566061,AMPLICON,600,267797400,PRJEB48206,SAMEA11458944,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",155824690,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-02-10,Rotterdam wastewater monitoring team,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136653,SAMEA11458944,Netherlands,Europe,Netherlands,"Rotterdam\, Pretorialaan-Zuidplein",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Pretorialaan-Zuidplein,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:36:00Z,1,SAMEA11458944,iRun90_BC27,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun90_BC27,2697049
ERR7566062,AMPLICON,600,225417000,PRJEB48206,SAMEA11458945,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",130550866,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-02-10,Rotterdam wastewater monitoring team,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136654,SAMEA11458945,Netherlands,Europe,Netherlands,"Rotterdam\, Wolphaertsbocht",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Wolphaertsbocht,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:36:00Z,1,SAMEA11458945,iRun90_BC28,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun90_BC28,2697049
ERR7566063,AMPLICON,600,219844800,PRJEB48206,SAMEA11458946,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",129069945,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-02-10,Rotterdam wastewater monitoring team,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136655,SAMEA11458946,Netherlands,Europe,Netherlands,"Rotterdam\, Heemraadsplein",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Heemraadsplein,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:36:00Z,1,SAMEA11458946,iRun90_BC29,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun90_BC29,2697049
ERR7566064,AMPLICON,600,246723000,PRJEB48206,SAMEA11458947,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",142742212,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-02-10,Rotterdam wastewater monitoring team,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136656,SAMEA11458947,Netherlands,Europe,Netherlands,"Rotterdam\, Pretorialaan",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Pretorialaan,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:36:00Z,1,SAMEA11458947,iRun90_BC30,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun90_BC30,2697049
ERR7566065,AMPLICON,600,199726200,PRJEB48206,SAMEA11458948,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",115847839,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-02-12,Rotterdam wastewater monitoring team,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136657,SAMEA11458948,Netherlands,Europe,Netherlands,"Rotterdam\, Ommoord",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:19:47Z,2023-03-01T08:19:47Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Ommoord,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:36:00Z,1,SAMEA11458948,iRun90_BC31,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun90_BC31,2697049
ERR7566066,AMPLICON,600,221593200,PRJEB48206,SAMEA11458949,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",127065793,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-02-12,Rotterdam wastewater monitoring team,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136658,SAMEA11458949,Netherlands,Europe,Netherlands,"Rotterdam\, Everlo Waalhaven",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Everlo Waalhaven,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:36:00Z,1,SAMEA11458949,iRun90_BC32,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun90_BC32,2697049
ERR7566067,AMPLICON,600,271441800,PRJEB48206,SAMEA11458950,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",159566476,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-02-12,Rotterdam wastewater monitoring team,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136659,SAMEA11458950,Netherlands,Europe,Netherlands,"Rotterdam\, Pretorialaan-Zuidplein",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Pretorialaan-Zuidplein,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:37:00Z,1,SAMEA11458950,iRun90_BC33,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun90_BC33,2697049
ERR7566068,AMPLICON,600,283389600,PRJEB48206,SAMEA11458951,"Submission account for department of Viroscience's Research Teams\, ErasmusMC",163734495,"ERASMUS MC, UNIVERISTY MEDICAL CENTER",2021-02-12,Rotterdam wastewater monitoring team,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2023-03-01,2023-03-01,2023-03-01,2023-03-01,ERX7136660,SAMEA11458951,Netherlands,Europe,Netherlands,"Rotterdam\, Wolphaertsbocht",Rotterdam wastewater monitoring team,Rotterdam wastewater monitoring team,2023-03-01T08:18:45Z,2023-03-01T08:18:45Z,public,Illumina MiSeq,metagenome,KAPA HyperPlus library preparation kit (Roche),not collected,PAIRED,RANDOM,METAGENOMIC,wasterwater treatment plant at Wolphaertsbocht,RT-PCR,"RNA was isolated with the Biomerieux Nuclisens kit (Biomerieux\, Amersfoort\, the Netherlands) in combination with the semi-automated KingFisher mL (Thermo Scientific\, Bleiswijk\, The Netherlands) purification system to extract RNA from Centricon concentr...",wastewater metagenome,ILLUMINA,2023-03-02T00:00:00Z,2023-03-11T04:36:00Z,1,SAMEA11458951,iRun90_BC34,wastewater metagenome,municipal (and industrial) wastewater treatment plant,ERP132545,iRun90_BC34,2697049
