Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,Sample_ID
SRR23345297,AMPLICON,69,158213383,PRJNA931732,SAMN33099021,SARS-CoV-2: wastewater surveillance,69583804,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-04-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286977,India,Asia,India: Pune,NextSeq 550,wastewater,IP11712,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11712,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-217,
SRR23345298,AMPLICON,69,156936109,PRJNA931732,SAMN33099020,SARS-CoV-2: wastewater surveillance,67860530,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-04-13,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286976,India,Asia,India: Pune,NextSeq 550,wastewater,IP11711,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11711,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-87,
SRR23345299,AMPLICON,69,148913552,PRJNA931732,SAMN33099019,SARS-CoV-2: wastewater surveillance,64016035,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-04-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286975,India,Asia,India: Pune,NextSeq 550,wastewater,IP11710,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11710,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-174,
SRR23345300,AMPLICON,69,62374567,PRJNA931732,SAMN33099018,SARS-CoV-2: wastewater surveillance,27914200,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-04-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286974,India,Asia,India: Pune,NextSeq 550,wastewater,IP11709,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11709,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-83,
SRR23345301,AMPLICON,69,146148716,PRJNA931732,SAMN33099017,SARS-CoV-2: wastewater surveillance,63998653,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-04-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286973,India,Asia,India: Pune,NextSeq 550,wastewater,IP11708,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11708,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-350,
SRR23345302,AMPLICON,69,94276398,PRJNA931732,SAMN33099016,SARS-CoV-2: wastewater surveillance,41454099,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-03-21,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286972,India,Asia,India: Pune,NextSeq 550,wastewater,IP11707,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11707,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-256,
SRR23345303,AMPLICON,69,90312236,PRJNA931732,SAMN33099015,SARS-CoV-2: wastewater surveillance,39358226,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-03-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286971,India,Asia,India: Pune,NextSeq 550,wastewater,IP11706,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11706,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-253,
SRR23345304,AMPLICON,68,254010804,PRJNA931732,SAMN33098907,SARS-CoV-2: wastewater surveillance,108030186,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-02-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286970,India,Asia,India: Pune,NextSeq 550,wastewater,IP10775,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:30:00Z,1,IP10775,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-112,
SRR23345305,AMPLICON,70,51927024,PRJNA931732,SAMN33099014,SARS-CoV-2: wastewater surveillance,22695791,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-03-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286969,India,Asia,India: Pune,NextSeq 550,wastewater,IP11705,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11705,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-165,
SRR23345306,AMPLICON,69,153964726,PRJNA931732,SAMN33099013,SARS-CoV-2: wastewater surveillance,67188882,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-03-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286968,India,Asia,India: Pune,NextSeq 550,wastewater,IP11704,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11704,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-297,
SRR23345307,AMPLICON,69,120692552,PRJNA931732,SAMN33099012,SARS-CoV-2: wastewater surveillance,52327608,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-03-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286967,India,Asia,India: Pune,NextSeq 550,wastewater,IP11703,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11703,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-32,
SRR23345308,AMPLICON,69,134237974,PRJNA931732,SAMN33099011,SARS-CoV-2: wastewater surveillance,57995904,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-03-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286966,India,Asia,India: Pune,NextSeq 550,wastewater,IP11702,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11702,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-342,
SRR23345309,AMPLICON,69,111186617,PRJNA931732,SAMN33099010,SARS-CoV-2: wastewater surveillance,48857082,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-03-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286965,India,Asia,India: Pune,NextSeq 550,wastewater,IP11701,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11701,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-76,
SRR23345310,AMPLICON,69,108413128,PRJNA931732,SAMN33099009,SARS-CoV-2: wastewater surveillance,47354886,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-03-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286964,India,Asia,India: Pune,NextSeq 550,wastewater,IP11700,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11700,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-33,
SRR23345311,AMPLICON,70,109489131,PRJNA931732,SAMN33099008,SARS-CoV-2: wastewater surveillance,47726826,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-03-22,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19286963,India,Asia,India: Pune,NextSeq 550,wastewater,IP11698,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11698,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-167,
SRR23345312,AMPLICON,69,126162527,PRJNA931732,SAMN33099007,SARS-CoV-2: wastewater surveillance,55140632,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-03-17,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286962,India,Asia,India: Pune,NextSeq 550,wastewater,IP11694,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11694,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-210,
SRR23345313,AMPLICON,69,102762852,PRJNA931732,SAMN33099006,SARS-CoV-2: wastewater surveillance,44746240,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-03-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286961,India,Asia,India: Pune,NextSeq 550,wastewater,IP11693,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11693,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-343,
SRR23345314,AMPLICON,69,133719427,PRJNA931732,SAMN33099005,SARS-CoV-2: wastewater surveillance,58252713,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-03-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286960,India,Asia,India: Pune,NextSeq 550,wastewater,IP11692,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11692,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-124,
SRR23345315,AMPLICON,70,307790788,PRJNA931732,SAMN33098906,SARS-CoV-2: wastewater surveillance,129792857,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-01-28,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19286959,India,Asia,India: Pune,NextSeq 550,wastewater,IP10773,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:30:00Z,1,IP10773,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-330,
SRR23345316,AMPLICON,69,89817076,PRJNA931732,SAMN33099004,SARS-CoV-2: wastewater surveillance,39081414,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-04-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286958,India,Asia,India: Pune,NextSeq 550,wastewater,IP11691,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11691,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-39,
SRR23345317,AMPLICON,69,108703230,PRJNA931732,SAMN33099003,SARS-CoV-2: wastewater surveillance,47944957,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-04-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286957,India,Asia,India: Pune,NextSeq 550,wastewater,IP11690,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11690,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-436,
SRR23345318,AMPLICON,70,34052342,PRJNA931732,SAMN33099002,SARS-CoV-2: wastewater surveillance,14912331,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-04-14,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19286956,India,Asia,India: Pune,NextSeq 550,wastewater,IP11689,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11689,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-218,
SRR23345319,AMPLICON,69,139820938,PRJNA931732,SAMN33099001,SARS-CoV-2: wastewater surveillance,60007646,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-04-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286955,India,Asia,India: Pune,NextSeq 550,wastewater,IP11688,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11688,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-130,
SRR23345320,AMPLICON,70,221108175,PRJNA931732,SAMN33099000,SARS-CoV-2: wastewater surveillance,94251950,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-02-18,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19286954,India,Asia,India: Pune,NextSeq 550,wastewater,IP11687,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11687,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-159,
SRR23345321,AMPLICON,68,77157233,PRJNA931732,SAMN33098999,SARS-CoV-2: wastewater surveillance,34297274,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-02-21,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286953,India,Asia,India: Pune,NextSeq 550,wastewater,IP11685,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11685,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-71,
SRR23345322,AMPLICON,68,110300007,PRJNA931732,SAMN33098998,SARS-CoV-2: wastewater surveillance,47879597,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-02-24,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286952,India,Asia,India: Pune,NextSeq 550,wastewater,IP11684,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11684,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-204,
SRR23345323,AMPLICON,68,82862245,PRJNA931732,SAMN33098997,SARS-CoV-2: wastewater surveillance,36548333,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-02-21,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286951,India,Asia,India: Pune,NextSeq 550,wastewater,IP11683,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11683,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-203,
SRR23345324,AMPLICON,67,78482056,PRJNA931732,SAMN33098996,SARS-CoV-2: wastewater surveillance,33939040,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-02-21,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286950,India,Asia,India: Pune,NextSeq 550,wastewater,IP11682,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11682,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-380,
SRR23345325,AMPLICON,68,29165769,PRJNA931732,SAMN33098995,SARS-CoV-2: wastewater surveillance,12898278,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-02-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX19286949,India,Asia,India: Pune,NextSeq 550,wastewater,IP11681,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:29:00Z,1,IP11681,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-292,
SRR23345326,AMPLICON,70,385894089,PRJNA931732,SAMN33098905,SARS-CoV-2: wastewater surveillance,163976572,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-02-09,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19286948,India,Asia,India: Pune,NextSeq 550,wastewater,IP10772,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:30:00Z,1,IP10772,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-289,
SRR23345327,AMPLICON,70,429548922,PRJNA931732,SAMN33098896,SARS-CoV-2: wastewater surveillance,177062889,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-02-17,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19286947,India,Asia,India: Pune,NextSeq 550,wastewater,IP10761,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:30:00Z,1,IP10761,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-247,
SRR23345328,AMPLICON,70,364791320,PRJNA931732,SAMN33098895,SARS-CoV-2: wastewater surveillance,157872309,"CSIR-NATIONAL CHEMICAL LABORATORY, PUNE",2022-02-09,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19286946,India,Asia,India: Pune,NextSeq 550,wastewater,IP10760,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-31T00:00:00Z,2023-02-06T00:30:00Z,1,IP10760,SRP421042,NA,NA,NA,NA,yes,SARS-CoV-333,
SRR28721392,AMPLICON,71,91225224,PRJNA931732,SAMN40989816,SARS-CoV-2: wastewater surveillance,38613363,CSIR-NCL,2022-06-01,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24288105,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S34,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14578,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S34
SRR28721393,AMPLICON,71,127503071,PRJNA931732,SAMN40989815,SARS-CoV-2: wastewater surveillance,52487007,CSIR-NCL,2022-07-19,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24288104,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S33,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14577,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S33
SRR28721394,AMPLICON,71,114044371,PRJNA931732,SAMN40989814,SARS-CoV-2: wastewater surveillance,47049641,CSIR-NCL,2022-06-08,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24288103,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S32,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14576,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S32
SRR28721395,AMPLICON,71,109563152,PRJNA931732,SAMN40989813,SARS-CoV-2: wastewater surveillance,45489255,CSIR-NCL,2022-07-15,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24288102,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S31,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:46:00Z,1,IP14574,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S31
SRR28721396,AMPLICON,70,82050552,PRJNA931732,SAMN40989786,SARS-CoV-2: wastewater surveillance,34301886,CSIR-NCL,2022-08-03,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24288101,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S04,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:46:00Z,1,IP14504,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S04
SRR28721397,AMPLICON,71,37594536,PRJNA931732,SAMN40990076,SARS-CoV-2: wastewater surveillance,13356256,CSIR-NCL,2022-07-01,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24288100,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S294,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:46:00Z,1,IP16655,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S294
SRR28721398,AMPLICON,71,30880334,PRJNA931732,SAMN40990075,SARS-CoV-2: wastewater surveillance,11172907,CSIR-NCL,2022-07-08,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24288099,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S293,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:46:00Z,1,IP16653,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S293
SRR28721399,AMPLICON,71,37522693,PRJNA931732,SAMN40990074,SARS-CoV-2: wastewater surveillance,13445750,CSIR-NCL,2022-07-22,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24288098,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S292,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:46:00Z,1,IP16651,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S292
SRR28721400,AMPLICON,71,23190493,PRJNA931732,SAMN40990073,SARS-CoV-2: wastewater surveillance,8467401,CSIR-NCL,2022-07-20,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24288097,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S291,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP16650,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S291
SRR28721401,AMPLICON,71,84320868,PRJNA931732,SAMN40989812,SARS-CoV-2: wastewater surveillance,34401516,CSIR-NCL,2022-07-15,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24288096,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S30,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP14571,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S30
SRR28721402,AMPLICON,71,51695205,PRJNA931732,SAMN40990072,SARS-CoV-2: wastewater surveillance,18448412,CSIR-NCL,2022-07-26,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24288095,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S290,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP16649,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S290
SRR28721403,AMPLICON,71,35767757,PRJNA931732,SAMN40990071,SARS-CoV-2: wastewater surveillance,12852356,CSIR-NCL,2022-07-26,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24288094,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S289,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP16648,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S289
SRR28721404,AMPLICON,71,35829803,PRJNA931732,SAMN40990070,SARS-CoV-2: wastewater surveillance,12798572,CSIR-NCL,2022-07-01,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX24288093,India,Asia,"India: Maharashtra\, Pune",Illumina MiSeq,Environmental (Sewage Treatment Plant),S288,SINGLE,RANDOM PCR,METAGENOMIC,wastewater metagenome,ILLUMINA,2024-04-30T00:00:00Z,2024-04-17T12:47:00Z,1,IP16647,SRP421042,NA,0,not applicable,not applicable,yes,SARS-CoV-2,S288
