Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,collected_by,purpose_of_ww_sampling
SRR31838574,AMPLICON,698,22423871,PRJNA896334,SAMN45996699,SARS-CoV-2: wastewater surveillance,21606260,CSIR-NCL,2024-03-28,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198835,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode86,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,MN-PR-272,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not provided
SRR31838575,AMPLICON,1097,94642089,PRJNA896334,SAMN45996698,SARS-CoV-2: wastewater surveillance,88319560,CSIR-NCL,2024-03-26,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198834,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode85,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,MN-PR-271,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not provided
SRR31838576,AMPLICON,1036,168674899,PRJNA896334,SAMN45996697,SARS-CoV-2: wastewater surveillance,158066180,CSIR-NCL,2024-03-18,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198833,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode83,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,MN-PR-269,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not provided
SRR31838577,AMPLICON,985,47848306,PRJNA896334,SAMN45996696,SARS-CoV-2: wastewater surveillance,44906733,CSIR-NCL,2024-03-14,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198832,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode82,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,MN-PR-268,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not provided
SRR31838578,AMPLICON,989,84224321,PRJNA896334,SAMN45996695,SARS-CoV-2: wastewater surveillance,79159618,CSIR-NCL,2024-03-11,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198831,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode81,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,MN-PR-267,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not provided
SRR31838579,AMPLICON,903,48640312,PRJNA896334,SAMN45996694,SARS-CoV-2: wastewater surveillance,45896496,CSIR-NCL,2024-03-07,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198830,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode80,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,MN-PR-266,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not provided
SRR31838580,AMPLICON,70,114816420,PRJNA896334,SAMN45996568,SARS-CoV-2: wastewater surveillance,47199736,CSIR-NCL,2022-09-01,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198829,India,Asia,"India: Maharashtra\,Pune",NextSeq 500,Sewage Treatment Plant (STP),IP15111,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,PR-112,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838581,AMPLICON,949,84288605,PRJNA896334,SAMN45996693,SARS-CoV-2: wastewater surveillance,79486609,CSIR-NCL,2024-03-04,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198828,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode79,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,MN-PR-265,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not provided
SRR31838582,AMPLICON,985,130001903,PRJNA896334,SAMN45996692,SARS-CoV-2: wastewater surveillance,122575412,CSIR-NCL,2024-02-28,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198827,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode78,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,MN-PR-264,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not provided
SRR31838583,AMPLICON,759,45371894,PRJNA896334,SAMN45996691,SARS-CoV-2: wastewater surveillance,43497464,CSIR-NCL,2024-02-21,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198826,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode76,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,MN-PR-262,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not provided
SRR31838584,AMPLICON,801,79994270,PRJNA896334,SAMN45996690,SARS-CoV-2: wastewater surveillance,76304858,CSIR-NCL,2024-02-18,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198825,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode75,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,MN-PR-261,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not provided
SRR31838585,AMPLICON,798,102647683,PRJNA896334,SAMN45996689,SARS-CoV-2: wastewater surveillance,98033829,CSIR-NCL,2024-02-15,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198824,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode74,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,MN-PR-260,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not provided
SRR31838586,AMPLICON,550,64056371,PRJNA896334,SAMN45996688,SARS-CoV-2: wastewater surveillance,62961943,CSIR-NCL,2024-02-08,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198823,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode72,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,MN-PR-258,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not provided
SRR31838587,AMPLICON,956,35042190,PRJNA896334,SAMN45996687,SARS-CoV-2: wastewater surveillance,33070823,CSIR-NCL,2024-02-05,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198822,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode71,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,MN-PR-257,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not provided
SRR31838588,AMPLICON,601,41204752,PRJNA896334,SAMN45996686,SARS-CoV-2: wastewater surveillance,40370547,CSIR-NCL,2024-04-25,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198821,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode70,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,A4-PR-280,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not applicable
SRR31838589,AMPLICON,550,74429230,PRJNA896334,SAMN45996685,SARS-CoV-2: wastewater surveillance,73376037,CSIR-NCL,2024-04-22,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198820,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode69,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,A4-PR-279,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not applicable
SRR31838590,AMPLICON,605,44288247,PRJNA896334,SAMN45996684,SARS-CoV-2: wastewater surveillance,43208736,CSIR-NCL,2024-04-18,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198819,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode68,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,A4-PR-278,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not applicable
SRR31838591,AMPLICON,70,140586601,PRJNA896334,SAMN45996567,SARS-CoV-2: wastewater surveillance,57866482,CSIR-NCL,2022-08-29,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198818,India,Asia,"India: Maharashtra\,Pune",NextSeq 500,Sewage Treatment Plant (STP),IP15110,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,PR-111,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838592,AMPLICON,563,39509989,PRJNA896334,SAMN45996683,SARS-CoV-2: wastewater surveillance,38906946,CSIR-NCL,2024-04-15,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198817,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode67,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,A4-PR-277,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not applicable
SRR31838593,AMPLICON,565,126420317,PRJNA896334,SAMN45996682,SARS-CoV-2: wastewater surveillance,123674480,CSIR-NCL,2024-04-11,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198816,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode66,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,A4-PR-276,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not applicable
SRR31838594,AMPLICON,561,45918156,PRJNA896334,SAMN45996653,SARS-CoV-2: wastewater surveillance,45235887,CSIR-NCL,2024-03-11,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198815,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN156_barcode80,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-267,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838595,AMPLICON,599,60729465,PRJNA896334,SAMN45996652,SARS-CoV-2: wastewater surveillance,59584924,CSIR-NCL,2024-03-07,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198814,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN156_barcode74,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,PR-266,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838596,AMPLICON,576,68420821,PRJNA896334,SAMN45996651,SARS-CoV-2: wastewater surveillance,67109052,CSIR-NCL,2024-03-04,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198813,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN156_barcode58,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-265,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838597,AMPLICON,595,72944546,PRJNA896334,SAMN45996650,SARS-CoV-2: wastewater surveillance,71479605,CSIR-NCL,2024-02-28,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198812,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN156_barcode52,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-264,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838598,AMPLICON,462,50603223,PRJNA896334,SAMN45996649,SARS-CoV-2: wastewater surveillance,50961358,CSIR-NCL,2024-02-27,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198811,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN156_barcode41,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-263,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838599,AMPLICON,519,28958624,PRJNA896334,SAMN45996648,SARS-CoV-2: wastewater surveillance,28768396,CSIR-NCL,2024-02-21,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198810,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN156_barcode30,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,PR-262,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838600,AMPLICON,504,76432111,PRJNA896334,SAMN45996647,SARS-CoV-2: wastewater surveillance,76555598,CSIR-NCL,2024-02-18,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198809,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN156_barcode14,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-261,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838601,AMPLICON,564,86393089,PRJNA896334,SAMN45996646,SARS-CoV-2: wastewater surveillance,84745464,CSIR-NCL,2024-02-15,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198808,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN152_barcode57,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-260,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838602,AMPLICON,561,133960631,PRJNA896334,SAMN45996645,SARS-CoV-2: wastewater surveillance,130590471,CSIR-NCL,2024-02-12,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198807,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN152_barcode42,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-259,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838603,AMPLICON,537,73864085,PRJNA896334,SAMN45996644,SARS-CoV-2: wastewater surveillance,72626953,CSIR-NCL,2024-02-08,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198806,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN152_barcode37,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-258,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838604,AMPLICON,71,123329164,PRJNA896334,SAMN45996563,SARS-CoV-2: wastewater surveillance,50606389,CSIR-NCL,2022-07-28,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198805,India,Asia,"India: Maharashtra\,Pune",NextSeq 500,Sewage Treatment Plant (STP),IP14682,SINGLE,PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-102,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838605,AMPLICON,599,125865351,PRJNA896334,SAMN45996643,SARS-CoV-2: wastewater surveillance,122714437,CSIR-NCL,2024-02-05,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198804,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN152_barcode21,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-257,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838606,AMPLICON,500,115816373,PRJNA896334,SAMN45996642,SARS-CoV-2: wastewater surveillance,115159351,CSIR-NCL,2024-01-30,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198803,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN151_barcode93,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-256,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838607,AMPLICON,535,200841891,PRJNA896334,SAMN45996641,SARS-CoV-2: wastewater surveillance,197796875,CSIR-NCL,2024-01-29,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198802,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN151_barcode6,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-255,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838608,AMPLICON,463,117947428,PRJNA896334,SAMN45996640,SARS-CoV-2: wastewater surveillance,117968090,CSIR-NCL,2024-01-25,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198801,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN151_barcode33,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-254,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838609,AMPLICON,458,71171787,PRJNA896334,SAMN45996639,SARS-CoV-2: wastewater surveillance,71389194,CSIR-NCL,2024-01-23,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198800,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN151_barcode22,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-253,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838610,AMPLICON,484,50898386,PRJNA896334,SAMN45996638,SARS-CoV-2: wastewater surveillance,50840470,CSIR-NCL,2024-01-18,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198799,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN150_barcode22,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-252,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838611,AMPLICON,457,85683695,PRJNA896334,SAMN45996637,SARS-CoV-2: wastewater surveillance,86093139,CSIR-NCL,2024-01-15,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198798,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN150_barcode06,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,PR-251,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838612,AMPLICON,538,9658775,PRJNA896334,SAMN45996636,SARS-CoV-2: wastewater surveillance,9637879,CSIR-NCL,2024-01-11,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198797,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN148_barcode85,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:04:00Z,1,PR-250,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,public health surveillance institution-level
SRR31838613,AMPLICON,580,203110944,PRJNA896334,SAMN45996681,SARS-CoV-2: wastewater surveillance,198874654,CSIR-NCL,2024-04-08,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198796,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode65,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,A4-PR-275,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not applicable
SRR31838614,AMPLICON,554,115846804,PRJNA896334,SAMN45996680,SARS-CoV-2: wastewater surveillance,114109799,CSIR-NCL,2024-04-01,public,"activ_sars2_vcf,fastq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX27198795,India,Asia,"India: Maharashtra\,Pune",MinION,Sewage Treatment Plant (STP),RUN168_barcode63,SINGLE,PCR,VIRAL RNA,wastewater metagenome,OXFORD_NANOPORE,2025-01-15T00:00:00Z,2024-12-27T07:05:00Z,1,A4-PR-273,SRP405559,NA,0,raw wastewater,grab,yes,SARS-CoV-2,CSIR-National Chemical Laboratory,not applicable
