Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,collected_by,collection_site_id,concentration_method,extraction_control,extraction_method,project_name,purpose_of_ww_sampling,sequenced_by,ww_flow,ww_sample_site,ww_surv_target_1_extract,ww_surv_target_1_extract_unit,ww_surv_target_1_protocol,isolate
SRR17616065,WGS,144,177279151,PRJNA796340,SAMN24849830,SARS-CoV-2: wastewater surveillance,80607073,HOUSTON_WBE_SARS-COV-2,2021-04-12T00:00:00Z,public,"sra,activ_sars2_vcf,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX13784630,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Keegans Bayou,20210412_KB,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-01-20T00:00:00Z,2022-01-14T04:09:00Z,1,20210412_KB,SRP354595,124000,24,raw wastewater,composite,yes,SARS-CoV-249,Houston Water,KB,membrane filtration with addition of mgcl249,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR17616066,WGS,143,179911257,PRJNA796340,SAMN24849829,SARS-CoV-2: wastewater surveillance,85489830,HOUSTON_WBE_SARS-COV-2,2021-04-12T00:00:00Z,public,"run.zq,activ_sars2_vcf,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX13784629,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Metro Central,20210412_MC,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-01-20T00:00:00Z,2022-01-14T04:08:00Z,1,20210412_MC,SRP354595,20161,24,raw wastewater,composite,yes,SARS-CoV-248,Houston Water,MC,membrane filtration with addition of mgcl248,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR17616067,WGS,144,146690984,PRJNA796340,SAMN24849828,SARS-CoV-2: wastewater surveillance,64463711,HOUSTON_WBE_SARS-COV-2,2021-04-12T00:00:00Z,public,"fastq,run.zq,activ_sars2_vcf,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX13784628,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Northbelt,20210412_NO,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-01-20T00:00:00Z,2022-01-14T04:08:00Z,1,20210412_NO,SRP354595,12892,24,raw wastewater,composite,yes,SARS-CoV-247,Houston Water,NO,membrane filtration with addition of mgcl247,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR17616068,WGS,144,185747366,PRJNA796340,SAMN24849827,SARS-CoV-2: wastewater surveillance,81939047,HOUSTON_WBE_SARS-COV-2,2021-04-12T00:00:00Z,public,"sra,run.zq,activ_sars2_vcf,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX13784627,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,FWSD#23,20210412_23,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-01-20T00:00:00Z,2022-01-14T04:08:00Z,1,20210412_23,SRP354595,40689,24,raw wastewater,composite,yes,SARS-CoV-246,Houston Water,23,membrane filtration with addition of mgcl246,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR17616069,WGS,144,146488950,PRJNA796340,SAMN24849826,SARS-CoV-2: wastewater surveillance,64508506,HOUSTON_WBE_SARS-COV-2,2021-04-12T00:00:00Z,public,"activ_sars2_vcf,sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX13784626,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Homestead,20210412_HO,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-01-20T00:00:00Z,2022-01-14T04:08:00Z,1,20210412_HO,SRP354595,9375,24,raw wastewater,composite,yes,SARS-CoV-245,Houston Water,HO,membrane filtration with addition of mgcl245,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR17616070,WGS,144,180457726,PRJNA796340,SAMN24849825,SARS-CoV-2: wastewater surveillance,79529355,HOUSTON_WBE_SARS-COV-2,2021-04-12T00:00:00Z,public,"sra,run.zq,fastq,activ_sars2_vcf","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX13784625,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Greenridge,20210412_GR,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-01-20T00:00:00Z,2022-01-14T04:08:00Z,1,20210412_GR,SRP354595,28742,24,raw wastewater,composite,yes,SARS-CoV-244,Houston Water,GR,membrane filtration with addition of mgcl244,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR17616071,WGS,144,211102503,PRJNA796340,SAMN24849824,SARS-CoV-2: wastewater surveillance,93120512,HOUSTON_WBE_SARS-COV-2,2021-04-12T00:00:00Z,public,"activ_sars2_vcf,sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX13784624,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Clinton Park,20210412_CP,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-01-20T00:00:00Z,2022-01-14T04:09:00Z,1,20210412_CP,SRP354595,3825,24,raw wastewater,composite,yes,SARS-CoV-243,Houston Water,CP,membrane filtration with addition of mgcl243,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR17616072,WGS,144,186815706,PRJNA796340,SAMN24849823,SARS-CoV-2: wastewater surveillance,81925332,HOUSTON_WBE_SARS-COV-2,2021-04-12T00:00:00Z,public,"sra,activ_sars2_vcf,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX13784623,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Chocolate Bayou,20210412_CB,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-01-20T00:00:00Z,2022-01-14T04:08:00Z,1,20210412_CB,SRP354595,37359,24,raw wastewater,composite,yes,SARS-CoV-242,Houston Water,CB,membrane filtration with addition of mgcl242,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR17616073,WGS,145,92176577,PRJNA796340,SAMN24849798,SARS-CoV-2: wastewater surveillance,41517950,HOUSTON_WBE_SARS-COV-2,2021-04-12T00:00:00Z,public,"sra,run.zq,fastq,activ_sars2_vcf","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX13784622,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,WCID#76,20210412_76,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-01-20T00:00:00Z,2022-01-14T04:08:00Z,1,20210412_76,SRP354595,976,24,raw wastewater,composite,yes,SARS-CoV-217,Houston Water,76,membrane filtration with addition of mgcl217,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR17616074,WGS,144,208049163,PRJNA796340,SAMN24849822,SARS-CoV-2: wastewater surveillance,93949606,HOUSTON_WBE_SARS-COV-2,2021-04-12T00:00:00Z,public,"fastq,activ_sars2_vcf,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX13784621,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Cedar Bayou,20210412_CD,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-01-20T00:00:00Z,2022-01-14T04:08:00Z,1,20210412_CD,SRP354595,1722,24,raw wastewater,composite,yes,SARS-CoV-241,Houston Water,CD,membrane filtration with addition of mgcl241,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR17616075,WGS,144,185538012,PRJNA796340,SAMN24849821,SARS-CoV-2: wastewater surveillance,81988416,HOUSTON_WBE_SARS-COV-2,2021-04-12T00:00:00Z,public,"run.zq,activ_sars2_vcf,fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX13784620,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Northgate,20210412_NG,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-01-20T00:00:00Z,2022-01-14T04:08:00Z,1,20210412_NG,SRP354595,19867,24,raw wastewater,composite,yes,SARS-CoV-240,Houston Water,NG,membrane filtration with addition of mgcl240,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR17616076,WGS,144,183940373,PRJNA796340,SAMN24849820,SARS-CoV-2: wastewater surveillance,80287654,HOUSTON_WBE_SARS-COV-2,2021-04-12T00:00:00Z,public,"fastq,activ_sars2_vcf,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX13784619,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Easthaven,20210412_EH,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-01-20T00:00:00Z,2022-01-14T04:08:00Z,1,20210412_EH,SRP354595,16030,24,raw wastewater,composite,yes,SARS-CoV-239,Houston Water,EH,membrane filtration with addition of mgcl239,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR17616077,WGS,144,126448479,PRJNA796340,SAMN24849819,SARS-CoV-2: wastewater surveillance,56488346,HOUSTON_WBE_SARS-COV-2,2021-04-12T00:00:00Z,public,"run.zq,activ_sars2_vcf,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX13784618,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Imperial Valley,20210412_IV,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-01-20T00:00:00Z,2022-01-14T04:08:00Z,1,20210412_IV,SRP354595,16804,24,raw wastewater,composite,yes,SARS-CoV-238,Houston Water,IV,membrane filtration with addition of mgcl238,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR17616078,WGS,144,122219993,PRJNA796340,SAMN24849818,SARS-CoV-2: wastewater surveillance,54956617,HOUSTON_WBE_SARS-COV-2,2021-04-12T00:00:00Z,public,"sra,activ_sars2_vcf,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX13784617,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Intercontinental Airport,20210412_IA,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-01-20T00:00:00Z,2022-01-14T04:08:00Z,1,20210412_IA,SRP354595,2408,24,raw wastewater,composite,yes,SARS-CoV-237,Houston Water,IA,membrane filtration with addition of mgcl237,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR17616079,WGS,145,171726690,PRJNA796340,SAMN24849817,SARS-CoV-2: wastewater surveillance,77740778,HOUSTON_WBE_SARS-COV-2,2021-04-12T00:00:00Z,public,"sra,activ_sars2_vcf,run.zq,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX13784616,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Northeast,20210412_NE,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-01-20T00:00:00Z,2022-01-14T04:08:00Z,1,20210412_NE,SRP354595,33102,24,raw wastewater,composite,yes,SARS-CoV-236,Houston Water,NE,membrane filtration with addition of mgcl236,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR17616080,WGS,144,154859866,PRJNA796340,SAMN24849816,SARS-CoV-2: wastewater surveillance,69803115,HOUSTON_WBE_SARS-COV-2,2021-04-12T00:00:00Z,public,"run.zq,activ_sars2_vcf,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX13784615,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Southeast,20210412_SE,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-01-20T00:00:00Z,2022-01-14T04:08:00Z,1,20210412_SE,SRP354595,32485,24,raw wastewater,composite,yes,SARS-CoV-235,Houston Water,SE,membrane filtration with addition of mgcl235,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR17616081,WGS,144,166348638,PRJNA796340,SAMN24849815,SARS-CoV-2: wastewater surveillance,74136752,HOUSTON_WBE_SARS-COV-2,2021-04-12T00:00:00Z,public,"fastq,run.zq,activ_sars2_vcf,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX13784614,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Sagemont,20210412_SG,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-01-20T00:00:00Z,2022-01-14T04:08:00Z,1,20210412_SG,SRP354595,20608,24,raw wastewater,composite,yes,SARS-CoV-234,Houston Water,SG,membrane filtration with addition of mgcl234,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR17616082,WGS,144,186609930,PRJNA796340,SAMN24849814,SARS-CoV-2: wastewater surveillance,84051436,HOUSTON_WBE_SARS-COV-2,2021-04-12T00:00:00Z,public,"sra,fastq,run.zq,activ_sars2_vcf","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX13784613,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Sims Bayou North,20210412_SB,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-01-20T00:00:00Z,2022-01-14T04:08:00Z,1,20210412_SB,SRP354595,109414,24,raw wastewater,composite,yes,SARS-CoV-233,Houston Water,SB,membrane filtration with addition of mgcl233,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR17616083,WGS,144,157173992,PRJNA796340,SAMN24849812,SARS-CoV-2: wastewater surveillance,70538275,HOUSTON_WBE_SARS-COV-2,2021-04-12T00:00:00Z,public,"fastq,activ_sars2_vcf,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX13784612,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Park Ten,20210412_PT,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-01-20T00:00:00Z,2022-01-14T04:08:00Z,1,20210412_PT,SRP354595,5497,24,raw wastewater,composite,yes,SARS-CoV-231,Houston Water,PT,membrane filtration with addition of mgcl231,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR17616084,WGS,145,130931467,PRJNA796340,SAMN24849796,SARS-CoV-2: wastewater surveillance,58877331,HOUSTON_WBE_SARS-COV-2,2021-04-12T00:00:00Z,public,"sra,run.zq,fastq,activ_sars2_vcf","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX13784611,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Forest Cove,20210412_FC,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-01-20T00:00:00Z,2022-01-14T04:08:00Z,1,20210412_FC,SRP354595,4170,24,raw wastewater,composite,yes,SARS-CoV-215,Houston Water,FC,membrane filtration with addition of mgcl215,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR17616085,WGS,145,155434033,PRJNA796340,SAMN24849793,SARS-CoV-2: wastewater surveillance,70419174,HOUSTON_WBE_SARS-COV-2,2021-04-12T00:00:00Z,public,"run.zq,sra,fastq,activ_sars2_vcf","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX13784610,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Almeda Sims,20210412_AS,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-01-20T00:00:00Z,2022-01-14T04:09:00Z,1,20210412_AS,SRP354595,117968,24,raw wastewater,composite,yes,SARS-CoV-212,Houston Water,AS,membrane filtration with addition of mgcl212,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328656,WGS,305,89722187,PRJNA796340,SAMN24849721,SARS-CoV-2: wastewater surveillance,41486316,HOUSTON_WBE_SARS-COV-2,2021-03-22T00:00:00Z,public,"run.zq,activ_sars2_vcf,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX14465533,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,69th Street,20210322_33,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:17:00Z,1,20210322_69,SRP354595,551150,24,raw wastewater,composite,yes,SARS-CoV-140,Houston Water,69,membrane filtration with addition of mgcl140,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328657,WGS,307,137703275,PRJNA796340,SAMN24849722,SARS-CoV-2: wastewater surveillance,68405678,HOUSTON_WBE_SARS-COV-2,2021-03-22T00:00:00Z,public,"activ_sars2_vcf,sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX14465532,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Park Ten,20210322_34,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:18:00Z,1,20210322_PT,SRP354595,5497,24,raw wastewater,composite,yes,SARS-CoV-141,Houston Water,PT,membrane filtration with addition of mgcl141,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328659,WGS,301,75315825,PRJNA796340,SAMN24849711,SARS-CoV-2: wastewater surveillance,33901864,HOUSTON_WBE_SARS-COV-2,2021-03-22T00:00:00Z,public,"activ_sars2_vcf,run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX14465530,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Cedar Bayou,20210322_23,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:17:00Z,1,20210322_CD,SRP354595,1722,24,raw wastewater,composite,yes,SARS-CoV-130,Houston Water,CD,membrane filtration with addition of mgcl130,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
SRR18328660,WGS,305,104237356,PRJNA796340,SAMN24849712,SARS-CoV-2: wastewater surveillance,50282501,HOUSTON_WBE_SARS-COV-2,2021-03-22T00:00:00Z,public,"run.zq,sra,activ_sars2_vcf,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX14465529,USA,North America,"USA: Texas\, Houston",Illumina MiSeq,Homestead,20210322_24,PAIRED,PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2022-03-18T00:00:00Z,2022-03-18T00:18:00Z,1,20210322_HO,SRP354595,9375,24,raw wastewater,composite,yes,SARS-CoV-131,Houston Water,HO,membrane filtration with addition of mgcl131,Not provided,chemagic viral dna/rna 300 kit,Monitoring SARS-CoV-2 in Houston wastewater,public health surveillance community-level,Houston Health Department,Not provided,wastewater treatment plant,Not provided,NA,"ddPCR detection of SARS-CoV-2 in Wastewater using One step RT-ddPCR with One-Step RT-ddPCR Advanced Kit for Probes (1864021, Bio-Rad) on the QX200 AutoDG Droplet Digital PCR System (Bio-Rad)",
