Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,collection_date (run),Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,fasta_file (run),geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SAMPLE,SRA Study,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1
SRR23702882,AMPLICON,222,114997,PRJNA941107,SAMN33590156,SARS-CoV-2: wastewater surveillance,258719,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/31/21,2021-08-31,public,"bam,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX19564463,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Daspoort Wastewater\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-145,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-145,21-145,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702883,AMPLICON,291,551197595,PRJNA941107,SAMN33590155,SARS-CoV-2: wastewater surveillance,104703403,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/31/21,2021-08-31,public,"bam,run.zq,activ_sars2_vcf,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX19564462,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Hartebeesfontein Waterworks\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-144,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-144,21-144,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702884,AMPLICON,293,525867441,PRJNA941107,SAMN33590011,SARS-CoV-2: wastewater surveillance,122097833,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,5/24/21,2021-05-24,public,"run.zq,sra,bam,activ_sars2_vcf","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX19564461,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Rooiwal Wastewater Treatment Works\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-0203,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-0203,21-0203,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702885,AMPLICON,226,135684,PRJNA941107,SAMN33590154,SARS-CoV-2: wastewater surveillance,263437,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/30/21,2021-08-30,public,"bam,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX19564460,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: ERWAT VLAKPLAATS WWTW\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-142,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-142,21-142,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702886,AMPLICON,292,322298709,PRJNA941107,SAMN33590153,SARS-CoV-2: wastewater surveillance,60957808,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/24/21,2021-08-24,public,"activ_sars2_vcf,sra,run.zq,bam","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1,gs.US",SRX19564459,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Mdantsane waterwaste\, BUFFALO CITY MM\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-140,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-140,21-140,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702887,AMPLICON,292,538326877,PRJNA941107,SAMN33590152,SARS-CoV-2: wastewater surveillance,103853548,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/24/21,2021-08-24,public,"bam,sra,activ_sars2_vcf,run.zq","s3,gs,ncbi","gs.US,gs.us-east1,s3.us-east-1,ncbi.public",SRX19564458,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Sterkwater Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-139,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-139,21-139,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702888,AMPLICON,292,403494858,PRJNA941107,SAMN33590151,SARS-CoV-2: wastewater surveillance,76213310,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/24/21,2021-08-24,public,"sra,run.zq,bam,activ_sars2_vcf","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX19564457,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Bloemspruit Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-138,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-138,21-138,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702889,AMPLICON,208,60148,PRJNA941107,SAMN33590150,SARS-CoV-2: wastewater surveillance,231554,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/24/21,2021-08-24,public,"bam,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX19564456,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Daspoort Wastewater\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-137,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-137,21-137,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702890,AMPLICON,291,531884168,PRJNA941107,SAMN33590149,SARS-CoV-2: wastewater surveillance,100853967,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/23/21,2021-08-23,public,"activ_sars2_vcf,run.zq,sra,bam","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX19564455,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Zandvleit Wastewater\, City of Cape Town MM\, Western Cape",NextSeq 2000,urban wastewater treatment facility,21-136,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-136,21-136,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702891,AMPLICON,217,96999,PRJNA941107,SAMN33590148,SARS-CoV-2: wastewater surveillance,252431,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/24/21,2021-08-24,public,"sra,bam,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX19564454,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Hartebeesfontein Waterworks\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-135,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-135,21-135,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702892,AMPLICON,290,482197777,PRJNA941107,SAMN33590147,SARS-CoV-2: wastewater surveillance,111950322,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/16/21,2021-08-16,public,"activ_sars2_vcf,sra,bam,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX19564453,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Mdantsane waterwaste\, BUFFALO CITY MM\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-133,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-133,21-133,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702893,AMPLICON,290,25163607,PRJNA941107,SAMN33590146,SARS-CoV-2: wastewater surveillance,6320311,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,8/16/21,2021-08-16,public,"bam,sra,activ_sars2_vcf,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX19564402,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: East Bank waterwaste\, BUFFALO CITY MM\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-132,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-132,21-132,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702894,AMPLICON,290,418148413,PRJNA941107,SAMN33590120,SARS-CoV-2: wastewater surveillance,98698195,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/27/21,2021-07-27,public,"bam,activ_sars2_vcf,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX19564451,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Mdantsane waterwaste\, BUFFALO CITY MM\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-100,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-100,21-100,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702895,AMPLICON,290,204953713,PRJNA941107,SAMN33590119,SARS-CoV-2: wastewater surveillance,48031368,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/27/21,2021-07-27,public,"bam,sra,activ_sars2_vcf,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1,gs.US",SRX19564450,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: East Bank waterwaste\, BUFFALO CITY MM\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-099,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-099,21-099,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702896,AMPLICON,290,344899502,PRJNA941107,SAMN33590118,SARS-CoV-2: wastewater surveillance,80746914,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/27/21,2021-07-27,public,"run.zq,sra,activ_sars2_vcf,bam","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX19564449,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Bloemspruit Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-097,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-097,21-097,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702897,AMPLICON,290,375841554,PRJNA941107,SAMN33590117,SARS-CoV-2: wastewater surveillance,88592333,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/27/21,2021-07-27,public,"activ_sars2_vcf,bam,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX19564448,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Daspoort Wastewater\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-096,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-096,21-096,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702898,AMPLICON,290,425625048,PRJNA941107,SAMN33590116,SARS-CoV-2: wastewater surveillance,100963909,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/26/21,2021-07-26,public,"activ_sars2_vcf,sra,run.zq,bam","gs,s3,ncbi","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX19564447,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Zandvleit Wastewater\, City of Cape Town MM\, Western Cape",NextSeq 2000,urban wastewater treatment facility,21-095,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-095,21-095,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702899,AMPLICON,291,509865659,PRJNA941107,SAMN33590115,SARS-CoV-2: wastewater surveillance,117253897,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/27/21,2021-07-27,public,"sra,activ_sars2_vcf,bam,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX19564446,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Hartebeesfontein Waterworks\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-094,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-094,21-094,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702900,AMPLICON,293,193979263,PRJNA941107,SAMN33590007,SARS-CoV-2: wastewater surveillance,48552373,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,5/17/21,2021-05-17,public,"bam,run.zq,sra,activ_sars2_vcf","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1,gs.US",SRX19564445,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Daveyton\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-018,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-018,21-018,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702901,AMPLICON,290,276145735,PRJNA941107,SAMN33590114,SARS-CoV-2: wastewater surveillance,63799993,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/20/21,2021-07-20,public,"activ_sars2_vcf,run.zq,bam,sra","gs,s3,ncbi","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX19564444,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Daveyton\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-092,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-092,21-092,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702902,AMPLICON,291,324578054,PRJNA941107,SAMN33590113,SARS-CoV-2: wastewater surveillance,74927161,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/20/21,2021-07-20,public,"activ_sars2_vcf,bam,run.zq,sra","ncbi,gs,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19564443,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: East Bank waterwaste\, BUFFALO CITY MM\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-091,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-091,21-091,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702903,AMPLICON,290,451191902,PRJNA941107,SAMN33590112,SARS-CoV-2: wastewater surveillance,104908885,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/20/21,2021-07-20,public,"sra,activ_sars2_vcf,bam,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX19564442,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Daspoort Wastewater\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-089,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-089,21-089,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702904,AMPLICON,289,399645509,PRJNA941107,SAMN33590111,SARS-CoV-2: wastewater surveillance,97910949,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/20/21,2021-07-20,public,"sra,run.zq,activ_sars2_vcf,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX19564441,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Rooiwal Wastewater Treatment Works\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-088,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-088,21-088,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702905,AMPLICON,290,324808081,PRJNA941107,SAMN33590110,SARS-CoV-2: wastewater surveillance,76257327,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/19/21,2021-07-19,public,"bam,run.zq,activ_sars2_vcf,sra","s3,gs,ncbi","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX19564440,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Zandvleit Wastewater\, City of Cape Town MM\, Western Cape",NextSeq 2000,urban wastewater treatment facility,21-087,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-087,21-087,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702906,AMPLICON,290,291288884,PRJNA941107,SAMN33590109,SARS-CoV-2: wastewater surveillance,67521276,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/18/21,2021-07-18,public,"run.zq,sra,bam,activ_sars2_vcf","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX19564439,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Northern Wastewater\, ETHEKWINI\, Kwa-Zulu Natal",NextSeq 2000,urban wastewater treatment facility,21-086,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-086,21-086,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702907,AMPLICON,290,189334294,PRJNA941107,SAMN33590108,SARS-CoV-2: wastewater surveillance,44913233,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/20/21,2021-07-20,public,"sra,bam,activ_sars2_vcf,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1,gs.US",SRX19564438,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Hartebeesfontein Waterworks\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-084,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-084,21-084,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702908,AMPLICON,290,315279927,PRJNA941107,SAMN33590107,SARS-CoV-2: wastewater surveillance,73507174,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/19/21,2021-07-19,public,"activ_sars2_vcf,run.zq,bam,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX19564437,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: GOUDKOPPIES WWTW\, Johannesburg MM\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-083,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-083,21-083,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702909,AMPLICON,290,419880896,PRJNA941107,SAMN33590106,SARS-CoV-2: wastewater surveillance,97916341,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/19/21,2021-07-19,public,"run.zq,activ_sars2_vcf,bam,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX19564436,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: ERWAT VLAKPLAATS WWTW\, Ekurhuleni\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-082,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-082,21-082,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702910,AMPLICON,290,273231285,PRJNA941107,SAMN33590105,SARS-CoV-2: wastewater surveillance,63523889,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/13/21,2021-07-13,public,"sra,activ_sars2_vcf,run.zq,bam","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US,gs.us-east1",SRX19564435,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Bloemspruit Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-081,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-081,21-081,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702911,AMPLICON,293,299614980,PRJNA941107,SAMN33590006,SARS-CoV-2: wastewater surveillance,73526309,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,5/4/21,2021-05-04,public,"run.zq,bam,sra,activ_sars2_vcf","s3,ncbi,gs","gs.us-east1,gs.US,ncbi.public,s3.us-east-1",SRX19564434,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Northern Wastewater\, Johannesburg\, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-0179,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-0179,21-0179,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702912,AMPLICON,290,327129228,PRJNA941107,SAMN33590104,SARS-CoV-2: wastewater surveillance,77607330,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/13/21,2021-07-13,public,"run.zq,bam,sra,activ_sars2_vcf","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1,gs.us-east1",SRX19564433,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Sterkwater Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-080,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-080,21-080,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702913,AMPLICON,290,528846790,PRJNA941107,SAMN33590103,SARS-CoV-2: wastewater surveillance,122111106,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/13/21,2021-07-13,public,"activ_sars2_vcf,sra,run.zq,bam","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX19564432,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Rooiwal Wastewater Treatment Works\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-079,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-079,21-079,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702914,AMPLICON,290,429101640,PRJNA941107,SAMN33590102,SARS-CoV-2: wastewater surveillance,100200530,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/13/21,2021-07-13,public,"sra,bam,run.zq,activ_sars2_vcf","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US,gs.us-east1",SRX19564431,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Daspoort Wastewater\, Tshwane \, Gauteng",NextSeq 2000,urban wastewater treatment facility,21-078,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:46:00Z,1,21-078,21-078,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702915,AMPLICON,291,204934232,PRJNA941107,SAMN33590101,SARS-CoV-2: wastewater surveillance,47002023,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/6/21,2021-07-06,public,"activ_sars2_vcf,sra,bam,run.zq","gs,s3,ncbi","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX19564430,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Mdantsane waterwaste\, BUFFALO CITY MM\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-076,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-076,21-076,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702916,AMPLICON,257,260953,PRJNA941107,SAMN33590100,SARS-CoV-2: wastewater surveillance,292762,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/6/21,2021-07-06,public,"bam,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX19564429,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: East Bank waterwaste\, BUFFALO CITY MM\, Eastern Cape",NextSeq 2000,urban wastewater treatment facility,21-075,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-075,21-075,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
SRR23702917,AMPLICON,290,240971061,PRJNA941107,SAMN33590099,SARS-CoV-2: wastewater surveillance,56478301,NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES (NICD),NICD,7/6/21,2021-07-06,public,"activ_sars2_vcf,bam,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public,gs.US",SRX19564428,NC_045512_Hu-1.fasta,South Africa,Africa,"South Africa: Bloemspruit Wastewater\, MANGAUNG\, Free State",NextSeq 2000,urban wastewater treatment facility,21-073,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2023-03-08T00:00:00Z,2023-03-08T06:45:00Z,1,21-073,21-073,SRP425716,NA,0,raw wastewater,grab,yes,SARS-CoV-2
