Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolate,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR14276305,AMPLICON,302,7694836482,PRJNA720687,SAMN18676717,Pathogen.env,3313891508,OREGON STATE UNIVERSITY,TRACE OSU,2020-07-09,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX10637511,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Bayfront-07-09-20-A2/2020,environmental,not collected,NP_011,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:41:00Z,1,NP-Bayfront-07-09-20-A2,SRP315405
SRR14276306,AMPLICON,302,6831227316,PRJNA720687,SAMN18676708,Pathogen.env,2970267655,OREGON STATE UNIVERSITY,TRACE OSU,2020-07-09,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX10637510,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-32ndSt-07-09-20-A2/2020,environmental,not collected,NP_002,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:47:00Z,1,NP-32ndSt-07-09-20-A2,SRP315405
SRR14276307,AMPLICON,302,642697072,PRJNA720687,SAMN18676707,Pathogen.env,272099316,OREGON STATE UNIVERSITY,TRACE OSU,2020-07-09,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX10637509,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-32ndSt-07-09-20-A1/2020,environmental,not collected,NP_001,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:31:00Z,1,NP-32ndSt-07-09-20-A1,SRP315405
SRR14276308,AMPLICON,302,4049307506,PRJNA720687,SAMN18676806,Pathogen.env,1789413684,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-19,public,"fastq,sra,activ_sars2_vcf,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1,gs.us-east1",SRX10637508,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-NyeBeach-06-19-20-B1/2020,environmental,not collected,NP_100,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:41:00Z,1,NP-NyeBeach-06-19-20-B1,SRP315405
SRR14276309,AMPLICON,302,7382477580,PRJNA720687,SAMN18676805,Pathogen.env,3200264188,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-19,public,"sra,run.zq,activ_sars2_vcf,fastq","ncbi,s3,gs","gs.us-east1,gs.US,s3.us-east-1,ncbi.public",SRX10637507,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-NyeBeach-06-19-20-A2/2020,environmental,not collected,NP_099,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:45:00Z,1,NP-NyeBeach-06-19-20-A2,SRP315405
SRR14276310,AMPLICON,302,1781705776,PRJNA720687,SAMN18676804,Pathogen.env,763488420,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-18,public,"fastq,activ_sars2_vcf,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public,gs.US",SRX10637506,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-NorthSideWW-06-18-20-A/2020,environmental,not collected,NP_098,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:34:00Z,1,NP-NorthSideWW-06-18-20-A,SRP315405
SRR14276311,AMPLICON,302,50289644,PRJNA720687,SAMN18676803,Pathogen.env,28290469,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-18,public,"activ_sars2_vcf,sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,gs.us-east1,ncbi.public",SRX10637505,USA,North America,USA: Oregon,Illumina MiSeq,SARS-Cov-2/environmental/USA/NP-NorthSideWW-06-18-20-A_miseq/2020,environmental,not collected,NP_097,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:31:00Z,1,NP-NorthSideWW-06-18-20-A_miseq,SRP315405
SRR14276312,AMPLICON,302,5122774660,PRJNA720687,SAMN18676802,Pathogen.env,2137559284,OREGON STATE UNIVERSITY,TRACE OSU,2020-07-09,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX10637504,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Northside-07-09-20-B2/2020,environmental,not collected,NP_096,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:39:00Z,1,NP-Northside-07-09-20-B2,SRP315405
SRR14276313,AMPLICON,302,8021074398,PRJNA720687,SAMN18676801,Pathogen.env,3369857823,OREGON STATE UNIVERSITY,TRACE OSU,2020-07-09,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX10637503,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Northside-07-09-20-B1/2020,environmental,not collected,NP_095,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:50:00Z,1,NP-Northside-07-09-20-B1,SRP315405
SRR14276314,AMPLICON,302,5292104852,PRJNA720687,SAMN18676800,Pathogen.env,2250215480,OREGON STATE UNIVERSITY,TRACE OSU,2020-07-09,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX10637502,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Northside-07-09-20-A2/2020,environmental,not collected,NP_094,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:41:00Z,1,NP-Northside-07-09-20-A2,SRP315405
SRR14276315,AMPLICON,302,830319102,PRJNA720687,SAMN18676799,Pathogen.env,349517138,OREGON STATE UNIVERSITY,TRACE OSU,2020-07-09,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX10637501,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Northside-07-09-20-A1/2020,environmental,not collected,NP_093,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:33:00Z,1,NP-Northside-07-09-20-A1,SRP315405
SRR14276316,AMPLICON,302,5030667982,PRJNA720687,SAMN18676798,Pathogen.env,2113415394,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-18,public,"sra,fastq,run.zq,activ_sars2_vcf","ncbi,s3,gs","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX10637500,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Northside-06-18-20-B2/2020,environmental,not collected,NP_092,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:50:00Z,1,NP-Northside-06-18-20-B2,SRP315405
SRR14276317,AMPLICON,302,3652159386,PRJNA720687,SAMN18676797,Pathogen.env,1598369544,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-18,public,"sra,activ_sars2_vcf,run.zq,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,gs.US,ncbi.public",SRX10637499,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Northside-06-18-20-B1/2020,environmental,not collected,NP_091,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:38:00Z,1,NP-Northside-06-18-20-B1,SRP315405
SRR14276318,AMPLICON,302,618516234,PRJNA720687,SAMN18676716,Pathogen.env,265412954,OREGON STATE UNIVERSITY,TRACE OSU,2020-07-09,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX10637498,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Bayfront-07-09-20-A1/2020,environmental,not collected,NP_010,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:33:00Z,1,NP-Bayfront-07-09-20-A1,SRP315405
SRR14276319,AMPLICON,302,6559403458,PRJNA720687,SAMN18676796,Pathogen.env,2805882478,OREGON STATE UNIVERSITY,TRACE OSU,2020-06-18,public,"activ_sars2_vcf,sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,gs.US,s3.us-east-1",SRX10637497,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Northside-06-18-20-A2/2020,environmental,not collected,NP_090,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:46:00Z,1,NP-Northside-06-18-20-A2,SRP315405
SRR14276320,AMPLICON,302,2548878188,PRJNA720687,SAMN18676795,Pathogen.env,1141239051,OREGON STATE UNIVERSITY,TRACE OSU,2020-12-09,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX10637496,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-12-09-20-A/2020,environmental,not collected,NP_089,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:39:00Z,1,NP-Inf-12-09-20-A,SRP315405
SRR14276321,AMPLICON,302,2732086186,PRJNA720687,SAMN18676794,Pathogen.env,1192831479,OREGON STATE UNIVERSITY,TRACE OSU,2020-12-03,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX10637495,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-12-03-20-A/2020,environmental,not collected,NP_088,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:38:00Z,1,NP-Inf-12-03-20-A,SRP315405
SRR14276322,AMPLICON,302,4004257562,PRJNA720687,SAMN18676793,Pathogen.env,1689890172,OREGON STATE UNIVERSITY,TRACE OSU,2020-12-02,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX10637494,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-12-02-20-A/2020,environmental,not collected,NP_087,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:43:00Z,1,NP-Inf-12-02-20-A,SRP315405
SRR14276323,AMPLICON,302,4157468202,PRJNA720687,SAMN18676792,Pathogen.env,1771983151,OREGON STATE UNIVERSITY,TRACE OSU,2020-11-26,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX10637493,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-11-26-20-A/2020,environmental,not collected,NP_086,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:47:00Z,1,NP-Inf-11-26-20-A,SRP315405
SRR14276324,AMPLICON,302,3302832060,PRJNA720687,SAMN18676791,Pathogen.env,1422634514,OREGON STATE UNIVERSITY,TRACE OSU,2020-11-25,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX10637492,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-11-25-20-A/2020,environmental,not collected,NP_085,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:41:00Z,1,NP-Inf-11-25-20-A,SRP315405
SRR14276325,AMPLICON,302,1432622164,PRJNA720687,SAMN18676790,Pathogen.env,655922284,OREGON STATE UNIVERSITY,TRACE OSU,2020-11-19,public,"sra,run.zq,activ_sars2_vcf,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public,gs.us-east1",SRX10637491,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-11-19-20-A/2020,environmental,not collected,NP_084,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:37:00Z,1,NP-Inf-11-19-20-A,SRP315405
SRR14276326,AMPLICON,302,1536653312,PRJNA720687,SAMN18676789,Pathogen.env,696432590,OREGON STATE UNIVERSITY,TRACE OSU,2020-11-18,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX10637490,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-11-18-20-A/2020,environmental,not collected,NP_083,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:37:00Z,1,NP-Inf-11-18-20-A,SRP315405
SRR14276327,AMPLICON,302,5867277744,PRJNA720687,SAMN18676788,Pathogen.env,2448087006,OREGON STATE UNIVERSITY,TRACE OSU,2020-11-12,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX10637489,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-11-12-20-A/2020,environmental,not collected,NP_082,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:48:00Z,1,NP-Inf-11-12-20-A,SRP315405
SRR14276328,AMPLICON,302,734871398,PRJNA720687,SAMN18676787,Pathogen.env,311967324,OREGON STATE UNIVERSITY,TRACE OSU,2020-11-11,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10637488,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-11-11-20-A/2020,environmental,not collected,NP_081,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:36:00Z,1,NP-Inf-11-11-20-A,SRP315405
SRR14276329,AMPLICON,302,882508326,PRJNA720687,SAMN18676715,Pathogen.env,371157847,OREGON STATE UNIVERSITY,TRACE OSU,2020-07-08,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX10637487,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Bayfront-07-08-20-A/2020,environmental,not collected,NP_009,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:36:00Z,1,NP-Bayfront-07-08-20-A,SRP315405
SRR14276330,AMPLICON,302,1696098138,PRJNA720687,SAMN18676786,Pathogen.env,723154965,OREGON STATE UNIVERSITY,TRACE OSU,2020-11-09,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX10637486,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-11-09-20-A/2020,environmental,not collected,NP_080,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:38:00Z,1,NP-Inf-11-09-20-A,SRP315405
SRR14276331,AMPLICON,302,6491632846,PRJNA720687,SAMN18676785,Pathogen.env,2748455723,OREGON STATE UNIVERSITY,TRACE OSU,2020-10-09,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX10637485,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-10-09-20-A2/2020,environmental,not collected,NP_079,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:53:00Z,1,NP-Inf-10-09-20-A2,SRP315405
SRR14276332,AMPLICON,302,3378283136,PRJNA720687,SAMN18676784,Pathogen.env,1405154455,OREGON STATE UNIVERSITY,TRACE OSU,2020-10-09,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX10637484,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-10-09-20-A1/2020,environmental,not collected,NP_078,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:40:00Z,1,NP-Inf-10-09-20-A1,SRP315405
SRR14276333,AMPLICON,302,4128106252,PRJNA720687,SAMN18676783,Pathogen.env,1711810011,OREGON STATE UNIVERSITY,TRACE OSU,2020-09-24,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX10637483,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-09-24-20-A/2020,environmental,not collected,NP_077,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:44:00Z,1,NP-Inf-09-24-20-A,SRP315405
SRR14276334,AMPLICON,302,4114391828,PRJNA720687,SAMN18676782,Pathogen.env,1704971681,OREGON STATE UNIVERSITY,TRACE OSU,2020-09-23,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX10637482,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-09-23-20-A/2020,environmental,not collected,NP_076,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:54:00Z,1,NP-Inf-09-23-20-A,SRP315405
SRR14276335,AMPLICON,302,3228320204,PRJNA720687,SAMN18676781,Pathogen.env,1336101511,OREGON STATE UNIVERSITY,TRACE OSU,2020-09-18,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10637481,USA,North America,USA: Oregon,Illumina HiSeq 3000,SARS-Cov-2/environmental/USA/NP-Inf-09-18-20-A/2020,environmental,not collected,NP_075,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-19T00:00:00Z,2021-04-19T22:43:00Z,1,NP-Inf-09-18-20-A,SRP315405
