Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,collected_by (run),collection_date (run),geo_loc_name (run),isolation_source (run),organism (run),ww_population (run),ww_population,ww_sample_duration (run),ww_sample_duration,ww_sample_matrix (run),ww_sample_matrix,ww_sample_type (run),ww_sample_type,ww_surv_target_1_known_present (run),ww_surv_target_1_known_present,ww_surv_target_1 (run),ww_surv_target_1,sequenced_by,wwtp,design_description,filename2,filename,filetype,INSTRUMENT_MODEL,Library_ID,library_layout,library_selection,library_source,library_strategy,platform,Title,Isolate,Lat_Lon,STRAIN,passage_history
SRR18583209,AMPLICON,602,51052610,PRJNA715712,SAMN27252795,SARS-CoV-2: wastewater surveillance,22992525,THE NEW SCHOOL,NY DEP,2021-07-19,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX14712008,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-WI-2021-07-19-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-WI-2021-07-19,SRP311364,NYC DEP,2021-07-19,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,WI,,,,,,,,,,,,,,,,
SRR18583211,AMPLICON,602,121779784,PRJNA715712,SAMN27252908,SARS-CoV-2: wastewater surveillance,54955636,THE NEW SCHOOL,NY DEP,2022-01-31,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14712006,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-TI-2022-01-31-NTD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-TI-2022-01-31,SRP311364,NYC DEP,2022-01-31,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,TI,,,,,,,,,,,,,,,,
SRR18583212,AMPLICON,602,88304370,PRJNA715712,SAMN27252907,SARS-CoV-2: wastewater surveillance,46529552,THE NEW SCHOOL,NY DEP,2022-01-25,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX14712005,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-TI-2022-01-25-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-TI-2022-01-25,SRP311364,NYC DEP,2022-01-25,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,TI,,,,,,,,,,,,,,,,
SRR18583213,AMPLICON,602,105780430,PRJNA715712,SAMN27252906,SARS-CoV-2: wastewater surveillance,51218292,THE NEW SCHOOL,NY DEP,2022-01-18,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14712004,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-TI-2022-01-18-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-TI-2022-01-18,SRP311364,NYC DEP,2022-01-18,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,TI,,,,,,,,,,,,,,,,
SRR18583214,AMPLICON,602,91532896,PRJNA715712,SAMN27252905,SARS-CoV-2: wastewater surveillance,42328356,THE NEW SCHOOL,NY DEP,2022-01-12,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX14712003,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-TI-2022-01-12-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-TI-2022-01-12,SRP311364,NYC DEP,2022-01-12,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,TI,,,,,,,,,,,,,,,,
SRR18583215,AMPLICON,602,65912378,PRJNA715712,SAMN27252904,SARS-CoV-2: wastewater surveillance,28773806,THE NEW SCHOOL,NY DEP,2021-08-30,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14712002,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-TI-2021-08-30-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-TI-2021-08-30,SRP311364,NYC DEP,2021-08-30,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,TI,,,,,,,,,,,,,,,,
SRR18583216,AMPLICON,602,104950874,PRJNA715712,SAMN27252903,SARS-CoV-2: wastewater surveillance,53359831,THE NEW SCHOOL,NY DEP,2021-10-31,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14712001,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-TI-2021-10-31-Mixed-2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-TI-2021-10-31,SRP311364,NYC DEP,2021-10-31,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,TI,,,,,,,,,,,,,,,,
SRR18583217,AMPLICON,602,94923962,PRJNA715712,SAMN27252903,SARS-CoV-2: wastewater surveillance,46215463,THE NEW SCHOOL,NY DEP,2021-10-31,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14712000,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-TI-2021-10-31-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-TI-2021-10-31,SRP311364,NYC DEP,2021-10-31,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,TI,,,,,,,,,,,,,,,,
SRR18583218,AMPLICON,602,81941230,PRJNA715712,SAMN27252902,SARS-CoV-2: wastewater surveillance,38526545,THE NEW SCHOOL,NY DEP,2021-09-20,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14711999,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OH-2021-09-20-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OH-2021-09-20,SRP311364,NYC DEP,2021-09-20,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OH,,,,,,,,,,,,,,,,
SRR18583219,AMPLICON,602,97832826,PRJNA715712,SAMN27252901,SARS-CoV-2: wastewater surveillance,52722893,THE NEW SCHOOL,NY DEP,2021-09-01,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14711998,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OH-2021-09-01-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OH-2021-09-01,SRP311364,NYC DEP,2021-09-01,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OH,,,,,,,,,,,,,,,,
SRR18583220,AMPLICON,602,90718992,PRJNA715712,SAMN27252794,SARS-CoV-2: wastewater surveillance,37626813,THE NEW SCHOOL,NY DEP,2021-08-09,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14711997,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-TI-2021-08-09-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-TI-2021-08-09,SRP311364,NYC DEP,2021-08-09,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,TI,,,,,,,,,,,,,,,,
SRR18583221,AMPLICON,602,82012266,PRJNA715712,SAMN27252900,SARS-CoV-2: wastewater surveillance,33442899,THE NEW SCHOOL,NY DEP,2021-09-13,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX14711996,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OH-2021-09-13-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OH-2021-09-13,SRP311364,NYC DEP,2021-09-13,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OH,,,,,,,,,,,,,,,,
SRR18583222,AMPLICON,602,90046558,PRJNA715712,SAMN27252899,SARS-CoV-2: wastewater surveillance,50173127,THE NEW SCHOOL,NY DEP,2021-09-08,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX14711995,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OH-2021-09-08-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OH-2021-09-08,SRP311364,NYC DEP,2021-09-08,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OH,,,,,,,,,,,,,,,,
SRR18583223,AMPLICON,602,96278462,PRJNA715712,SAMN27252879,SARS-CoV-2: wastewater surveillance,50825444,THE NEW SCHOOL,NY DEP,2021-08-30,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14711994,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OH-2021-08-30-RBD-2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OH-2021-08-30,SRP311364,NYC DEP,2021-08-30,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OH,,,,,,,,,,,,,,,,
SRR18583224,AMPLICON,602,108372642,PRJNA715712,SAMN27252898,SARS-CoV-2: wastewater surveillance,53663619,THE NEW SCHOOL,NY DEP,2021-08-23,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14711993,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OH-2021-08-23-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OH-2021-08-23,SRP311364,NYC DEP,2021-08-23,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OH,,,,,,,,,,,,,,,,
SRR18583225,AMPLICON,602,96906348,PRJNA715712,SAMN27252897,SARS-CoV-2: wastewater surveillance,43143868,THE NEW SCHOOL,NY DEP,2022-02-07,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14711992,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OH-2022-02-07-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OH-2022-02-07,SRP311364,NYC DEP,2022-02-07,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OH,,,,,,,,,,,,,,,,
SRR18583227,AMPLICON,602,105283780,PRJNA715712,SAMN27252881,SARS-CoV-2: wastewater surveillance,57197991,THE NEW SCHOOL,NY DEP,2022-02-23,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14711990,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OH-2022-02-23-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OH-2022-02-23,SRP311364,NYC DEP,2022-02-23,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OH,,,,,,,,,,,,,,,,
SRR18583228,AMPLICON,602,64416408,PRJNA715712,SAMN27252895,SARS-CoV-2: wastewater surveillance,26354330,THE NEW SCHOOL,NY DEP,2021-12-06,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14711989,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OH-2021-12-06-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OH-2021-12-06,SRP311364,NYC DEP,2021-12-06,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OH,,,,,,,,,,,,,,,,
SRR18583229,AMPLICON,602,78381002,PRJNA715712,SAMN27252894,SARS-CoV-2: wastewater surveillance,36542789,THE NEW SCHOOL,NY DEP,2021-12-27,public,"sra,activ_sars2_vcf,fastq","gs,s3","s3.us-east-1,gs.US",SRX14711988,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OH-2021-12-27-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OH-2021-12-27,SRP311364,NYC DEP,2021-12-27,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OH,,,,,,,,,,,,,,,,
SRR18583230,AMPLICON,602,93931866,PRJNA715712,SAMN27252893,SARS-CoV-2: wastewater surveillance,38712951,THE NEW SCHOOL,NY DEP,2021-12-13,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14711987,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OH-2021-12-13-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OH-2021-12-13,SRP311364,NYC DEP,2021-12-13,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OH,,,,,,,,,,,,,,,,
SRR18583231,AMPLICON,602,117959492,PRJNA715712,SAMN27252793,SARS-CoV-2: wastewater surveillance,61727579,THE NEW SCHOOL,NY DEP,2021-08-02,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX14711986,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-TI-2021-08-02-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-TI-2021-08-02,SRP311364,NYC DEP,2021-08-02,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,TI,,,,,,,,,,,,,,,,
SRR18583232,AMPLICON,602,80939502,PRJNA715712,SAMN27252892,SARS-CoV-2: wastewater surveillance,40128635,THE NEW SCHOOL,NY DEP,2021-11-08,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14711985,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OH-2021-11-08-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OH-2021-11-08,SRP311364,NYC DEP,2021-11-08,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OH,,,,,,,,,,,,,,,,
SRR18583233,AMPLICON,602,83645492,PRJNA715712,SAMN27252891,SARS-CoV-2: wastewater surveillance,27071375,THE NEW SCHOOL,NY DEP,2021-11-29,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14711984,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OH-2021-11-29-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OH-2021-11-29,SRP311364,NYC DEP,2021-11-29,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OH,,,,,,,,,,,,,,,,
SRR18583236,AMPLICON,602,81185118,PRJNA715712,SAMN27252880,SARS-CoV-2: wastewater surveillance,31837984,THE NEW SCHOOL,NY DEP,2021-11-22,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14711981,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OH-2021-11-22-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OH-2021-11-22,SRP311364,NYC DEP,2021-11-22,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OH,,,,,,,,,,,,,,,,
SRR18583237,AMPLICON,602,112067116,PRJNA715712,SAMN27252880,SARS-CoV-2: wastewater surveillance,37537241,THE NEW SCHOOL,NY DEP,2021-11-22,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14711980,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OH-2021-11-22-RBD-2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OH-2021-11-22,SRP311364,NYC DEP,2021-11-22,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OH,,,,,,,,,,,,,,,,
SRR18583238,AMPLICON,602,104473488,PRJNA715712,SAMN27252874,SARS-CoV-2: wastewater surveillance,47346935,THE NEW SCHOOL,NY DEP,2021-08-23,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX14711979,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OB-2021-08-23-RBD-2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OB-2021-08-23,SRP311364,NYC DEP,2021-08-23,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OB,,,,,,,,,,,,,,,,
SRR18583239,AMPLICON,602,3612,PRJNA715712,SAMN27252874,SARS-CoV-2: wastewater surveillance,81209,THE NEW SCHOOL,NY DEP,2021-08-23,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX14711978,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OB-2021-08-23-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OB-2021-08-23,SRP311364,NYC DEP,2021-08-23,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OB,,,,,,,,,,,,,,,,
SRR18583240,AMPLICON,602,93340100,PRJNA715712,SAMN27252873,SARS-CoV-2: wastewater surveillance,42439052,THE NEW SCHOOL,NY DEP,2022-03-14,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX14711977,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OB-2022-03-14-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OB-2022-03-14,SRP311364,NYC DEP,2022-03-14,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OB,,,,,,,,,,,,,,,,
SRR18583241,AMPLICON,602,110904052,PRJNA715712,SAMN27252872,SARS-CoV-2: wastewater surveillance,49081632,THE NEW SCHOOL,NY DEP,2022-02-07,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX14711976,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OB-2022-02-07-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OB-2022-02-07,SRP311364,NYC DEP,2022-02-07,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OB,,,,,,,,,,,,,,,,
SRR18583242,AMPLICON,602,91124138,PRJNA715712,SAMN27252871,SARS-CoV-2: wastewater surveillance,49771960,THE NEW SCHOOL,NY DEP,2022-02-28,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX14711975,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OB-2022-02-28-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OB-2022-02-28,SRP311364,NYC DEP,2022-02-28,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OB,,,,,,,,,,,,,,,,
SRR18583243,AMPLICON,602,73852156,PRJNA715712,SAMN27252870,SARS-CoV-2: wastewater surveillance,30674905,THE NEW SCHOOL,NY DEP,2021-12-06,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX14711974,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OB-2021-12-06-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OB-2021-12-06,SRP311364,NYC DEP,2021-12-06,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OB,,,,,,,,,,,,,,,,
SRR18583244,AMPLICON,602,83516664,PRJNA715712,SAMN27252790,SARS-CoV-2: wastewater surveillance,46012164,THE NEW SCHOOL,NY DEP,2021-08-02,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX14711973,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OH-2021-08-02-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OH-2021-08-02,SRP311364,NYC DEP,2021-08-02,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OH,,,,,,,,,,,,,,,,
SRR18583245,AMPLICON,602,97981520,PRJNA715712,SAMN27252869,SARS-CoV-2: wastewater surveillance,43583664,THE NEW SCHOOL,NY DEP,2021-12-27,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX14711972,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OB-2021-12-27-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OB-2021-12-27,SRP311364,NYC DEP,2021-12-27,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OB,,,,,,,,,,,,,,,,
SRR18583246,AMPLICON,602,97203134,PRJNA715712,SAMN27252868,SARS-CoV-2: wastewater surveillance,48259608,THE NEW SCHOOL,NY DEP,2021-11-08,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14711971,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OB-2021-11-08-Mixed,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OB-2021-11-08,SRP311364,NYC DEP,2021-11-08,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OB,,,,,,,,,,,,,,,,
SRR18583247,AMPLICON,602,88601758,PRJNA715712,SAMN27252867,SARS-CoV-2: wastewater surveillance,32240689,THE NEW SCHOOL,NY DEP,2021-11-29,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14711970,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OB-2021-11-29-RBD,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OB-2021-11-29,SRP311364,NYC DEP,2021-11-29,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OB,,,,,,,,,,,,,,,,
SRR18583248,AMPLICON,602,125324962,PRJNA715712,SAMN27252867,SARS-CoV-2: wastewater surveillance,57050325,THE NEW SCHOOL,NY DEP,2021-11-29,public,"activ_sars2_vcf,fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX14711969,USA,North America,USA: New York,Illumina MiSeq,wastewater,NY-OB-2021-11-29-Mixed-2,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2022-04-07T00:00:00Z,NY-OB-2021-11-29,SRP311364,NYC DEP,2021-11-29,USA: Ney York,wastewater,wastewater metagenome,Not Collected,'Not Collected',24h,24,raw wastewater,raw wastewater,composite,composite,Yes,yes,SARS-CoV-2,SARS-CoV-2,University of Missouri,OB,,,,,,,,,,,,,,,,
